gameid	Trial	condition	TrialType	ControlType	ItemID	TargetItem	UtteranceType	redUtterance	SufficientProperty	RedundantProperty	NumDistractors	NumSameDistractors	DistractorsNoun	DistractorsRedProp	speakerMessages	listenerMessages	refExp	minimal	redundant	clickedType	clickedSize	clickedColor	colorMentioned	sizeMentioned	typeMentioned	oneMentioned	theMentioned	distractorOne	distractorTwo	distractorThree	distractorFour	distractorFive	directorViewOrdered	guesserViewOrdered
FnLpBpMGcPbqGMfj2	2	color_diff_diff_m	target	undefined	razor_knife	big_black_knife	size and color	redundant	size	color	5	1	diff	diff	largest black object	NA	largest black object	0	1	knife	big	black	TRUE	TRUE	FALSE	FALSE	FALSE	small_black_knife	big_orange_razor	small_orange_knife	small_orange_razor	small_orange_razor	small_black_knife,small_black_knife,big_black_knife,big_orange_razor,small_orange_knife,small_orange_razor,small_orange_razor	big_black_knife,big_black_knife,big_orange_razor,small_orange_razor,small_orange_razor,small_orange_knife,small_black_knife
FnLpBpMGcPbqGMfj2	3	color_basic_filler_3_m	control	color_redundant	hammer_lipstick	small_purple_lipstick	size and color	redundant	size	color	3	1	no_extras	no_extras	purple and small	NA	purple and small	0	1	lipstick	small	purple	TRUE	TRUE	FALSE	FALSE	FALSE	big_orange_lipstick	small_orange_lipstick	big_purple_hammer	NA	NA	small_orange_lipstick,small_orange_lipstick,big_orange_lipstick,small_purple_lipstick,big_purple_hammer	big_purple_hammer,big_purple_hammer,small_purple_lipstick,small_orange_lipstick,big_orange_lipstick
FnLpBpMGcPbqGMfj2	4	size_basic_target_f	target	undefined	spoon_tie	small_orange_tie	size and color	redundant	color	size	3	1	no_extras	no_extras	small orange	NA	small orange	0	1	tie	small	orange	TRUE	TRUE	FALSE	FALSE	FALSE	small_purple_tie	big_orange_spoon	big_purple_tie	NA	NA	big_purple_tie,big_purple_tie,big_orange_spoon,small_purple_tie,small_orange_tie	small_purple_tie,small_purple_tie,big_orange_spoon,big_purple_tie,small_orange_tie
FnLpBpMGcPbqGMfj2	5	size_basic_filler_2_f	control	noun_sufficient	ring_crown	big_red_crown	size and color	redundant	color	size	3	1	no_extras	no_extras	the biggest red item	NA	the biggest red item	0	1	crown	big	red	TRUE	TRUE	FALSE	FALSE	TRUE	small_red_ring	small_white_ring	big_white_ring	NA	NA	big_red_crown,big_red_crown,small_red_ring,small_white_ring,big_white_ring	small_red_ring,small_red_ring,small_white_ring,big_red_crown,big_white_ring
FnLpBpMGcPbqGMfj2	6	size_basic_filler_3_m	control	size_redundant	calendar_vase	small_green_vase	size and color	redundant	color	size	3	1	no_extras	no_extras	green and small	NA	green and small	0	1	vase	small	green	TRUE	TRUE	FALSE	FALSE	FALSE	big_black_vase	big_green_vase	small_black_calendar	NA	NA	big_green_vase,big_green_vase,small_black_calendar,big_black_vase,small_green_vase	small_black_calendar,small_black_calendar,small_green_vase,big_green_vase,big_black_vase
FnLpBpMGcPbqGMfj2	7	size_same_diff_m	target	undefined	piano_lock	big_green_lock	color	minimal	color	size	5	1	same	diff	green and need a key	NA	green and need a key	1	0	lock	big	green	TRUE	FALSE	TRUE	FALSE	TRUE	big_purple_lock	small_green_piano	small_purple_lock	small_purple_lock	small_purple_lock	small_purple_lock,small_purple_lock,small_purple_lock,small_green_piano,small_purple_lock,big_green_lock,big_purple_lock	big_green_lock,big_green_lock,small_green_piano,small_purple_lock,small_purple_lock,big_purple_lock,small_purple_lock
FnLpBpMGcPbqGMfj2	8	size_diff_same_m	target	undefined	drum_whistle	big_purple_whistle	color	minimal	color	size	5	3	diff	same	purple and it has a bell	NA	purple and it has a bell	1	0	whistle	big	purple	TRUE	FALSE	FALSE	FALSE	TRUE	big_green_whistle	small_purple_drum	small_green_whistle	big_green_drum	big_green_drum	big_green_whistle,big_green_whistle,big_green_drum,big_purple_whistle,small_green_whistle,small_purple_drum,big_green_drum	small_purple_drum,small_purple_drum,big_green_whistle,big_green_drum,small_green_whistle,big_purple_whistle,big_green_drum
FnLpBpMGcPbqGMfj2	9	size_diff_same_f	target	undefined	ornament_ruler	small_red_ruler	color	minimal	color	size	5	3	diff	same	red with numbers	NA	red with numbers	1	0	ruler	small	red	TRUE	FALSE	FALSE	FALSE	FALSE	small_yellow_ruler	big_red_ornament	big_yellow_ruler	small_yellow_ornament	small_yellow_ornament	big_yellow_ruler,big_yellow_ruler,small_yellow_ruler,big_red_ornament,small_red_ruler,small_yellow_ornament,small_yellow_ornament	small_yellow_ornament,small_yellow_ornament,small_red_ruler,big_red_ornament,big_yellow_ruler,small_yellow_ruler,small_yellow_ornament
FnLpBpMGcPbqGMfj2	11	size_basic_filler_3_f	control	size_redundant	mouse_key	small_white_key	size and color	redundant	color	size	3	1	no_extras	no_extras	small and white	NA	small and white	0	1	key	small	white	TRUE	TRUE	FALSE	FALSE	FALSE	big_yellow_key	big_white_key	small_yellow_mouse	NA	NA	big_yellow_key,big_yellow_key,big_white_key,small_yellow_mouse,small_white_key	small_white_key,small_white_key,big_yellow_key,big_white_key,small_yellow_mouse
FnLpBpMGcPbqGMfj2	12	size_diff_diff_f	target	undefined	pan_door	small_yellow_door	color	minimal	color	size	5	1	diff	diff	it's open and yellow	NA	open and yellow	1	0	door	small	yellow	TRUE	FALSE	FALSE	FALSE	FALSE	small_white_door	big_yellow_pan	big_white_door	big_white_pan	big_white_pan	small_yellow_door,small_yellow_door,big_white_pan,big_yellow_pan,small_white_door,big_white_door,big_white_pan	big_yellow_pan,big_yellow_pan,big_white_door,big_white_pan,small_yellow_door,small_white_door,big_white_pan
FnLpBpMGcPbqGMfj2	13	size_same_same_f	target	undefined	mug_belt	small_blue_belt	size and color	redundant	color	size	5	3	same	same	small and blue	NA	small and blue	0	1	belt	small	blue	TRUE	TRUE	FALSE	FALSE	FALSE	small_yellow_belt	big_blue_mug	big_yellow_belt	small_yellow_belt	small_yellow_belt	small_yellow_belt,small_yellow_belt,big_blue_mug,big_yellow_belt,small_yellow_belt,small_yellow_belt,small_blue_belt	big_yellow_belt,big_yellow_belt,small_yellow_belt,big_blue_mug,small_yellow_belt,small_yellow_belt,small_blue_belt
FnLpBpMGcPbqGMfj2	14	size_basic_target_m	target	undefined	robot_airplane	small_green_airplane	color	minimal	color	size	3	1	no_extras	no_extras	flying and green	NA	flying and green	1	0	airplane	small	green	TRUE	FALSE	FALSE	FALSE	FALSE	small_orange_airplane	big_green_robot	big_orange_airplane	NA	NA	big_orange_airplane,big_orange_airplane,big_green_robot,small_orange_airplane,small_green_airplane	big_orange_airplane,big_orange_airplane,small_orange_airplane,big_green_robot,small_green_airplane
FnLpBpMGcPbqGMfj2	15	color_basic_target_f	target	undefined	ladle_shovel	small_black_shovel	size and color	redundant	size	color	3	1	no_extras	no_extras	small and black	NA	small and black	0	1	shovel	small	black	TRUE	TRUE	FALSE	FALSE	FALSE	big_black_shovel	small_purple_ladle	big_purple_shovel	NA	NA	small_black_shovel,small_black_shovel,big_purple_shovel,big_black_shovel,small_purple_ladle	small_black_shovel,small_black_shovel,small_purple_ladle,big_black_shovel,big_purple_shovel
FnLpBpMGcPbqGMfj2	16	color_basic_filler_1_f	control	both_necessary	sock_tent	small_purple_tent	size and color	redundant	size	color	3	1	no_extras	no_extras	small and purple	NA	small and purple	0	1	tent	small	purple	TRUE	TRUE	FALSE	FALSE	FALSE	big_purple_tent	big_green_sock	small_green_tent	NA	NA	big_purple_tent,big_purple_tent,small_purple_tent,small_green_tent,big_green_sock	big_purple_tent,big_purple_tent,small_green_tent,small_purple_tent,big_green_sock
FnLpBpMGcPbqGMfj2	17	color_diff_same_f	target	undefined	remote_fork	small_purple_fork	size and color	redundant	size	color	5	3	diff	same	small and purple	NA	small and purple	0	1	fork	small	purple	TRUE	TRUE	FALSE	FALSE	FALSE	big_purple_fork	small_orange_remote	big_orange_fork	big_purple_remote	big_purple_remote	big_purple_remote,big_purple_remote,big_purple_fork,small_purple_fork,big_orange_fork,small_orange_remote,big_purple_remote	small_purple_fork,small_purple_fork,small_orange_remote,big_purple_remote,big_orange_fork,big_purple_remote,big_purple_fork
FnLpBpMGcPbqGMfj2	20	color_basic_target_m	target	undefined	bed_switch	small_red_switch	size and color	redundant	size	color	3	1	no_extras	no_extras	small and red	NA	small and red	0	1	switch	small	red	TRUE	TRUE	FALSE	FALSE	FALSE	big_red_switch	small_yellow_bed	big_yellow_switch	NA	NA	small_yellow_bed,small_yellow_bed,big_yellow_switch,big_red_switch,small_red_switch	big_yellow_switch,big_yellow_switch,big_red_switch,small_red_switch,small_yellow_bed
FnLpBpMGcPbqGMfj2	21	size_basic_filler_1_m	control	both_necessary	fish_microscope	big_orange_microscope	size and color	redundant	color	size	3	1	no_extras	no_extras	large and orange	NA	large and orange	0	1	microscope	big	orange	TRUE	TRUE	FALSE	FALSE	FALSE	big_black_microscope	small_black_fish	small_orange_microscope	NA	NA	big_black_microscope,big_black_microscope,small_black_fish,small_orange_microscope,big_orange_microscope	big_black_microscope,big_black_microscope,big_orange_microscope,small_black_fish,small_orange_microscope
FnLpBpMGcPbqGMfj2	22	size_same_diff_f	target	undefined	napkin_stapler	small_yellow_stapler	color	minimal	color	size	5	1	same	diff	yellow with staples	NA	yellow with staples	1	0	stapler	small	yellow	TRUE	FALSE	FALSE	FALSE	FALSE	small_red_stapler	big_yellow_napkin	big_red_stapler	big_red_stapler	big_red_stapler	small_yellow_stapler,small_yellow_stapler,big_red_stapler,small_red_stapler,big_red_stapler,big_yellow_napkin,big_red_stapler	big_red_stapler,big_red_stapler,big_red_stapler,big_red_stapler,big_yellow_napkin,small_red_stapler,small_yellow_stapler
FnLpBpMGcPbqGMfj2	24	color_same_diff_m	target	undefined	screwdriver_truck	big_black_truck	size	minimal	size	color	5	1	same	diff	the largest truck	NA	the largest truck	1	0	truck	big	black	FALSE	TRUE	TRUE	FALSE	TRUE	small_black_truck	big_orange_screwdriver	small_orange_truck	small_orange_truck	small_orange_truck	big_black_truck,big_black_truck,small_orange_truck,small_orange_truck,small_orange_truck,big_orange_screwdriver,small_black_truck	small_orange_truck,small_orange_truck,small_black_truck,small_orange_truck,big_black_truck,big_orange_screwdriver,small_orange_truck
FnLpBpMGcPbqGMfj2	25	size_basic_filler_1_f	control	both_necessary	scarf_calculator	big_yellow_calculator	size and color	redundant	color	size	3	1	no_extras	no_extras	big yellow	NA	big yellow	0	1	calculator	big	yellow	TRUE	TRUE	FALSE	FALSE	FALSE	big_white_calculator	small_white_scarf	small_yellow_calculator	NA	NA	big_yellow_calculator,big_yellow_calculator,small_white_scarf,small_yellow_calculator,big_white_calculator	big_white_calculator,big_white_calculator,small_yellow_calculator,big_yellow_calculator,small_white_scarf
FnLpBpMGcPbqGMfj2	26	size_diff_diff_m	target	undefined	pencil_comb	big_white_comb	size and color	redundant	color	size	5	1	diff	diff	large white	NA	large white	0	1	comb	big	white	TRUE	TRUE	FALSE	FALSE	FALSE	big_red_comb	small_white_pencil	small_red_comb	small_red_pencil	small_red_pencil	big_white_comb,big_white_comb,small_red_pencil,small_red_pencil,big_red_comb,small_white_pencil,small_red_comb	small_red_comb,small_red_comb,big_red_comb,small_white_pencil,small_red_pencil,small_red_pencil,big_white_comb
FnLpBpMGcPbqGMfj2	27	size_basic_filler_2_m	control	noun_sufficient	butterfly_rug	big_red_rug	size and color	redundant	color	size	3	1	no_extras	no_extras	red and long	NA	red and long	0	1	rug	big	red	TRUE	TRUE	FALSE	FALSE	FALSE	small_red_butterfly	small_yellow_butterfly	big_yellow_butterfly	NA	NA	big_yellow_butterfly,big_yellow_butterfly,big_red_rug,small_red_butterfly,small_yellow_butterfly	small_red_butterfly,small_red_butterfly,small_yellow_butterfly,big_red_rug,big_yellow_butterfly
FnLpBpMGcPbqGMfj2	28	size_same_same_m	target	undefined	phone_present	big_blue_present	color	minimal	color	size	5	3	same	same	blue with a bow	NA	blue with a bow	1	0	present	big	blue	TRUE	FALSE	FALSE	FALSE	TRUE	big_white_present	small_blue_phone	small_white_present	big_white_present	big_white_present	big_white_present,big_white_present,big_blue_present,big_white_present,big_white_present,small_white_present,small_blue_phone	small_white_present,small_white_present,big_white_present,small_blue_phone,big_white_present,big_white_present,big_blue_present
FnLpBpMGcPbqGMfj2	29	color_same_diff_f	target	undefined	dress_clock	small_blue_clock	size and color	redundant	size	color	5	1	same	diff	the smallest blue item	NA	the smallest blue item	0	1	clock	small	blue	TRUE	TRUE	FALSE	FALSE	TRUE	big_blue_clock	small_red_dress	big_red_clock	big_red_clock	big_red_clock	small_red_dress,small_red_dress,big_blue_clock,big_red_clock,small_blue_clock,big_red_clock,big_red_clock	small_red_dress,small_red_dress,small_blue_clock,big_red_clock,big_red_clock,big_blue_clock,big_red_clock
FnLpBpMGcPbqGMfj2	30	color_same_same_m	target	undefined	bucket_frame	big_yellow_frame	size and color	redundant	size	color	5	3	same	same	large yellow	NA	large yellow	0	1	frame	big	yellow	TRUE	TRUE	FALSE	FALSE	FALSE	small_yellow_frame	big_blue_bucket	small_blue_frame	small_yellow_frame	small_yellow_frame	small_blue_frame,small_blue_frame,small_yellow_frame,small_yellow_frame,big_yellow_frame,small_yellow_frame,big_blue_bucket	small_yellow_frame,small_yellow_frame,big_blue_bucket,small_yellow_frame,small_blue_frame,big_yellow_frame,small_yellow_frame
FnLpBpMGcPbqGMfj2	31	color_diff_same_m	target	undefined	balloon_coathanger	big_blue_coathanger	size and color	redundant	size	color	5	3	diff	same	blue and large	NA	blue and large	0	1	coathanger	big	blue	TRUE	TRUE	FALSE	FALSE	FALSE	small_blue_coathanger	big_red_balloon	small_red_coathanger	small_blue_balloon	small_blue_balloon	big_blue_coathanger,big_blue_coathanger,small_red_coathanger,small_blue_coathanger,big_red_balloon,small_blue_balloon,small_blue_balloon	small_blue_balloon,small_blue_balloon,small_blue_balloon,small_blue_coathanger,big_blue_coathanger,small_red_coathanger,big_red_balloon
FnLpBpMGcPbqGMfj2	32	color_same_same_f	target	undefined	lamp_candle	small_white_candle	size and color	redundant	size	color	5	3	same	same	small and white	NA	small and white	0	1	candle	small	white	TRUE	TRUE	FALSE	FALSE	FALSE	big_white_candle	small_yellow_lamp	big_yellow_candle	big_white_candle	big_white_candle	big_white_candle,big_white_candle,big_white_candle,big_yellow_candle,small_yellow_lamp,small_white_candle,big_white_candle	small_yellow_lamp,small_yellow_lamp,big_yellow_candle,small_white_candle,big_white_candle,big_white_candle,big_white_candle
At3GZx9rpK8coybGH	1	color_same_same_m	target	undefined	pencil_butterfly	big_yellow_butterfly	size	minimal	size	color	5	3	same	same	the largest butterfly	NA	the largest butterfly	1	0	butterfly	big	yellow	FALSE	TRUE	TRUE	FALSE	TRUE	small_yellow_butterfly	big_white_pencil	small_white_butterfly	small_yellow_butterfly	small_yellow_butterfly	big_white_pencil,big_white_pencil,small_white_butterfly,small_yellow_butterfly,small_yellow_butterfly,big_yellow_butterfly,small_yellow_butterfly	small_yellow_butterfly,small_yellow_butterfly,big_white_pencil,small_white_butterfly,small_yellow_butterfly,big_yellow_butterfly,small_yellow_butterfly
At3GZx9rpK8coybGH	2	color_diff_diff_f	target	undefined	calculator_clock	small_blue_clock	size and color	redundant	size	color	5	1	diff	diff	small blue clock	NA	small blue clock	0	1	clock	small	blue	TRUE	TRUE	TRUE	FALSE	FALSE	big_blue_clock	small_red_calculator	big_red_clock	big_red_calculator	big_red_calculator	small_red_calculator,small_red_calculator,small_blue_clock,big_red_clock,big_blue_clock,big_red_calculator,big_red_calculator	big_blue_clock,big_blue_clock,big_red_calculator,big_red_calculator,small_red_calculator,big_red_clock,small_blue_clock
At3GZx9rpK8coybGH	4	size_diff_diff_m	target	undefined	screwdriver_shell	big_purple_shell	color	minimal	color	size	5	1	diff	diff	purple shell	NA	purple shell	1	0	shell	big	purple	TRUE	FALSE	TRUE	FALSE	FALSE	big_orange_shell	small_purple_screwdriver	small_orange_shell	small_orange_screwdriver	small_orange_screwdriver	big_orange_shell,big_orange_shell,small_purple_screwdriver,small_orange_screwdriver,big_purple_shell,small_orange_screwdriver,small_orange_shell	small_orange_screwdriver,small_orange_screwdriver,big_orange_shell,small_orange_screwdriver,small_orange_shell,small_purple_screwdriver,big_purple_shell
At3GZx9rpK8coybGH	6	size_basic_target_f	target	undefined	spoon_fork	small_black_fork	size and color	redundant	color	size	3	1	no_extras	no_extras	small black fork	NA	small black fork	0	1	fork	small	black	TRUE	TRUE	TRUE	FALSE	FALSE	small_green_fork	big_black_spoon	big_green_fork	NA	NA	small_black_fork,small_black_fork,small_green_fork,big_green_fork,big_black_spoon	small_green_fork,small_green_fork,big_green_fork,small_black_fork,big_black_spoon
At3GZx9rpK8coybGH	7	size_basic_target_m	target	undefined	present_coathanger	small_blue_coathanger	size and color	redundant	color	size	3	1	no_extras	no_extras	small blue hanger	NA	small blue hanger	0	1	coathanger	small	blue	TRUE	TRUE	TRUE	FALSE	FALSE	small_yellow_coathanger	big_blue_present	big_yellow_coathanger	NA	NA	small_yellow_coathanger,small_yellow_coathanger,small_blue_coathanger,big_yellow_coathanger,big_blue_present	big_yellow_coathanger,big_yellow_coathanger,small_yellow_coathanger,small_blue_coathanger,big_blue_present
At3GZx9rpK8coybGH	8	color_basic_filler_1_m	control	both_necessary	fish_airplane	small_purple_airplane	size and color	redundant	size	color	3	1	no_extras	no_extras	small purple plane	NA	small purple plane	0	1	airplane	small	purple	TRUE	TRUE	TRUE	FALSE	FALSE	big_purple_airplane	big_orange_fish	small_orange_airplane	NA	NA	big_purple_airplane,big_purple_airplane,small_orange_airplane,big_orange_fish,small_purple_airplane	big_orange_fish,big_orange_fish,big_purple_airplane,small_orange_airplane,small_purple_airplane
At3GZx9rpK8coybGH	9	color_diff_same_f	target	undefined	billiardball_scarf	small_red_scarf	size and color	redundant	size	color	5	3	diff	same	small red scarf	NA	small red scarf	0	1	scarf	small	red	TRUE	TRUE	TRUE	FALSE	FALSE	big_red_scarf	small_white_billiardball	big_white_scarf	big_red_billiardball	big_red_billiardball	big_red_billiardball,big_red_billiardball,small_white_billiardball,big_white_scarf,big_red_billiardball,big_red_scarf,small_red_scarf	small_red_scarf,small_red_scarf,big_white_scarf,big_red_billiardball,big_red_billiardball,big_red_scarf,small_white_billiardball
At3GZx9rpK8coybGH	10	color_diff_diff_m	target	undefined	lipstick_razor	big_green_razor	size and color	redundant	size	color	5	1	diff	diff	large green razor	NA	large green razor	0	1	razor	big	green	TRUE	TRUE	TRUE	FALSE	FALSE	small_green_razor	big_purple_lipstick	small_purple_razor	small_purple_lipstick	small_purple_lipstick	small_purple_lipstick,small_purple_lipstick,big_green_razor,big_purple_lipstick,small_purple_razor,small_green_razor,small_purple_lipstick	small_purple_razor,small_purple_razor,big_green_razor,small_green_razor,small_purple_lipstick,small_purple_lipstick,big_purple_lipstick
At3GZx9rpK8coybGH	11	color_basic_filler_1_f	control	both_necessary	magnifyingglass_ring	small_white_ring	size and color	redundant	size	color	3	1	no_extras	no_extras	small white ring	NA	small white ring	0	1	ring	small	white	TRUE	TRUE	TRUE	FALSE	FALSE	big_white_ring	big_red_magnifyingglass	small_red_ring	NA	NA	big_white_ring,big_white_ring,small_white_ring,small_red_ring,big_red_magnifyingglass	big_red_magnifyingglass,big_red_magnifyingglass,big_white_ring,small_white_ring,small_red_ring
At3GZx9rpK8coybGH	12	size_basic_filler_2_f	control	noun_sufficient	crown_candle	big_yellow_candle	color	minimal	color	size	3	1	no_extras	no_extras	yellow candle	NA	yellow candle	1	0	candle	big	yellow	TRUE	FALSE	TRUE	FALSE	FALSE	small_yellow_crown	small_blue_crown	big_blue_crown	NA	NA	big_blue_crown,big_blue_crown,big_yellow_candle,small_yellow_crown,small_blue_crown	big_yellow_candle,big_yellow_candle,small_blue_crown,small_yellow_crown,big_blue_crown
At3GZx9rpK8coybGH	13	color_basic_target_f	target	undefined	cap_belt	small_red_belt	size and color	redundant	size	color	3	1	no_extras	no_extras	small red belt	NA	small red belt	0	1	belt	small	red	TRUE	TRUE	TRUE	FALSE	FALSE	big_red_belt	small_blue_cap	big_blue_belt	NA	NA	small_blue_cap,small_blue_cap,big_red_belt,big_blue_belt,small_red_belt	big_red_belt,big_red_belt,small_red_belt,small_blue_cap,big_blue_belt
At3GZx9rpK8coybGH	14	color_basic_target_m	target	undefined	mask_cushion	small_red_cushion	size and color	redundant	size	color	3	1	no_extras	no_extras	small red pillow	NA	small red pillow	0	1	cushion	small	red	TRUE	TRUE	TRUE	FALSE	FALSE	big_red_cushion	small_white_mask	big_white_cushion	NA	NA	small_white_mask,small_white_mask,big_white_cushion,small_red_cushion,big_red_cushion	big_white_cushion,big_white_cushion,small_white_mask,small_red_cushion,big_red_cushion
At3GZx9rpK8coybGH	15	color_same_diff_m	target	undefined	rug_bed	big_red_bed	size and color	redundant	size	color	5	1	same	diff	large red bed	NA	large red bed	0	1	bed	big	red	TRUE	TRUE	TRUE	FALSE	FALSE	small_red_bed	big_white_rug	small_white_bed	small_white_bed	small_white_bed	big_red_bed,big_red_bed,small_white_bed,small_white_bed,small_white_bed,big_white_rug,small_red_bed	big_red_bed,big_red_bed,small_white_bed,small_white_bed,small_white_bed,small_red_bed,big_white_rug
At3GZx9rpK8coybGH	16	size_same_diff_f	target	undefined	tie_tent	small_purple_tent	color	minimal	color	size	5	1	same	diff	purple tent	NA	purple tent	1	0	tent	small	purple	TRUE	FALSE	TRUE	FALSE	FALSE	small_orange_tent	big_purple_tie	big_orange_tent	big_orange_tent	big_orange_tent	small_orange_tent,small_orange_tent,big_orange_tent,big_orange_tent,big_purple_tie,big_orange_tent,small_purple_tent	big_orange_tent,big_orange_tent,big_orange_tent,big_orange_tent,small_orange_tent,big_purple_tie,small_purple_tent
At3GZx9rpK8coybGH	17	size_basic_filler_2_m	control	noun_sufficient	armchair_phone	big_yellow_phone	color	minimal	color	size	3	1	no_extras	no_extras	yellow phone	NA	yellow phone	1	0	phone	big	yellow	TRUE	FALSE	TRUE	FALSE	FALSE	small_yellow_armchair	small_blue_armchair	big_blue_armchair	NA	NA	small_yellow_armchair,small_yellow_armchair,big_blue_armchair,big_yellow_phone,small_blue_armchair	big_yellow_phone,big_yellow_phone,big_blue_armchair,small_blue_armchair,small_yellow_armchair
At3GZx9rpK8coybGH	18	size_diff_same_f	target	undefined	dress_mug	small_white_mug	color	minimal	color	size	5	3	diff	same	white cup	NA	white cup	1	0	mug	small	white	TRUE	FALSE	TRUE	FALSE	FALSE	small_yellow_mug	big_white_dress	big_yellow_mug	small_yellow_dress	small_yellow_dress	small_yellow_mug,small_yellow_mug,big_yellow_mug,small_yellow_dress,big_white_dress,small_white_mug,small_yellow_dress	small_yellow_dress,small_yellow_dress,small_yellow_dress,big_yellow_mug,big_white_dress,small_yellow_mug,small_white_mug
At3GZx9rpK8coybGH	19	size_diff_same_m	target	undefined	bucket_comb	big_red_comb	color	minimal	color	size	5	3	diff	same	red comb	NA	red comb	1	0	comb	big	red	TRUE	FALSE	TRUE	FALSE	FALSE	big_yellow_comb	small_red_bucket	small_yellow_comb	big_yellow_bucket	big_yellow_bucket	small_red_bucket,small_red_bucket,big_yellow_comb,big_yellow_bucket,big_red_comb,small_yellow_comb,big_yellow_bucket	big_yellow_comb,big_yellow_comb,big_yellow_bucket,small_yellow_comb,big_red_comb,small_red_bucket,big_yellow_bucket
At3GZx9rpK8coybGH	20	color_diff_same_m	target	undefined	hammer_lock	big_green_lock	size and color	redundant	size	color	5	3	diff	same	large green lock	NA	large green lock	0	1	lock	big	green	TRUE	TRUE	TRUE	FALSE	FALSE	small_green_lock	big_purple_hammer	small_purple_lock	small_green_hammer	small_green_hammer	big_purple_hammer,big_purple_hammer,big_green_lock,small_green_hammer,small_purple_lock,small_green_lock,small_green_hammer	big_purple_hammer,big_purple_hammer,small_green_hammer,small_purple_lock,small_green_lock,small_green_hammer,big_green_lock
At3GZx9rpK8coybGH	22	size_same_same_f	target	undefined	mouse_stapler	small_yellow_stapler	color	minimal	color	size	5	3	same	same	yellow stappler	NA	yellow stappler	1	0	stapler	small	yellow	TRUE	FALSE	TRUE	FALSE	FALSE	small_red_stapler	big_yellow_mouse	big_red_stapler	small_red_stapler	small_red_stapler	small_yellow_stapler,small_yellow_stapler,small_red_stapler,big_red_stapler,small_red_stapler,small_red_stapler,big_yellow_mouse	small_red_stapler,small_red_stapler,small_red_stapler,small_red_stapler,big_red_stapler,big_yellow_mouse,small_yellow_stapler
At3GZx9rpK8coybGH	23	size_diff_diff_f	target	undefined	ornament_flower	small_yellow_flower	color	minimal	color	size	5	1	diff	diff	yellow flower	NA	yellow flower	1	0	flower	small	yellow	TRUE	FALSE	TRUE	FALSE	FALSE	small_white_flower	big_yellow_ornament	big_white_flower	big_white_ornament	big_white_ornament	big_yellow_ornament,big_yellow_ornament,big_white_ornament,big_white_flower,big_white_ornament,small_white_flower,small_yellow_flower	small_white_flower,small_white_flower,big_white_ornament,big_white_flower,big_white_ornament,small_yellow_flower,big_yellow_ornament
At3GZx9rpK8coybGH	24	size_basic_filler_1_m	control	both_necessary	piano_die	big_purple_die	size and color	redundant	color	size	3	1	no_extras	no_extras	large purple dice	NA	large purple dice	0	1	die	big	purple	TRUE	TRUE	TRUE	FALSE	FALSE	big_black_die	small_black_piano	small_purple_die	NA	NA	small_black_piano,small_black_piano,big_black_die,big_purple_die,small_purple_die	small_black_piano,small_black_piano,big_black_die,small_purple_die,big_purple_die
At3GZx9rpK8coybGH	25	size_basic_filler_1_f	control	both_necessary	shovel_sock	big_green_sock	size and color	redundant	color	size	3	1	no_extras	no_extras	large green sock	NA	large green sock	0	1	sock	big	green	TRUE	TRUE	TRUE	FALSE	FALSE	big_black_sock	small_black_shovel	small_green_sock	NA	NA	small_black_shovel,small_black_shovel,big_black_sock,small_green_sock,big_green_sock	big_green_sock,big_green_sock,small_green_sock,small_black_shovel,big_black_sock
At3GZx9rpK8coybGH	26	size_same_diff_m	target	undefined	bike_switch	big_red_switch	color	minimal	color	size	5	1	same	diff	red switch	NA	red switch	1	0	switch	big	red	TRUE	FALSE	TRUE	FALSE	FALSE	big_yellow_switch	small_red_bike	small_yellow_switch	small_yellow_switch	small_yellow_switch	small_yellow_switch,small_yellow_switch,small_red_bike,small_yellow_switch,small_yellow_switch,big_red_switch,big_yellow_switch	small_yellow_switch,small_yellow_switch,small_yellow_switch,big_yellow_switch,small_red_bike,big_red_switch,small_yellow_switch
At3GZx9rpK8coybGH	27	color_same_same_f	target	undefined	chair_lamp	small_white_lamp	size and color	redundant	size	color	5	3	same	same	smallest white light	NA	smallest white light	0	1	lamp	small	white	TRUE	TRUE	TRUE	FALSE	FALSE	big_white_lamp	small_yellow_chair	big_yellow_lamp	big_white_lamp	big_white_lamp	big_white_lamp,big_white_lamp,big_white_lamp,small_yellow_chair,big_white_lamp,small_white_lamp,big_yellow_lamp	big_white_lamp,big_white_lamp,big_yellow_lamp,small_yellow_chair,big_white_lamp,big_white_lamp,small_white_lamp
At3GZx9rpK8coybGH	28	color_same_diff_f	target	undefined	ruler_guitar	small_yellow_guitar	size and color	redundant	size	color	5	1	same	diff	small yellow guitar	NA	small yellow guitar	0	1	guitar	small	yellow	TRUE	TRUE	TRUE	FALSE	FALSE	big_yellow_guitar	small_blue_ruler	big_blue_guitar	big_blue_guitar	big_blue_guitar	small_blue_ruler,small_blue_ruler,small_yellow_guitar,big_yellow_guitar,big_blue_guitar,big_blue_guitar,big_blue_guitar	small_yellow_guitar,small_yellow_guitar,small_blue_ruler,big_blue_guitar,big_yellow_guitar,big_blue_guitar,big_blue_guitar
