gameId	language	stage	condition	alt1BasicLevel	alt1SuperLevel	alt2BasicLevel	alt2SuperLevel	listenerSelection	imageType	roundNumber	directorAllMessages	directorFirstMessage	guesserAllMessages	nameClickedObj	correct	words	sep	colorMentioned	sizeMentioned	typeMentioned	oneMentioned	theMentioned	gender
KmvNQjDH8tZPYxpyA	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	56	red	red		red_bed	1	C		TRUE	FALSE	FALSE	FALSE	FALSE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	57	yellow	yellow		yellow_mug	1	C		TRUE	FALSE	FALSE	FALSE	FALSE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	58	orange	orange		orange_ribbon	1	C		TRUE	FALSE	FALSE	FALSE	TRUE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	61	green	green		green_shell	1	C		TRUE	FALSE	FALSE	FALSE	FALSE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	62	yellow	yellow		yellow_door	1	C		TRUE	FALSE	FALSE	FALSE	FALSE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	63	purple	purple		purple_binoculars	1	C		TRUE	FALSE	FALSE	FALSE	FALSE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	64	white	white		white_book	1	C		TRUE	FALSE	FALSE	FALSE	FALSE	NA
KmvNQjDH8tZPYxpyA	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	66	red	red		red_wallet	1	C		TRUE	FALSE	FALSE	FALSE	FALSE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	1	the object is the red bed.	the object is the red bed.		red_bed	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	2	it is the red belt.	it is the red belt.		red_belt	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	3	click on the green bowl.	click on the green bowl.		green_bowl	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	4	it is the black tie.	it is the black tie.		black_tie	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	5	click the white chair.	click the white chair.		white_chair	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	6	the object is the black robot.	the object is the black robot.		black_robot	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	7	click the black ribbon.	click the black ribbon.		black_ribbon	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	8	it's the blue comb.	it's the blue comb.		blue_comb	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	10	it is the red dress.	it is the red dress.		red_dress	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	11	click the red guitar.	click the red guitar.		red_guitar	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	13	the green binoculars.	the green binoculars.		green_binoculars	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	14	the black die.	the black die.		black_die	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	15	the white crown.	the white crown.		white_crown	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	17	the blue pencil.	the blue pencil.		blue_pencil	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	19	the yellow scarf.	the yellow scarf.		yellow_scarf	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	20	the yellow telephone.	the yellow telephone.		yellow_phone	1	CN		TRUE	FALSE	TRUE	TRUE	TRUE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	21	the red fork.	the red fork.		orange_fork	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	25	green microscope.	green microscope.		green_microscope	1	CN		TRUE	FALSE	TRUE	FALSE	FALSE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	26	black glove.	black glove.		black_glove	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	27	yellow ... dayplanner i think?	yellow ... dayplanner i think?		yellow_wallet	1	CN		TRUE	FALSE	FALSE	FALSE	TRUE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	28	green padlock.	green padlock.		green_lock	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	31	green helicopter.	green helicopter.		green_helicopter	1	CN		TRUE	FALSE	TRUE	FALSE	FALSE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	32	purple sock.	purple sock.		purple_sock	1	CN		TRUE	FALSE	TRUE	FALSE	FALSE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	34	blue door.	blue door.		blue_door	1	CN		TRUE	FALSE	TRUE	FALSE	FALSE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	35	white facemask.	white facemask.		white_mask	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	37	purple fish.	purple fish.		purple_fish	1	CN		TRUE	FALSE	TRUE	FALSE	FALSE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	39	green drum.	green drum.		green_drum	1	CN		TRUE	FALSE	TRUE	FALSE	FALSE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	40	blue cup.	blue cup.		blue_mug	1	CN		TRUE	FALSE	FALSE	FALSE	FALSE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	43	orange knife.	orange knife.		orange_knife	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	44	purple screwdriver.	purple screwdriver.		purple_screwdriver	1	CN		TRUE	FALSE	TRUE	FALSE	FALSE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	45	yellow balloon.	yellow balloon.		yellow_balloon	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	46	yellow butterfly.	yellow butterfly.		yellow_butterfly	1	CN		TRUE	FALSE	TRUE	FALSE	FALSE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	49	red calculator.	red calculator.		red_calculator	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	50	yellow pillow.	yellow pillow.		yellow_cushion	1	CN		TRUE	FALSE	FALSE	FALSE	FALSE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	54	yellow ... candle?	yellow ... candle?		yellow_candle	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	56	green necklace.	green necklace.		green_necklace	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	57	green suitcase.	green suitcase.		green_luggage	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	60	orange clam or oyster.	orange clam or oyster.		orange_shell	1	CN		TRUE	FALSE	FALSE	FALSE	TRUE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	62	green slipper.	green slipper.		green_slipper	1	CN		TRUE	FALSE	TRUE	FALSE	FALSE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	63	white iron.	white iron.		white_iron	1	CN		TRUE	FALSE	TRUE	FALSE	FALSE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	64	blue book or journal.	blue book or journal.		blue_book	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	65	black hammer.	black hammer.		black_hammer	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	66	red fence.	red fence.		red_fence	1	CN		TRUE	FALSE	TRUE	FALSE	FALSE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	67	yellow ring.	yellow ring.		yellow_ring	1	CN		TRUE	FALSE	TRUE	FALSE	FALSE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	68	green calendar.	green calendar.		green_calendar	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	69	purple basket.	purple basket.		purple_basket	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	71	green truck.	green truck.		green_truck	1	CN		TRUE	FALSE	TRUE	FALSE	FALSE	NA
Dr6tQTjSzjt7gg9Hd	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	72	blue flower.	blue flower.		blue_flower	1	CN		TRUE	FALSE	TRUE	FALSE	FALSE	NA
5khNqxeoj4wtevi6L	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	2	the black luggage	the black luggage	thanks	black_luggage	1	CN		TRUE	FALSE	FALSE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	3	the yellow bass guitar	the yellow bass guitar	thanks	yellow_guitar	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	9	the red door	the red door		red_door	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	10	the blue bed	the blue bed	your doing good	blue_bed	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	11	the blue iron	the blue iron		blue_iron	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	12	the blue chair	the blue chair		blue_chair	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	14	the blue butterfly	the blue butterfly		blue_butterfly	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	15	the black padlock	the black padlock		black_lock	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	16	the blue face mask	the blue face mask		blue_mask	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	17	the red crown	the red crown		red_crown	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	23	the orange sock	the orange sock		orange_sock	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	24	the green necklace	the green necklace		green_necklace	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	27	the black truck	the black truck		black_truck	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	29	the red circular thing i have no idea what it is__not the calculator or the lock or the helicopter or the truck__ahhhh yes that makes sense	the red circular thing i have no idea what it is	looks like a candle?	red_candle	1	CO		TRUE	FALSE	FALSE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	30	the green screwdriver	the green screwdriver		green_screwdriver	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	31	the blue ring	the blue ring		blue_ring	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	32	the green dice	the green dice		green_die	1	CN		TRUE	FALSE	FALSE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	33	the red comb	the red comb		red_comb	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	34	the red mug	the red mug		red_mug	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	36	the red picket fence	the red picket fence		red_fence	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	37	the black seashell	the black seashell		black_shell	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	38	the red book	the red book		red_book	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	39	the purple glove	the purple glove		purple_glove	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	41	the white pillow	the white pillow		white_cushion	1	CN		TRUE	FALSE	FALSE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	42	the fish	the fish		orange_fish	1	N		FALSE	FALSE	TRUE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	46	the binoculars	the binoculars		black_binoculars	1	N		FALSE	FALSE	TRUE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	48	the black hammer	the black hammer		black_hammer	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	49	the blue balloon	the blue balloon		blue_balloon	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	50	the orange fork	the orange fork		orange_fork	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	51	the green slipper	the green slipper		green_slipper	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	52	the black basket	the black basket		black_basket	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	53	the purple snare drum	the purple snare drum		purple_drum	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	54	the black tie	the black tie		black_tie	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	55	the orange robot	the orange robot		orange_robot	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	56	the yellow flower	the yellow flower		yellow_flower	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	57	the red wallet	the red wallet		red_wallet	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	59	the yellow telephone	the yellow telephone		yellow_phone	1	CN		TRUE	FALSE	TRUE	TRUE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	61	the red belt	the red belt		red_belt	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	62	the blue calculator	the blue calculator		blue_calculator	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	63	the orange calendar	the orange calendar		orange_calendar	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	64	the purple microscope	the purple microscope		purple_microscope	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	65	the purple ribbon	the purple ribbon		purple_ribbon	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	66	the orange knife	the orange knife		orange_knife	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	67	the green helicopter	the green helicopter		green_helicopter	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	68	the yellow dress	the yellow dress		yellow_dress	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	69	the red scarf	the red scarf		red_scarf	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	70	the red pencil	the red pencil		red_pencil	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
5khNqxeoj4wtevi6L	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	71	the purple bowl	the purple bowl		purple_bowl	1	CN		TRUE	FALSE	TRUE	FALSE	TRUE	NA
ZziXKMds2SaaAR6wk	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	2	i see a credit card	i see a credit card		white_wallet	1	O		TRUE	FALSE	FALSE	FALSE	TRUE	NA
ZziXKMds2SaaAR6wk	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	3	white iron	white iron		white_iron	1	CN		TRUE	FALSE	TRUE	FALSE	FALSE	NA
ZziXKMds2SaaAR6wk	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	5	nailed it	nailed it		purple_hammer	1	O		FALSE	FALSE	FALSE	FALSE	TRUE	NA
ZziXKMds2SaaAR6wk	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	6	full of air	full of air		blue_balloon	1	O		FALSE	FALSE	FALSE	FALSE	TRUE	NA
ZziXKMds2SaaAR6wk	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	7	adds up to 15	adds up to 15		orange_die	1	O		FALSE	FALSE	FALSE	FALSE	TRUE	NA
ZziXKMds2SaaAR6wk	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	10	don't slam it	don't slam it		yellow_door	1	O		FALSE	FALSE	FALSE	FALSE	TRUE	NA
ZziXKMds2SaaAR6wk	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	11	white hair	white hair		white_comb	1	CO		TRUE	FALSE	FALSE	FALSE	TRUE	NA
ZziXKMds2SaaAR6wk	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	12	black	black		black_sock	1	C		TRUE	FALSE	FALSE	FALSE	TRUE	NA
ZziXKMds2SaaAR6wk	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	13	white face	white face		white_mask	1	CO		TRUE	FALSE	FALSE	FALSE	TRUE	NA
ZziXKMds2SaaAR6wk	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	14	sometimes in the road	sometimes in the road		black_fork	1	O		FALSE	FALSE	FALSE	FALSE	TRUE	NA
ZziXKMds2SaaAR6wk	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	17	leap	leap		green_calendar	1	O		FALSE	FALSE	FALSE	FALSE	TRUE	NA
ZziXKMds2SaaAR6wk	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	18	see close	see close		purple_microscope	1	O		FALSE	FALSE	FALSE	FALSE	FALSE	NA
ZziXKMds2SaaAR6wk	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	19	darker toy	darker toy		black_robot	1	O		FALSE	FALSE	FALSE	FALSE	TRUE	NA
ZziXKMds2SaaAR6wk	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	20	black	black		black_lock	1	C		TRUE	FALSE	FALSE	FALSE	TRUE	NA
ZziXKMds2SaaAR6wk	English	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	21	sharp black	sharp black		black_knife	1	OC		TRUE	FALSE	FALSE	FALSE	TRUE	NA
ZziXKMds2SaaAR6wk	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	22	orangeish	orangeish		orange_ribbon	1	C		TRUE	FALSE	FALSE	FALSE	TRUE	NA
ZziXKMds2SaaAR6wk	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	23	read red	read red		red_book	1	OC		TRUE	FALSE	FALSE	FALSE	TRUE	NA
ZziXKMds2SaaAR6wk	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	24	too tight in orange	too tight in orange		orange_tie	1	OC		TRUE	FALSE	FALSE	FALSE	TRUE	NA
ZziXKMds2SaaAR6wk	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	27	black trip	black trip		black_luggage	1	CO		TRUE	FALSE	FALSE	FALSE	TRUE	NA
ZziXKMds2SaaAR6wk	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	28	adds white	adds white		white_calculator	1	OC		TRUE	FALSE	FALSE	FALSE	TRUE	NA
ZziXKMds2SaaAR6wk	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	30	orange foot	orange foot		orange_slipper	1	CO		TRUE	FALSE	FALSE	FALSE	TRUE	NA
ZziXKMds2SaaAR6wk	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	32	tired	tired		white_bed	1	O		TRUE	FALSE	FALSE	FALSE	FALSE	NA
ZziXKMds2SaaAR6wk	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	33	olden goldies	olden goldies		yellow_guitar	1	O		FALSE	FALSE	TRUE	FALSE	FALSE	NA
ZziXKMds2SaaAR6wk	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	34	purple	purple		purple_fish	1	C		TRUE	FALSE	FALSE	FALSE	FALSE	NA
ZziXKMds2SaaAR6wk	English	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	35	draw	draw		white_pencil	1	O		FALSE	FALSE	FALSE	FALSE	TRUE	NA
ZziXKMds2SaaAR6wk	English	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	37	blue	blue		blue_butterfly	1	C		TRUE	FALSE	FALSE	FALSE	FALSE	NA
ZziXKMds2SaaAR6wk	English	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	38	white	white		white_mug	1	C		TRUE	FALSE	FALSE	FALSE	FALSE	NA
