gameid	Trial	condition	TrialType	itemID	TargetItem	UtteranceType	redUtterance	Sufficient_Property	Redundant_Property	NumDistractors	NumSameDistractors	Distractors_Noun	Distractors_RedProp	speakerMessages	listenerMessages	refExp	minimal	redundant	clickedType	clickedSize	clickedColor	colorMentioned	sizeMentioned	typeMentioned	oneMentioned	theMentioned	distractorOne	distractorTwo	distractorThree	distractorFour	distractorFive	directorViewOrdered	guesserViewOrdered
FDM5oyhMKCeSHTfZt	28	color_diff_same_m	target	lipstick_vase	big_orange_vase	size and color	redundant	size	color	5	3	diff	same	bigger orange vase	NA	bigger orange vase	0	1	vase	big	orange	TRUE	TRUE	TRUE	FALSE	FALSE	small_orange_vase	big_black_lipstick	small_black_vase	small_orange_lipstick	small_orange_lipstick	small_orange_vase,big_orange_vase,small_orange_lipstick,small_black_vase,small_orange_lipstick,big_black_lipstick	small_orange_vase,small_orange_lipstick,small_black_vase,small_orange_lipstick,big_orange_vase,big_black_lipstick
FDM5oyhMKCeSHTfZt	29	color_basic_filler_1_m	control	fish_drum	small_green_drum	size and color	redundant	size	color	3	1	"NA"	"NA"	smaller green drum	NA	smaller green drum	0	1	drum	small	green	TRUE	TRUE	TRUE	FALSE	FALSE	big_green_drum	big_purple_fish	small_purple_drum	NA	NA	big_purple_fish,small_purple_drum,small_green_drum,big_green_drum	big_purple_fish,small_green_drum,small_purple_drum,big_green_drum
FDM5oyhMKCeSHTfZt	30	color_basic_target_m	target	robot_die	small_black_die	size and color	redundant	size	color	3	1	"NA"	"NA"	smaller black die	NA	smaller black die	0	1	die	small	black	TRUE	TRUE	TRUE	FALSE	FALSE	big_black_die	small_orange_robot	big_orange_die	NA	NA	big_black_die,small_orange_robot,big_orange_die,small_black_die	big_orange_die,big_black_die,small_black_die,small_orange_robot
FDM5oyhMKCeSHTfZt	31	size_basic_target_m	target	cushion_frame	small_blue_frame	size and color	redundant	color	size	3	1	"NA"	"NA"	smaller blue frame	NA	smaller blue frame	0	1	frame	small	blue	TRUE	TRUE	TRUE	FALSE	FALSE	small_yellow_frame	big_blue_cushion	big_yellow_frame	NA	NA	small_yellow_frame,big_yellow_frame,small_blue_frame,big_blue_cushion	big_blue_cushion,small_yellow_frame,small_blue_frame,big_yellow_frame
FDM5oyhMKCeSHTfZt	32	size_basic_filler_3_f	control	spoon_remote	small_orange_remote	size and color	redundant	color	size	3	1	"NA"	"NA"	smaller orange remote__yayy	good work :)	smaller orange remote	0	1	remote	small	orange	TRUE	TRUE	TRUE	FALSE	FALSE	big_black_remote	big_orange_remote	small_black_spoon	NA	NA	small_orange_remote,small_black_spoon,big_black_remote,big_orange_remote	small_orange_remote,big_black_remote,big_orange_remote,small_black_spoon
3Xpzh3ocWAKZmtc7u	2	size_basic_filler_3_f	control	crown_guitar	small_white_guitar	size and color	redundant	color	size	3	1	"NA"	"NA"	it's the smaller white guitar	NA	the smaller white guitar	0	1	guitar	small	white	TRUE	TRUE	TRUE	FALSE	TRUE	big_yellow_guitar	big_white_guitar	small_yellow_crown	NA	NA	big_yellow_guitar,small_yellow_crown,big_white_guitar,small_white_guitar	big_white_guitar,small_white_guitar,small_yellow_crown,big_yellow_guitar
3Xpzh3ocWAKZmtc7u	3	size_basic_filler_3_m	control	calendar_airplane	small_green_airplane	size and color	redundant	color	size	3	1	"NA"	"NA"	it's the smaller green plane	NA	the smaller green plane	0	1	airplane	small	green	TRUE	TRUE	TRUE	FALSE	TRUE	big_purple_airplane	big_green_airplane	small_purple_calendar	NA	NA	small_purple_calendar,small_green_airplane,big_green_airplane,big_purple_airplane	small_green_airplane,big_green_airplane,small_purple_calendar,big_purple_airplane
3Xpzh3ocWAKZmtc7u	5	color_basic_filler_1_f	control	pan_ruler	small_yellow_ruler	size and color	redundant	size	color	3	1	"NA"	"NA"	its the smaller yellow ruler	NA	the smaller yellow ruler	0	1	ruler	small	yellow	TRUE	TRUE	TRUE	FALSE	TRUE	big_yellow_ruler	big_white_pan	small_white_ruler	NA	NA	small_white_ruler,big_yellow_ruler,big_white_pan,small_yellow_ruler	big_yellow_ruler,big_white_pan,small_yellow_ruler,small_white_ruler
3Xpzh3ocWAKZmtc7u	6	size_diff_diff_m	target	bucket_bed	big_white_bed	color	minimal	color	size	5	1	diff	diff	its the white bed	NA	the white bed	1	0	bed	big	white	TRUE	FALSE	TRUE	FALSE	TRUE	big_red_bed	small_white_bucket	small_red_bed	small_red_bucket	small_red_bucket	big_white_bed,small_red_bed,big_red_bed,small_red_bucket,small_white_bucket,small_red_bucket	small_red_bucket,big_white_bed,small_red_bucket,small_white_bucket,small_red_bed,big_red_bed
3Xpzh3ocWAKZmtc7u	7	color_same_same_f	target	candle_mouse	small_blue_mouse	size and color	redundant	size	color	5	3	same	same	it's the smallest blue mouse	NA	the smallest blue mouse	0	1	mouse	small	blue	TRUE	TRUE	TRUE	FALSE	TRUE	big_blue_mouse	small_white_candle	big_white_mouse	big_blue_mouse	big_blue_mouse	small_blue_mouse,big_blue_mouse,big_white_mouse,big_blue_mouse,small_white_candle,big_blue_mouse	big_blue_mouse,big_white_mouse,big_blue_mouse,big_blue_mouse,small_blue_mouse,small_white_candle
3Xpzh3ocWAKZmtc7u	8	size_same_diff_f	target	clock_key	small_white_key	color	minimal	color	size	5	1	same	diff	its the white key	good work so far!	the white key	1	0	key	small	white	TRUE	FALSE	TRUE	FALSE	TRUE	small_blue_key	big_white_clock	big_blue_key	big_blue_key	big_blue_key	big_blue_key,big_blue_key,small_white_key,big_white_clock,big_blue_key,small_blue_key	small_blue_key,small_white_key,big_white_clock,big_blue_key,big_blue_key,big_blue_key
3Xpzh3ocWAKZmtc7u	9	color_basic_target_m	target	microscope_lock	small_black_lock	size and color	redundant	size	color	3	1	"NA"	"NA"	smaller black lock	NA	smaller black lock	0	1	lock	small	black	TRUE	TRUE	TRUE	FALSE	FALSE	big_black_lock	small_purple_microscope	big_purple_lock	NA	NA	small_purple_microscope,big_purple_lock,big_black_lock,small_black_lock	small_black_lock,big_black_lock,big_purple_lock,small_purple_microscope
3Xpzh3ocWAKZmtc7u	10	size_basic_filler_1_m	control	piano_cake	big_green_cake	size and color	redundant	color	size	3	1	"NA"	"NA"	its the larger green cake	NA	the larger green cake	0	1	cake	big	green	TRUE	TRUE	TRUE	FALSE	TRUE	big_purple_cake	small_purple_piano	small_green_cake	NA	NA	small_green_cake,small_purple_piano,big_purple_cake,big_green_cake	small_green_cake,big_green_cake,big_purple_cake,small_purple_piano
3Xpzh3ocWAKZmtc7u	11	size_basic_target_f	target	magnifyingglass_calculator	small_yellow_calculator	color	minimal	color	size	3	1	"NA"	"NA"	its the yellow calculator	NA	the yellow calculator	1	0	calculator	small	yellow	TRUE	FALSE	TRUE	FALSE	TRUE	small_blue_calculator	big_yellow_magnifyingglass	big_blue_calculator	NA	NA	small_blue_calculator,small_yellow_calculator,big_yellow_magnifyingglass,big_blue_calculator	small_blue_calculator,small_yellow_calculator,big_blue_calculator,big_yellow_magnifyingglass
3Xpzh3ocWAKZmtc7u	12	size_basic_filler_2_f	control	door_napkin	big_white_napkin	color	minimal	color	size	3	1	"NA"	"NA"	its the white napkin	NA	the white napkin	1	0	napkin	big	white	TRUE	FALSE	TRUE	FALSE	TRUE	small_white_door	small_red_door	big_red_door	NA	NA	small_white_door,big_red_door,small_red_door,big_white_napkin	small_red_door,big_red_door,small_white_door,big_white_napkin
3Xpzh3ocWAKZmtc7u	13	size_diff_same_f	target	stapler_lamp	small_white_lamp	color	minimal	color	size	5	3	diff	same	its the white lamp	NA	the white lamp	1	0	lamp	small	white	TRUE	FALSE	TRUE	FALSE	TRUE	small_yellow_lamp	big_white_stapler	big_yellow_lamp	small_yellow_stapler	small_yellow_stapler	small_white_lamp,small_yellow_lamp,small_yellow_stapler,big_yellow_lamp,small_yellow_stapler,big_white_stapler	small_yellow_stapler,small_yellow_lamp,small_white_lamp,small_yellow_stapler,big_white_stapler,big_yellow_lamp
3Xpzh3ocWAKZmtc7u	14	color_diff_diff_f	target	tie_ladle	small_green_ladle	size and color	redundant	size	color	5	1	diff	diff	its the smaller green spoon	NA	the smaller green spoon	0	1	ladle	small	green	TRUE	TRUE	TRUE	FALSE	TRUE	big_green_ladle	small_orange_tie	big_orange_ladle	big_orange_tie	big_orange_tie	big_orange_tie,big_green_ladle,small_green_ladle,big_orange_ladle,small_orange_tie,big_orange_tie	big_orange_tie,big_orange_tie,big_green_ladle,small_orange_tie,big_orange_ladle,small_green_ladle
3Xpzh3ocWAKZmtc7u	15	size_basic_filler_2_m	control	vase_shell	big_purple_shell	color	minimal	color	size	3	1	"NA"	"NA"	its the purple seashell	NA	the purple seashell	1	0	shell	big	purple	TRUE	FALSE	TRUE	FALSE	TRUE	small_purple_vase	small_orange_vase	big_orange_vase	NA	NA	big_orange_vase,small_purple_vase,big_purple_shell,small_orange_vase	small_orange_vase,small_purple_vase,big_purple_shell,big_orange_vase
3Xpzh3ocWAKZmtc7u	16	size_diff_diff_f	target	shovel_fork	small_black_fork	color	minimal	color	size	5	1	diff	diff	its the silver fork	NA	the silver fork	1	0	fork	small	black	TRUE	FALSE	TRUE	FALSE	TRUE	small_green_fork	big_black_shovel	big_green_fork	big_green_shovel	big_green_shovel	big_green_shovel,small_green_fork,big_black_shovel,big_green_fork,small_black_fork,big_green_shovel	big_green_shovel,big_green_fork,small_black_fork,big_black_shovel,big_green_shovel,small_green_fork
3Xpzh3ocWAKZmtc7u	17	color_basic_filler_1_m	control	butterfly_coathanger	small_yellow_coathanger	size and color	redundant	size	color	3	1	"NA"	"NA"	its the smaller yellow hanger	NA	the smaller yellow hanger	0	1	coathanger	small	yellow	TRUE	TRUE	TRUE	FALSE	TRUE	big_yellow_coathanger	big_white_butterfly	small_white_coathanger	NA	NA	small_white_coathanger,big_yellow_coathanger,big_white_butterfly,small_yellow_coathanger	small_yellow_coathanger,big_white_butterfly,big_yellow_coathanger,small_white_coathanger
3Xpzh3ocWAKZmtc7u	18	color_basic_target_f	target	remote_spoon	small_orange_spoon	size and color	redundant	size	color	3	1	"NA"	"NA"	its the smaller orange spoon	NA	the smaller orange spoon	0	1	spoon	small	orange	TRUE	TRUE	TRUE	FALSE	TRUE	big_orange_spoon	small_black_remote	big_black_spoon	NA	NA	small_orange_spoon,small_black_remote,big_orange_spoon,big_black_spoon	small_black_remote,big_black_spoon,big_orange_spoon,small_orange_spoon
3Xpzh3ocWAKZmtc7u	19	size_basic_filler_1_f	control	ring_ornament	big_yellow_ornament	size and color	redundant	color	size	3	1	"NA"	"NA"	its the larger yellow ornament	NA	the larger yellow ornament	0	1	ornament	big	yellow	TRUE	TRUE	TRUE	FALSE	TRUE	big_blue_ornament	small_blue_ring	small_yellow_ornament	NA	NA	big_blue_ornament,big_yellow_ornament,small_blue_ring,small_yellow_ornament	small_blue_ring,big_yellow_ornament,small_yellow_ornament,big_blue_ornament
3Xpzh3ocWAKZmtc7u	20	color_same_diff_f	target	sock_tent	small_green_tent	size and color	redundant	size	color	5	1	same	diff	its the smaller green tent	NA	the smaller green tent	0	1	tent	small	green	TRUE	TRUE	TRUE	FALSE	TRUE	big_green_tent	small_black_sock	big_black_tent	big_black_tent	big_black_tent	small_green_tent,big_black_tent,big_black_tent,small_black_sock,big_green_tent,big_black_tent	small_black_sock,big_green_tent,big_black_tent,small_green_tent,big_black_tent,big_black_tent
3Xpzh3ocWAKZmtc7u	21	color_diff_diff_m	target	hammer_drum	big_green_drum	size and color	redundant	size	color	5	1	diff	diff	its the larger green drum	NA	the larger green drum	0	1	drum	big	green	TRUE	TRUE	TRUE	FALSE	TRUE	small_green_drum	big_black_hammer	small_black_drum	small_black_hammer	small_black_hammer	small_black_hammer,small_black_drum,big_black_hammer,small_black_hammer,small_green_drum,big_green_drum	big_black_hammer,small_black_drum,small_black_hammer,small_green_drum,small_black_hammer,big_green_drum
3Xpzh3ocWAKZmtc7u	22	size_same_diff_m	target	bonbon_screwdriver	big_green_screwdriver	color	minimal	color	size	5	1	same	diff	its the green screwdriver	NA	the green screwdriver	1	0	screwdriver	big	green	TRUE	FALSE	TRUE	FALSE	TRUE	big_purple_screwdriver	small_green_bonbon	small_purple_screwdriver	small_purple_screwdriver	small_purple_screwdriver	small_purple_screwdriver,small_purple_screwdriver,small_purple_screwdriver,small_green_bonbon,big_purple_screwdriver,big_green_screwdriver	small_purple_screwdriver,small_purple_screwdriver,small_green_bonbon,big_purple_screwdriver,small_purple_screwdriver,big_green_screwdriver
3Xpzh3ocWAKZmtc7u	23	color_diff_same_m	target	truck_robot	big_orange_robot	size and color	redundant	size	color	5	3	diff	same	its the larger orange robot	NA	the larger orange robot	0	1	robot	big	orange	TRUE	TRUE	TRUE	FALSE	TRUE	small_orange_robot	big_green_truck	small_green_robot	small_orange_truck	small_orange_truck	big_orange_robot,small_orange_truck,big_green_truck,small_green_robot,small_orange_robot,small_orange_truck	big_green_truck,small_orange_truck,small_orange_truck,small_orange_robot,small_green_robot,big_orange_robot
3Xpzh3ocWAKZmtc7u	25	size_same_same_f	target	billiardball_scarf	small_blue_scarf	color	minimal	color	size	5	3	same	same	its the blue scarf	NA	the blue scarf	1	0	scarf	small	blue	TRUE	FALSE	TRUE	FALSE	TRUE	small_red_scarf	big_blue_billiardball	big_red_scarf	small_red_scarf	small_red_scarf	small_red_scarf,small_red_scarf,big_blue_billiardball,small_blue_scarf,small_red_scarf,big_red_scarf	big_red_scarf,small_blue_scarf,big_blue_billiardball,small_red_scarf,small_red_scarf,small_red_scarf
3Xpzh3ocWAKZmtc7u	27	color_same_same_m	target	knife_die	big_black_die	size and color	redundant	size	color	5	3	same	same	its the larger black dice	NA	the larger black dice	0	1	die	big	black	TRUE	TRUE	TRUE	FALSE	TRUE	small_black_die	big_orange_knife	small_orange_die	small_black_die	small_black_die	small_orange_die,big_black_die,small_black_die,small_black_die,small_black_die,big_orange_knife	small_black_die,big_black_die,small_black_die,small_black_die,small_orange_die,big_orange_knife
3Xpzh3ocWAKZmtc7u	28	color_diff_same_f	target	flower_chair	small_white_chair	size and color	redundant	size	color	5	3	diff	same	its the smaller white chair	NA	the smaller white chair	0	1	chair	small	white	TRUE	TRUE	TRUE	FALSE	TRUE	big_white_chair	small_blue_flower	big_blue_chair	big_white_flower	big_white_flower	small_blue_flower,small_white_chair,big_white_flower,big_white_chair,big_white_flower,big_blue_chair	small_blue_flower,big_white_chair,big_blue_chair,big_white_flower,small_white_chair,big_white_flower
3Xpzh3ocWAKZmtc7u	30	size_diff_same_m	target	fish_lipstick	big_purple_lipstick	color	minimal	color	size	5	3	diff	same	its the purple lipstick	NA	the purple lipstick	1	0	lipstick	big	purple	TRUE	FALSE	TRUE	FALSE	TRUE	big_black_lipstick	small_purple_fish	small_black_lipstick	big_black_fish	big_black_fish	big_purple_lipstick,big_black_fish,big_black_lipstick,small_black_lipstick,small_purple_fish,big_black_fish	big_black_fish,big_black_fish,small_purple_fish,big_black_lipstick,small_black_lipstick,big_purple_lipstick
3Xpzh3ocWAKZmtc7u	31	color_same_diff_m	target	razor_whistle	big_orange_whistle	size and color	redundant	size	color	5	1	same	diff	its the larger orange whistle	NA	the larger orange whistle	0	1	whistle	big	orange	TRUE	TRUE	TRUE	FALSE	TRUE	small_orange_whistle	big_green_razor	small_green_whistle	small_green_whistle	small_green_whistle	small_green_whistle,small_green_whistle,big_green_razor,small_green_whistle,small_orange_whistle,big_orange_whistle	small_orange_whistle,small_green_whistle,big_orange_whistle,big_green_razor,small_green_whistle,small_green_whistle
3Xpzh3ocWAKZmtc7u	32	size_basic_target_m	target	switch_phone	small_yellow_phone	color	minimal	color	size	3	1	"NA"	"NA"	great job with the selections__its the yellow telephone	thanks bro	the yellow telephone	1	0	phone	small	yellow	TRUE	FALSE	TRUE	FALSE	TRUE	small_blue_phone	big_yellow_switch	big_blue_phone	NA	NA	small_yellow_phone,small_blue_phone,big_yellow_switch,big_blue_phone	small_blue_phone,big_yellow_switch,big_blue_phone,small_yellow_phone
9zoFmJghjKM5x9P6f	1	color_diff_same_f	target	guitar_candle	small_blue_candle	size and color	redundant	size	color	5	3	diff	same	it's the small blue candle	NA	the small blue candle	0	1	candle	small	blue	TRUE	TRUE	TRUE	FALSE	TRUE	big_blue_candle	small_yellow_guitar	big_yellow_candle	big_blue_guitar	big_blue_guitar	small_yellow_guitar,big_blue_guitar,big_blue_candle,small_blue_candle,big_yellow_candle,big_blue_guitar	small_yellow_guitar,small_blue_candle,big_blue_guitar,big_yellow_candle,big_blue_guitar,big_blue_candle
9zoFmJghjKM5x9P6f	2	color_same_same_m	target	cake_die	big_purple_die	size and color	redundant	size	color	5	3	same	same	it's the large purple dice	NA	the large purple dice	0	1	die	big	purple	TRUE	TRUE	TRUE	FALSE	TRUE	small_purple_die	big_green_cake	small_green_die	small_purple_die	small_purple_die	big_purple_die,small_green_die,small_purple_die,big_green_cake,small_purple_die,small_purple_die	small_purple_die,small_green_die,big_purple_die,big_green_cake,small_purple_die,small_purple_die
9zoFmJghjKM5x9P6f	3	color_same_same_f	target	pan_ornament	small_yellow_ornament	size and color	redundant	size	color	5	3	same	same	it's the small, yellow christmas ornament	NA	the small yellow ornament	0	1	ornament	small	yellow	TRUE	TRUE	TRUE	FALSE	TRUE	big_yellow_ornament	small_red_pan	big_red_ornament	big_yellow_ornament	big_yellow_ornament	big_red_ornament,small_yellow_ornament,big_yellow_ornament,big_yellow_ornament,small_red_pan,big_yellow_ornament	big_yellow_ornament,big_yellow_ornament,big_yellow_ornament,small_yellow_ornament,small_red_pan,big_red_ornament
9zoFmJghjKM5x9P6f	4	size_basic_filler_1_m	control	lipstick_piano	big_green_piano	size and color	redundant	color	size	3	1	"NA"	"NA"	it's the large green piano	NA	the large green piano	0	1	piano	big	green	TRUE	TRUE	TRUE	FALSE	TRUE	big_purple_piano	small_purple_lipstick	small_green_piano	NA	NA	small_green_piano,small_purple_lipstick,big_green_piano,big_purple_piano	big_purple_piano,small_green_piano,small_purple_lipstick,big_green_piano
9zoFmJghjKM5x9P6f	5	size_basic_filler_3_f	control	flower_clock	small_blue_clock	size and color	redundant	color	size	3	1	"NA"	"NA"	it's the small blue clock	NA	the small blue clock	0	1	clock	small	blue	TRUE	TRUE	TRUE	FALSE	TRUE	big_yellow_clock	big_blue_clock	small_yellow_flower	NA	NA	big_blue_clock,small_yellow_flower,big_yellow_clock,small_blue_clock	small_yellow_flower,small_blue_clock,big_blue_clock,big_yellow_clock
9zoFmJghjKM5x9P6f	6	color_basic_filler_3_m	control	present_phone	small_red_phone	size and color	redundant	size	color	3	1	"NA"	"NA"	it's the small red phone	NA	the small red phone	0	1	phone	small	red	TRUE	TRUE	TRUE	FALSE	TRUE	big_yellow_phone	small_yellow_phone	big_red_present	NA	NA	small_red_phone,big_red_present,big_yellow_phone,small_yellow_phone	small_red_phone,small_yellow_phone,big_red_present,big_yellow_phone
9zoFmJghjKM5x9P6f	7	size_same_same_m	target	mask_frame	big_yellow_frame	size and color	redundant	color	size	5	3	same	same	it's the large yellow frame	NA	the large yellow frame	0	1	frame	big	yellow	TRUE	TRUE	TRUE	FALSE	TRUE	big_blue_frame	small_yellow_mask	small_blue_frame	big_blue_frame	big_blue_frame	big_yellow_frame,big_blue_frame,big_blue_frame,small_blue_frame,big_blue_frame,small_yellow_mask	small_blue_frame,big_yellow_frame,big_blue_frame,small_yellow_mask,big_blue_frame,big_blue_frame
9zoFmJghjKM5x9P6f	8	color_basic_filler_1_f	control	scarf_door	small_white_door	size and color	redundant	size	color	3	1	"NA"	"NA"	it's the small white door	NA	the small white door	0	1	door	small	white	TRUE	TRUE	TRUE	FALSE	TRUE	big_white_door	big_yellow_scarf	small_yellow_door	NA	NA	small_white_door,small_yellow_door,big_yellow_scarf,big_white_door	big_yellow_scarf,small_white_door,big_white_door,small_yellow_door
9zoFmJghjKM5x9P6f	9	color_basic_filler_3_f	control	napkin_billiardball	small_white_billiardball	size and color	redundant	size	color	3	1	"NA"	"NA"	it's the small white ball	NA	the small white ball	0	1	billiardball	small	white	TRUE	TRUE	TRUE	FALSE	TRUE	big_red_billiardball	small_red_billiardball	big_white_napkin	NA	NA	big_red_billiardball,small_white_billiardball,small_red_billiardball,big_white_napkin	small_white_billiardball,big_red_billiardball,big_white_napkin,small_red_billiardball
9zoFmJghjKM5x9P6f	10	size_basic_filler_1_f	control	mouse_ruler	big_blue_ruler	size and color	redundant	color	size	3	1	"NA"	"NA"	it's the large blue ruler	NA	the large blue ruler	0	1	ruler	big	blue	TRUE	TRUE	TRUE	FALSE	TRUE	big_red_ruler	small_red_mouse	small_blue_ruler	NA	NA	small_red_mouse,small_blue_ruler,big_red_ruler,big_blue_ruler	small_red_mouse,big_blue_ruler,small_blue_ruler,big_red_ruler
9zoFmJghjKM5x9P6f	11	size_diff_diff_f	target	remote_ladle	small_black_ladle	size and color	redundant	color	size	5	1	diff	diff	it's the small black spoon	NA	the small black spoon	0	1	ladle	small	black	TRUE	TRUE	TRUE	FALSE	TRUE	small_green_ladle	big_black_remote	big_green_ladle	big_green_remote	big_green_remote	big_black_remote,small_green_ladle,big_green_remote,small_black_ladle,big_green_remote,big_green_ladle	big_green_remote,big_green_remote,small_green_ladle,big_green_ladle,big_black_remote,small_black_ladle
9zoFmJghjKM5x9P6f	12	size_basic_filler_2_f	control	stapler_mug	big_blue_mug	size and color	redundant	color	size	3	1	"NA"	"NA"	it's the large blue mug	NA	the large blue mug	0	1	mug	big	blue	TRUE	TRUE	TRUE	FALSE	TRUE	small_blue_stapler	small_red_stapler	big_red_stapler	NA	NA	big_red_stapler,small_red_stapler,small_blue_stapler,big_blue_mug	small_blue_stapler,big_red_stapler,small_red_stapler,big_blue_mug
9zoFmJghjKM5x9P6f	13	color_basic_target_m	target	airplane_truck	small_purple_truck	size and color	redundant	size	color	3	1	"NA"	"NA"	it's the small purple truck	NA	the small purple truck	0	1	truck	small	purple	TRUE	TRUE	TRUE	FALSE	TRUE	big_purple_truck	small_black_airplane	big_black_truck	NA	NA	small_purple_truck,big_purple_truck,small_black_airplane,big_black_truck	small_black_airplane,small_purple_truck,big_purple_truck,big_black_truck
9zoFmJghjKM5x9P6f	14	color_diff_same_m	target	switch_comb	big_white_comb	size and color	redundant	size	color	5	3	diff	same	it's the large white comb	NA	the large white comb	0	1	comb	big	white	TRUE	TRUE	TRUE	FALSE	TRUE	small_white_comb	big_red_switch	small_red_comb	small_white_switch	small_white_switch	small_white_switch,small_white_comb,big_red_switch,big_white_comb,small_red_comb,small_white_switch	small_white_switch,big_white_comb,small_red_comb,small_white_switch,big_red_switch,small_white_comb
9zoFmJghjKM5x9P6f	15	color_same_diff_m	target	hammer_knife	big_orange_knife	size and color	redundant	size	color	5	1	same	diff	it's the medium sized orange knife__bigger	is the medium size orange knife bigger or smaller then the other?	the medium orange knife	0	1	knife	big	orange	TRUE	TRUE	TRUE	FALSE	TRUE	small_orange_knife	big_black_hammer	small_black_knife	small_black_knife	small_black_knife	small_black_knife,small_orange_knife,small_black_knife,big_black_hammer,small_black_knife,big_orange_knife	small_black_knife,small_orange_knife,big_black_hammer,small_black_knife,big_orange_knife,small_black_knife
9zoFmJghjKM5x9P6f	16	color_basic_filler_1_m	control	bucket_bed	small_yellow_bed	size and color	redundant	size	color	3	1	"NA"	"NA"	it's the small yellow bed	NA	the small yellow bed	0	1	bed	small	yellow	TRUE	TRUE	TRUE	FALSE	TRUE	big_yellow_bed	big_blue_bucket	small_blue_bed	NA	NA	small_blue_bed,big_blue_bucket,small_yellow_bed,big_yellow_bed	big_blue_bucket,small_yellow_bed,big_yellow_bed,small_blue_bed
9zoFmJghjKM5x9P6f	17	color_basic_target_f	target	fork_spoon	small_purple_spoon	size and color	redundant	size	color	3	1	"NA"	"NA"	it's the small purple spoon	NA	the small purple spoon	0	1	spoon	small	purple	TRUE	TRUE	TRUE	FALSE	TRUE	big_purple_spoon	small_orange_fork	big_orange_spoon	NA	NA	big_orange_spoon,small_orange_fork,small_purple_spoon,big_purple_spoon	small_purple_spoon,big_purple_spoon,small_orange_fork,big_orange_spoon
9zoFmJghjKM5x9P6f	18	color_same_diff_f	target	sock_tie	small_green_tie	size and color	redundant	size	color	5	1	same	diff	it's the small green tie	NA	the small green tie	0	1	tie	small	green	TRUE	TRUE	TRUE	FALSE	TRUE	big_green_tie	small_purple_sock	big_purple_tie	big_purple_tie	big_purple_tie	small_purple_sock,big_green_tie,big_purple_tie,big_purple_tie,small_green_tie,big_purple_tie	big_purple_tie,big_purple_tie,big_purple_tie,small_green_tie,big_green_tie,small_purple_sock
9zoFmJghjKM5x9P6f	19	color_diff_diff_f	target	lamp_belt	small_yellow_belt	size and color	redundant	size	color	5	1	diff	diff	it's the small yellow belt	NA	the small yellow belt	0	1	belt	small	yellow	TRUE	TRUE	TRUE	FALSE	TRUE	big_yellow_belt	small_blue_lamp	big_blue_belt	big_blue_lamp	big_blue_lamp	big_blue_belt,small_blue_lamp,small_yellow_belt,big_blue_lamp,big_yellow_belt,big_blue_lamp	small_blue_lamp,big_blue_lamp,small_yellow_belt,big_yellow_belt,big_blue_lamp,big_blue_belt
9zoFmJghjKM5x9P6f	21	color_diff_diff_m	target	rug_butterfly	big_yellow_butterfly	size and color	redundant	size	color	5	1	diff	diff	large yellow butterfly	NA	large yellow butterfly	0	1	butterfly	big	yellow	TRUE	TRUE	TRUE	FALSE	FALSE	small_yellow_butterfly	big_white_rug	small_white_butterfly	small_white_rug	small_white_rug	small_white_rug,small_white_rug,small_white_butterfly,big_yellow_butterfly,big_white_rug,small_yellow_butterfly	small_white_rug,small_white_butterfly,small_yellow_butterfly,small_white_rug,big_yellow_butterfly,big_white_rug
9zoFmJghjKM5x9P6f	22	size_basic_target_m	target	microscope_drum	small_green_drum	size and color	redundant	color	size	3	1	"NA"	"NA"	small green drum	NA	small green drum	0	1	drum	small	green	TRUE	TRUE	TRUE	FALSE	FALSE	small_orange_drum	big_green_microscope	big_orange_drum	NA	NA	small_orange_drum,big_green_microscope,small_green_drum,big_orange_drum	big_green_microscope,big_orange_drum,small_orange_drum,small_green_drum
9zoFmJghjKM5x9P6f	23	size_diff_same_m	target	balloon_armchair	big_red_armchair	size and color	redundant	color	size	5	3	diff	same	large red chair	NA	large red chair	0	1	armchair	big	red	TRUE	TRUE	TRUE	FALSE	FALSE	big_blue_armchair	small_red_balloon	small_blue_armchair	big_blue_balloon	big_blue_balloon	big_blue_balloon,big_blue_balloon,small_blue_armchair,big_red_armchair,small_red_balloon,big_blue_armchair	small_red_balloon,big_blue_balloon,big_blue_armchair,small_blue_armchair,big_blue_balloon,big_red_armchair
9zoFmJghjKM5x9P6f	24	size_basic_filler_2_m	control	calendar_whistle	big_purple_whistle	size and color	redundant	color	size	3	1	"NA"	"NA"	large purple whistle	NA	large purple whistle	0	1	whistle	big	purple	TRUE	TRUE	TRUE	FALSE	FALSE	small_purple_calendar	small_green_calendar	big_green_calendar	NA	NA	big_green_calendar,small_green_calendar,big_purple_whistle,small_purple_calendar	big_green_calendar,small_green_calendar,small_purple_calendar,big_purple_whistle
9zoFmJghjKM5x9P6f	25	size_basic_target_f	target	calculator_crown	small_red_crown	color	minimal	color	size	3	1	"NA"	"NA"	red crown	NA	red crown	1	0	crown	small	red	TRUE	FALSE	TRUE	FALSE	FALSE	small_yellow_crown	big_red_calculator	big_yellow_crown	NA	NA	small_red_crown,big_yellow_crown,big_red_calculator,small_yellow_crown	small_yellow_crown,big_red_calculator,small_red_crown,big_yellow_crown
