gameId	X_id	listenerSelection	stage	condition	alt1BasicLevel	alt1SuperLevel	alt2BasicLevel	alt2SuperLevel	roundNumber	directorAllMessages	directorFirstMessage	guesserAllMessages	nameClickedObj	correct	colorMentioned	sizeMentioned	typeMentioned	oneMentioned	theMentioned
dBHP6E7PowhBjMi43	PNewSPc8EBRsbYWc6	1	feedback	size42	"NA"	"NA"	"NA"	"NA"	60	largest	largest		big_blue_comb	1	FALSE	TRUE	FALSE	FALSE	FALSE
dBHP6E7PowhBjMi43	nzN7wgufJ6kmz6pA4	1	feedback	size32	"NA"	"NA"	"NA"	"NA"	61	smallest	smallest		small_black_book	1	FALSE	TRUE	FALSE	FALSE	FALSE
dBHP6E7PowhBjMi43	jXskYYYiEPSjRbpZJ	1	feedback	color32	"NA"	"NA"	"NA"	"NA"	62	odd	odd		small_red_toothbrush	1	FALSE	FALSE	FALSE	FALSE	FALSE
dBHP6E7PowhBjMi43	giELadLNKX68zgpqW	1	feedback	subNec	shirt	clothing	dress	clothing	63	short sleeves	short sleeves		tShirt	1	FALSE	FALSE	FALSE	FALSE	FALSE
dBHP6E7PowhBjMi43	Nih8rwbTbkx3nMarJ	1	feedback	basicSuffType2	rosemary	plant	wardrobe	furniture	64	same color as the sun	same color as the sun		sunflower	1	FALSE	FALSE	FALSE	FALSE	TRUE
dBHP6E7PowhBjMi43	KNcduPtLkhW2KQ2yy	1	feedback	basicSuffType1	cow	animal	crocodile	animal	65	very colorful	very colorful		parrot	1	FALSE	FALSE	FALSE	FALSE	FALSE
dBHP6E7PowhBjMi43	BvYjmPEBuCrNztcMp	1	feedback	basicSuffType1	bookcase	furniture	wardrobe	furniture	66	lowest to the ground	lowest to the ground		coffeeTable	1	FALSE	FALSE	FALSE	FALSE	TRUE
dBHP6E7PowhBjMi43	ffwrvXZT8C68AWGKP	1	feedback	basicSuffType1	kitten	animal	lion	animal	67	nemo	nemo		clownFish	1	FALSE	FALSE	FALSE	FALSE	FALSE
dBHP6E7PowhBjMi43	dQc5MTx6tuzYj2q73	1	feedback	color21	"NA"	"NA"	"NA"	"NA"	68	odd	odd		big_red_bellpepper	1	FALSE	FALSE	FALSE	FALSE	FALSE
dBHP6E7PowhBjMi43	6PmpyfZ6xFRacRFQp	1	feedback	basicSuffType1	cookies	snack	chips	snack	69	candy	candy		mnMs	1	FALSE	FALSE	FALSE	FALSE	FALSE
dBHP6E7PowhBjMi43	AuoSvne9DyQpySw7b	1	feedback	size33	"NA"	"NA"	"NA"	"NA"	70	largest	largest		big_tan_rock	1	FALSE	TRUE	FALSE	FALSE	FALSE
dBHP6E7PowhBjMi43	HB8S7yyRGx2XzC6Pu	1	feedback	color31	"NA"	"NA"	"NA"	"NA"	71	odd color	odd color		big_brown_belt	1	FALSE	FALSE	FALSE	FALSE	FALSE
dBHP6E7PowhBjMi43	pSo7hxQY6EpKqfarv	1	feedback	color44	"NA"	"NA"	"NA"	"NA"	72	this was fun, good luck...odd	this was fun, good luck...odd	thank you! I had fun too!	small_purple_stapler	1	FALSE	FALSE	FALSE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	H6ZMu2E4ZiYhTmFsK	1	feedback	size21	"NA"	"NA"	"NA"	"NA"	2	pink cup__smaller	pink cup	the smaller one or the larger one?	small_pink_teacup	1	TRUE	FALSE	FALSE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	YucqRge4ax5S9nDBA	1	feedback	basicSuffType2	lamp	furniture	gloves	clothing	3	wood dresser	wood dresser		bedsideTable	1	FALSE	FALSE	FALSE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	ppoKN4Nhj6pG3EuRi	1	feedback	size32	"NA"	"NA"	"NA"	"NA"	4	small yellow pepper	small yellow pepper		small_yellow_bellpepper	1	TRUE	TRUE	TRUE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	2JfiuR7x4btKhHmWF	1	feedback	subNec	flower	plant	pottedPlant	plant	5	yellow sunflower	yellow sunflower		sunflower	1	TRUE	FALSE	TRUE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	2aKh9GTT3MbibDvGY	1	feedback	size22	"NA"	"NA"	"NA"	"NA"	6	large green frame	large green frame		big_green_framee	1	TRUE	TRUE	TRUE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	ZgwmdW6jtvDcxnTwm	1	feedback	subNec	table	furniture	bed	furniture	7	picnic table	picnic table		picnicTable	1	FALSE	FALSE	FALSE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	d8QMii3pFeEhHFoZu	1	feedback	color32	"NA"	"NA"	"NA"	"NA"	8	green matt	green matt		big_green_binder	1	TRUE	FALSE	FALSE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	zoS9g2koZ5BLwXudn	1	feedback	color32	"NA"	"NA"	"NA"	"NA"	9	small black turtle	small black turtle		small_black_turtle	1	TRUE	TRUE	TRUE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	2YSAoC6reEy7WR89v	1	feedback	supSuff	ambulance	vehicle	wardrobe	furniture	10	jelly beans	jelly beans		jellyBeans	1	FALSE	FALSE	FALSE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	hw9SKiZqcWGyn7DHZ	1	feedback	color43	"NA"	"NA"	"NA"	"NA"	11	white phone	white phone		big_white_phone	1	TRUE	FALSE	TRUE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	QEFxDxQa6TYiN54PS	1	feedback	size42	"NA"	"NA"	"NA"	"NA"	12	small green pepper	small green pepper		small_green_pepper	1	TRUE	TRUE	TRUE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	XMCvMoqQbDSyJKufi	1	feedback	basicSuffType2	pottedPlant	plant	candy	snack	13	white flower	white flower		daisy	1	TRUE	FALSE	TRUE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	bx8c2yybB25guw86x	1	feedback	basicSuffType2	popcorn	snack	gloves	clothing	14	m&m's	m&m's		mnMs	1	FALSE	FALSE	FALSE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	JXCN6ZQD7JLLZZFfn	1	feedback	size21	"NA"	"NA"	"NA"	"NA"	15	large blue butterfly	large blue butterfly		big_blue_butterfly	1	TRUE	TRUE	TRUE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	eKHZ5N9mxhRMHWstB	1	feedback	subNec	bear	animal	bear	animal	16	brown bear	brown bear		grizzlyBear	1	TRUE	FALSE	FALSE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	Tqsrs5T4K54AXpxSs	1	feedback	supSuff	dog	animal	lamp	furniture	17	skittles	skittles		skittles	1	FALSE	FALSE	FALSE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	N7fGBto7ujvtEoG59	1	feedback	color33	"NA"	"NA"	"NA"	"NA"	18	purple hanger	purple hanger		small_purple_coathanger	1	TRUE	FALSE	FALSE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	HsvxWmESkY4o84uQd	1	feedback	color21	"NA"	"NA"	"NA"	"NA"	19	blue pin	blue pin		big_blue_tack	1	TRUE	FALSE	FALSE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	QBYHH7HArAzdtbqNt	1	feedback	size41	"NA"	"NA"	"NA"	"NA"	20	larger blue toothbrush	larger blue toothbrush		big_blue_toothbrush	1	TRUE	TRUE	TRUE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	Ps3uJHuxSGscnvtGK	1	feedback	supSuff	socks	clothing	firetruck	vehicle	21	polar bear	polar bear		polarBear	1	FALSE	FALSE	FALSE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	k6J5Ne6ygFAqZpn8G	1	feedback	size33	"NA"	"NA"	"NA"	"NA"	22	large red stapler	large red stapler		big_red_stapler	1	TRUE	TRUE	TRUE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	QppT2nxrAx5FsvBas	1	feedback	subNec	bird	animal	bison	animal	23	small humming bird	small humming bird		hummingBird	1	FALSE	TRUE	FALSE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	zpB3RGvKFdkFNrs8B	1	feedback	color42	"NA"	"NA"	"NA"	"NA"	24	large white shoe	large white shoe		big_white_shoe	1	TRUE	TRUE	TRUE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	R7be9oNwsXG9n5kkY	1	feedback	color44	"NA"	"NA"	"NA"	"NA"	25	blue rug	blue rug		small_blue_rug	1	TRUE	FALSE	TRUE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	XAxaDzFMdgHbJxzcD	1	feedback	basicSuffType1	bathrobe	clothing	dress	clothing	26	blue flower print shirt	blue flower print shirt		hawaiiShirt	1	TRUE	FALSE	TRUE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	fhK5xmMFYP4pYKPsc	1	feedback	basicSuffType2	ambulance	vehicle	kitten	animal	27	white suv	white suv		suv	1	TRUE	FALSE	FALSE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	pHvFjKY4jSfQp7ZCT	1	feedback	subNec	bear	animal	kitten	animal	28	black bear	black bear		blackBear	1	TRUE	FALSE	FALSE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	yKHXcA4MCQWKAjswy	1	feedback	subNec	dog	animal	hamster	animal	29	small german sheppard	small german sheppard		germanShepherd	1	FALSE	TRUE	FALSE	FALSE	TRUE
CTfKhiuvpNfx9pTTH	QRM8sj7pQFhSB4nqu	1	feedback	size31	"NA"	"NA"	"NA"	"NA"	30	large brown belt	large brown belt		big_brown_belt	1	TRUE	TRUE	TRUE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	thKA7ZDkG3B85FqpE	1	feedback	basicSuffType1	rosemary	plant	grasses	plant	31	rose	rose		tulip	1	FALSE	FALSE	FALSE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	w9P3rGKhKdeawCooP	1	feedback	subNec	table	furniture	bookcase	furniture	32	wood table (no seats)	wood table (no seats)		diningTable	1	FALSE	FALSE	FALSE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	NJdetmgMcF7TE23ta	1	feedback	size41	"NA"	"NA"	"NA"	"NA"	33	small orange pillow	small orange pillow		small_orange_cushion	1	TRUE	TRUE	FALSE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	s4EtQ2gx45tQMkcFr	1	feedback	subNec	car	vehicle	train	vehicle	34	silver sports car	silver sports car		sportsCar	1	TRUE	FALSE	FALSE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	6owQatcgrpS4f63GA	1	feedback	supSuff	bookcase	furniture	car	vehicle	35	pigeon	pigeon		pigeon	1	FALSE	FALSE	FALSE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	rbZCL4qoFHfQKrLvz	1	feedback	subNec	fish	animal	cow	animal	36	goldfish	goldfish		goldFish	1	TRUE	FALSE	FALSE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	Tos6Ad6onTz4mmwyT	1	feedback	color41	"NA"	"NA"	"NA"	"NA"	37	small blue comb	small blue comb		small_blue_comb	1	TRUE	TRUE	TRUE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	LEBsdwWdMrBBJWGTv	1	feedback	size42	"NA"	"NA"	"NA"	"NA"	38	large black book	large black book		big_black_book	1	TRUE	TRUE	TRUE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	dbMttzAmuh55vCieH	1	feedback	color44	"NA"	"NA"	"NA"	"NA"	39	great work.  -- green bass guitar	great work.  -- green bass guitar		small_green_guitar	1	TRUE	FALSE	TRUE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	5bbiXzDQ8nXEboPyC	1	feedback	supSuff	gloves	clothing	car	vehicle	40	brown coffee table	brown coffee table		coffeeTable	1	TRUE	FALSE	FALSE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	FnQBxJ7diGFbtZoNW	1	feedback	supSuff	ambulance	vehicle	bookcase	furniture	41	blue dress shirt	blue dress shirt		dressShirt	1	TRUE	FALSE	FALSE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	T5XakjkKQwiZc2jsA	1	feedback	basicSuffType2	squirrel	animal	pretzels	snack	42	swordfish	swordfish		swordFish	1	FALSE	FALSE	FALSE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	kpfdhvYHPuNS86Ggb	1	feedback	color43	"NA"	"NA"	"NA"	"NA"	43	blue scarf	blue scarf		small_blue_scarf	1	TRUE	FALSE	FALSE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	jo2KNk7fYGhiWdoup	1	feedback	basicSuffType1	fish	animal	horse	animal	44	dog	dog		pug	1	FALSE	FALSE	FALSE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	zDYdKK4sHQ7h9bBH6	1	feedback	basicSuffType2	pottedPlant	plant	pretzels	snack	45	rose	rose		rose	1	FALSE	FALSE	FALSE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	HXjhYWzCFLJozDCHp	1	feedback	basicSuffType1	hamster	animal	horse	animal	46	parrot	parrot		parrot	1	FALSE	FALSE	FALSE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	GTqaksEbW9iwy2tfP	1	feedback	color42	"NA"	"NA"	"NA"	"NA"	47	deeper purple hair dryer	deeper purple hair dryer		big_purple_hairdryer	1	TRUE	FALSE	TRUE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	aEQqhWArAjKeBqbme	1	feedback	color22	"NA"	"NA"	"NA"	"NA"	48	yellow cap	yellow cap		big_orange_cap	1	TRUE	FALSE	TRUE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	JXXuX7kwzHhdzM4uT	1	feedback	supSuff	gloves	clothing	table	furniture	49	clown fish	clown fish		clownFish	1	FALSE	FALSE	FALSE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	6amrjrw2AwmkhFHvo	1	feedback	color33	"NA"	"NA"	"NA"	"NA"	50	green chair	green chair		big_green_chair	1	TRUE	FALSE	TRUE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	kLGaNzDMcZEtqpCGz	1	feedback	color31	"NA"	"NA"	"NA"	"NA"	51	brown rain coat	brown rain coat		small_brown_jacket	1	TRUE	FALSE	FALSE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	xEbdeHfCZ8vSyr3Ju	1	feedback	subNec	dog	animal	rhino	animal	52	dalmation (spotted dog)	dalmation (spotted dog)		dalmatian	1	FALSE	FALSE	FALSE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	A2fGtyZeZHLDrLrYm	1	feedback	basicSuffType1	gloves	clothing	socks	clothing	53	blue polo shirt	blue polo shirt		poloShirt	1	TRUE	FALSE	FALSE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	b6rg5EmoYapXsNotK	1	feedback	basicSuffType2	train	vehicle	lamp	furniture	54	silver convertible car	silver convertible car		convertible	1	TRUE	FALSE	FALSE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	pNo5yHi36FWbXBEk9	1	feedback	color21	"NA"	"NA"	"NA"	"NA"	55	orange napkin	orange napkin		big_orange_napkin	1	TRUE	FALSE	TRUE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	DfH3pFaWRBwPeQAqS	1	feedback	basicSuffType2	kitten	animal	candy	snack	56	eagle	eagle		eagle	1	FALSE	FALSE	FALSE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	FMEg23kn3fGjozNmp	1	feedback	size33	"NA"	"NA"	"NA"	"NA"	57	small rock	small rock		small_tan_rock	1	FALSE	TRUE	TRUE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	hAcJq4Fo7GGFjAhNj	1	feedback	size43	"NA"	"NA"	"NA"	"NA"	58	large purple bike	large purple bike		big_purple_bike	1	TRUE	TRUE	TRUE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	dimqJj5qCRLYKkLaw	1	feedback	subNec	fish	animal	bear	animal	59	catfish (with the whiskers)	catfish (with the whiskers)		catfish	1	FALSE	FALSE	FALSE	FALSE	TRUE
CTfKhiuvpNfx9pTTH	wSWWJZPGXFGGHfMwE	1	feedback	size31	"NA"	"NA"	"NA"	"NA"	60	large red candle	large red candle		big_red_candle	1	TRUE	TRUE	TRUE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	rudqzjKjCqY4GQCnw	1	feedback	color41	"NA"	"NA"	"NA"	"NA"	61	small orange ball	small orange ball		small_orange_billiardball	1	TRUE	TRUE	FALSE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	3p5sbPhiTmxhYixhi	1	feedback	basicSuffType2	horse	animal	flower	plant	62	husky dog	husky dog		husky	1	FALSE	FALSE	FALSE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	mQSK8r5ndJJpn7end	1	feedback	size22	"NA"	"NA"	"NA"	"NA"	63	small bucket	small bucket		small_pink_bucket	1	FALSE	TRUE	TRUE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	FfXpuzih2DKdjiNu2	1	feedback	size32	"NA"	"NA"	"NA"	"NA"	64	large white ball	large white ball		big_white_pingpongball	1	TRUE	TRUE	FALSE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	bme7zmapbF5QLrCpS	1	feedback	supSuff	ivy	plant	hamster	animal	65	multi-colored gummy bears	multi-colored gummy bears		gummyBears	1	TRUE	FALSE	FALSE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	5YYWPitswNHGguXDg	1	feedback	basicSuffType2	bathrobe	clothing	bed	furniture	66	blue t-shirt	blue t-shirt		tShirt	1	TRUE	FALSE	FALSE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	AxzWZgnrp3BBdsHxE	1	feedback	size44	"NA"	"NA"	"NA"	"NA"	67	large flower	large flower		big_purple_flower	1	FALSE	TRUE	TRUE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	KMGx4c4S6xN7u8bHJ	1	feedback	color22	"NA"	"NA"	"NA"	"NA"	68	red yarn	red yarn		small_red_yarn	1	TRUE	FALSE	TRUE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	83GXA2Y63HQ2in4Wt	1	feedback	color31	"NA"	"NA"	"NA"	"NA"	69	white cake	white cake		small_white_weddingcake	1	TRUE	FALSE	FALSE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	x6fuEec4gaGH5ut9W	1	feedback	size43	"NA"	"NA"	"NA"	"NA"	70	small beads	small beads		small_purple_bracelet	1	FALSE	TRUE	FALSE	FALSE	FALSE
CTfKhiuvpNfx9pTTH	SpsEEZAvJqjdaah7d	1	feedback	basicSuffType2	bird	animal	ivy	plant	71	kungfu panda bear	kungfu panda bear		pandaBear	1	FALSE	FALSE	FALSE	FALSE	TRUE
CTfKhiuvpNfx9pTTH	cK7JNpxZFJafw4ZKt	1	feedback	supSuff	dress	clothing	lamp	furniture	72	mom van	mom van	great directing, thank you	minivan	1	FALSE	FALSE	FALSE	FALSE	FALSE
8LgQvs463EjsqEfks	kAK3ZvHihBvCFL9w2	1	feedback	basicSuffType1	ambulance	vehicle	train	vehicle	1	smallest__yup	smallest	the suv?	suv	1	FALSE	TRUE	FALSE	FALSE	FALSE
8LgQvs463EjsqEfks	BfTgTWWpN8zgZzWag	1	feedback	basicSuffType2	rhino	animal	popcorn	snack	2	swordfish	swordfish		swordFish	1	FALSE	FALSE	FALSE	FALSE	FALSE
8LgQvs463EjsqEfks	KeQv7Md4sZmuoYFQe	1	feedback	subNec	flower	plant	ivy	plant	3	red	red		tulip	1	TRUE	FALSE	FALSE	FALSE	FALSE
8LgQvs463EjsqEfks	SnsSPJQvgKcNrycB9	1	feedback	supSuff	bed	furniture	cookies	snack	4	rose	rose		rose	1	FALSE	FALSE	FALSE	FALSE	FALSE
8LgQvs463EjsqEfks	JvadfgeetmWmeuCvD	1	feedback	basicSuffType1	bathrobe	clothing	dress	clothing	5	shirt	shirt		dressShirt	1	FALSE	FALSE	FALSE	FALSE	FALSE
8LgQvs463EjsqEfks	oPhFSamsEshFykLCS	1	feedback	basicSuffType1	chips	snack	popcorn	snack	6	jellybeans	jellybeans		jellyBeans	1	FALSE	FALSE	FALSE	FALSE	FALSE
8LgQvs463EjsqEfks	j44NDLQyoSMrKp42A	1	feedback	size41	"NA"	"NA"	"NA"	"NA"	7	big yellow shoe	big yellow shoe		big_yellow_shoe	1	TRUE	TRUE	TRUE	FALSE	FALSE
8LgQvs463EjsqEfks	tHwM5REeuBW2XMtaR	1	feedback	color42	"NA"	"NA"	"NA"	"NA"	8	green	green		big_green_binder	1	TRUE	FALSE	FALSE	FALSE	FALSE
8LgQvs463EjsqEfks	H97zi97tnWKAi7HNF	1	feedback	color33	"NA"	"NA"	"NA"	"NA"	9	purple	purple		big_purple_yarn	1	TRUE	FALSE	FALSE	FALSE	FALSE
8LgQvs463EjsqEfks	sdbQvLD8zpat4DDL7	1	feedback	size31	"NA"	"NA"	"NA"	"NA"	10	small green	small green		small_green_bracelet	1	TRUE	TRUE	FALSE	FALSE	FALSE
8LgQvs463EjsqEfks	czPSRqLgABCmEaZbi	1	feedback	size22	"NA"	"NA"	"NA"	"NA"	11	smallest	smallest		small_red_chair	1	FALSE	TRUE	FALSE	FALSE	FALSE
8LgQvs463EjsqEfks	fwyMqKiATLuidDDCX	1	feedback	subNec	bear	animal	cow	animal	12	black bear	black bear		blackBear	1	TRUE	FALSE	FALSE	FALSE	FALSE
8LgQvs463EjsqEfks	dEujzkiyozi6tTy9N	1	feedback	basicSuffType1	bookcase	furniture	wardrobe	furniture	13	2 drawer	2 drawer		bedsideTable	1	FALSE	FALSE	FALSE	FALSE	FALSE
8LgQvs463EjsqEfks	YmuMERNh4dNsoTpv7	1	feedback	basicSuffType2	firetruck	vehicle	flower	plant	14	car	car		minivan	1	FALSE	FALSE	FALSE	FALSE	FALSE
8LgQvs463EjsqEfks	xsJtcuptZTPtLYzyg	1	feedback	color41	"NA"	"NA"	"NA"	"NA"	15	differnet color	differnet color		big_purple_hairdryer	1	FALSE	FALSE	FALSE	FALSE	FALSE
8LgQvs463EjsqEfks	HN276msgrPaAbDRPx	1	feedback	basicSuffType2	squirrel	animal	wardrobe	furniture	16	eagle	eagle		eagle	1	FALSE	FALSE	FALSE	FALSE	FALSE
8LgQvs463EjsqEfks	oyHSqHWEncwCAYQZv	1	feedback	color33	"NA"	"NA"	"NA"	"NA"	17	blue	blue		small_blue_candle	1	TRUE	FALSE	FALSE	FALSE	FALSE
8LgQvs463EjsqEfks	BwFmpm9WupeTDunyN	1	feedback	basicSuffType1	elephant	animal	pig	animal	18	polar bear	polar bear		polarBear	1	FALSE	FALSE	FALSE	FALSE	FALSE
8LgQvs463EjsqEfks	724ogXSt5RGRRz2yK	1	feedback	size43	"NA"	"NA"	"NA"	"NA"	19	largest	largest		big_brown_turtle	1	FALSE	TRUE	FALSE	FALSE	FALSE
8LgQvs463EjsqEfks	GGyT5pcHeW6YHxZ6A	1	feedback	color31	"NA"	"NA"	"NA"	"NA"	20	purple	purple		small_purple_flower	1	TRUE	FALSE	FALSE	FALSE	FALSE
8LgQvs463EjsqEfks	JN6oS7y7MSAWCJBtY	1	feedback	color32	"NA"	"NA"	"NA"	"NA"	21	blue	blue		small_blue_cap	1	TRUE	FALSE	FALSE	FALSE	FALSE
8LgQvs463EjsqEfks	DKi7Kq7vEmfyKTmyP	1	feedback	basicSuffType2	rabbit	animal	rosemary	plant	22	parrot	parrot		parrot	1	FALSE	FALSE	FALSE	FALSE	FALSE
8LgQvs463EjsqEfks	6Pete257gJ76z5jpP	1	feedback	subNec	table	furniture	table	furniture	23	widest table__skinny legs	widest table		diningTable	1	FALSE	FALSE	FALSE	FALSE	FALSE
8LgQvs463EjsqEfks	QrXamXMSuNSNTSgH8	1	feedback	color21	"NA"	"NA"	"NA"	"NA"	24	purple	purple		small_purple_coathanger	1	TRUE	FALSE	FALSE	FALSE	FALSE
8LgQvs463EjsqEfks	4qtPHSvo5MX5AA6Z8	1	feedback	size44	"NA"	"NA"	"NA"	"NA"	25	samllest__smallest	samllest		small_orange_pingpongball	1	FALSE	FALSE	FALSE	FALSE	FALSE
8LgQvs463EjsqEfks	oZ473nkbxMrBDQgbG	1	feedback	basicSuffType2	socks	clothing	motorcycle	vehicle	26	shirt	shirt		hawaiiShirt	1	FALSE	FALSE	FALSE	FALSE	FALSE
8LgQvs463EjsqEfks	bbf7CcPsCqJixQoL9	1	feedback	subNec	bird	animal	lion	animal	27	pigeon	pigeon		pigeon	1	FALSE	FALSE	FALSE	FALSE	FALSE
8LgQvs463EjsqEfks	s28b6FikQDEAmjMMq	1	feedback	color22	"NA"	"NA"	"NA"	"NA"	28	red	red		small_orange_billiardball	1	TRUE	FALSE	FALSE	FALSE	FALSE
8LgQvs463EjsqEfks	szSRLS7t4w5c4dTnY	1	feedback	size42	"NA"	"NA"	"NA"	"NA"	29	smallest	smallest		small_orange_napkin	1	FALSE	TRUE	FALSE	FALSE	FALSE
8LgQvs463EjsqEfks	wNpPFqfiDmc7W2S9D	1	feedback	color32	"NA"	"NA"	"NA"	"NA"	30	red	red		big_red_toothbrush	1	TRUE	FALSE	FALSE	FALSE	FALSE
8LgQvs463EjsqEfks	nBTYSYasD7Z9t6ufR	1	feedback	basicSuffType1	bird	animal	lion	animal	31	fish	fish		clownFish	1	FALSE	FALSE	FALSE	FALSE	FALSE
8LgQvs463EjsqEfks	t3nGqpTDzRjW2paq5	1	feedback	basicSuffType1	pottedPlant	plant	ivy	plant	32	sunflower	sunflower		sunflower	1	FALSE	FALSE	TRUE	FALSE	FALSE
8LgQvs463EjsqEfks	bTayuvzJv85qS8Yb2	1	feedback	color31	"NA"	"NA"	"NA"	"NA"	33	purple	purple		big_purple_stapler	1	TRUE	FALSE	FALSE	FALSE	FALSE
8LgQvs463EjsqEfks	m46bifhC6jPFGu3r4	1	feedback	subNec	fish	animal	fish	animal	34	goldfish	goldfish		goldFish	1	TRUE	FALSE	FALSE	FALSE	FALSE
8LgQvs463EjsqEfks	zytpydHCr34FrPFD2	1	feedback	basicSuffType2	bathrobe	clothing	table	furniture	35	shirt	shirt		poloShirt	1	FALSE	FALSE	FALSE	FALSE	FALSE
8LgQvs463EjsqEfks	no35Hs8jadPmfLwpv	1	feedback	size21	"NA"	"NA"	"NA"	"NA"	36	biggest	biggest		big_white_teacup	1	FALSE	TRUE	FALSE	FALSE	FALSE
8LgQvs463EjsqEfks	MTYahrSSCDiL9DxPt	1	feedback	color43	"NA"	"NA"	"NA"	"NA"	37	green	green		big_green_jacket	1	TRUE	FALSE	FALSE	FALSE	FALSE
8LgQvs463EjsqEfks	43vpNYmDEDJtTFaAF	1	feedback	supSuff	pretzels	snack	bathrobe	clothing	38	fish	fish		catfish	1	FALSE	FALSE	FALSE	FALSE	FALSE
8LgQvs463EjsqEfks	RKjgbBSPxPLGnQryC	1	feedback	subNec	dog	animal	squirrel	animal	39	dalmation	dalmation		dalmatian	1	FALSE	FALSE	FALSE	FALSE	FALSE
8LgQvs463EjsqEfks	eq55bvcQzkaifXCiW	1	feedback	size41	"NA"	"NA"	"NA"	"NA"	40	smallest	smallest		small_white_weddingcake	1	FALSE	TRUE	FALSE	FALSE	FALSE
8LgQvs463EjsqEfks	yTpGZbTrNnXpJXTYW	1	feedback	basicSuffType1	chips	snack	cookies	snack	41	candy	candy		mnMs	1	FALSE	FALSE	FALSE	FALSE	FALSE
8LgQvs463EjsqEfks	zBY6WWgrMnXok5NAT	1	feedback	size21	"NA"	"NA"	"NA"	"NA"	42	biggest	biggest		big_blue_guitar	1	FALSE	TRUE	FALSE	FALSE	FALSE
8LgQvs463EjsqEfks	MmT9FEMye5MiBCA6Z	1	feedback	size22	"NA"	"NA"	"NA"	"NA"	43	biggest	biggest		big_white_phone	1	FALSE	TRUE	FALSE	FALSE	FALSE
