gameId	language	stage	condition	alt1BasicLevel	alt1SuperLevel	alt2BasicLevel	alt2SuperLevel	listenerSelection	roundNumber	directorAllMessages	directorFirstMessage	guesserAllMessages	nameClickedObj	correct	colorMentioned	sizeMentioned	typeMentioned	oneMentioned	theMentioned	gender	clickedColor	clickedType	clickedSize	noun_mentioned	color_mentioned
mED7QQZxAY5vxevq5	English	feedback	scene1	NA	NA	NA	NA	1	52	black suitcase	black suitcase	NA	black_luggage	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA	black	luggage	0	1	1
mED7QQZxAY5vxevq5	English	feedback	scene3	NA	NA	NA	NA	1	53	red door	red door	NA	red_door	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA	red	door	0	1	1
mED7QQZxAY5vxevq5	English	feedback	scene3	NA	NA	NA	NA	1	55	black dice	black dice	NA	black_die	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA	black	die	0	1	1
mED7QQZxAY5vxevq5	English	feedback	scene1	NA	NA	NA	NA	1	57	blue ring	blue ring	NA	blue_ring	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA	blue	ring	0	1	1
mED7QQZxAY5vxevq5	English	feedback	scene3	NA	NA	NA	NA	1	58	purple basket	purple basket	NA	purple_basket	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA	purple	basket	0	1	1
mED7QQZxAY5vxevq5	English	feedback	scene1	NA	NA	NA	NA	1	59	blue iron	blue iron	NA	blue_iron	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA	blue	iron	0	1	1
mED7QQZxAY5vxevq5	English	feedback	scene3	NA	NA	NA	NA	1	60	yellow dress	yellow dress	NA	yellow_dress	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA	yellow	dress	0	1	1
mED7QQZxAY5vxevq5	English	feedback	scene4	NA	NA	NA	NA	1	61	red wallet	red wallet	NA	red_wallet	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA	red	wallet	0	1	1
mED7QQZxAY5vxevq5	English	feedback	scene4	NA	NA	NA	NA	1	62	white book	white book	NA	white_book	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA	white	book	0	1	1
mED7QQZxAY5vxevq5	English	feedback	scene4	NA	NA	NA	NA	1	65	orange hammer	orange hammer	NA	orange_hammer	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA	orange	hammer	0	1	1
mED7QQZxAY5vxevq5	English	feedback	scene2	NA	NA	NA	NA	1	66	orange bow	orange bow	NA	orange_ribbon	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA	orange	ribbon	0	1	1
mED7QQZxAY5vxevq5	English	feedback	scene4	NA	NA	NA	NA	1	67	orange glove	orange glove	NA	orange_glove	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA	orange	glove	0	1	1
mED7QQZxAY5vxevq5	English	feedback	scene4	NA	NA	NA	NA	1	69	green calendar	green calendar	NA	green_calendar	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA	green	calendar	0	1	1
mED7QQZxAY5vxevq5	English	feedback	scene1	NA	NA	NA	NA	1	71	black bowl	black bowl	NA	black_bowl	1	TRUE	FALSE	TRUE	FALSE	TRUE	NA	black	bowl	0	1	1
mED7QQZxAY5vxevq5	English	feedback	scene1	NA	NA	NA	NA	1	72	yellow fence :)	yellow fence :)	NA	yellow_fence	1	TRUE	FALSE	TRUE	FALSE	FALSE	NA	yellow	fence	0	1	1
