gameId	language	stage	condition	alt1BasicLevel	alt1SuperLevel	alt2BasicLevel	alt2SuperLevel	listenerSelection	roundNumber	directorAllMessages	directorFirstMessage	guesserAllMessages	nameClickedObj	correct	words	comments	sep	colorMentioned	sizeMentioned	typeMentioned	oneMentioned	theMentioned
Cisj4o5sAv9g8rbmS	Spanish	feedback	color31	NA	NA	NA	NA	1	72	morada	morada		small_purple_hairdryer	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
rh7GW6WH2awWyB4Kx	Spanish	feedback	color31	NA	NA	NA	NA	1	21	cafe	cafe		small_brown_jacket	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
rh7GW6WH2awWyB4Kx	Spanish	feedback	color31	NA	NA	NA	NA	1	49	verede	verede		big_green_framee	1	C			FALSE	FALSE	FALSE	TRUE	FALSE
oPMCjJ3aFSj92CzNA	Spanish	feedback	color31	NA	NA	NA	NA	1	51	cinturón negro	cinturón negro		small_black_belt	1	NC			TRUE	FALSE	TRUE	TRUE	FALSE
oPMCjJ3aFSj92CzNA	Spanish	feedback	color31	NA	NA	NA	NA	1	54	el rosado	el rosado		small_pink_phone	1	AC			TRUE	FALSE	FALSE	TRUE	TRUE
bDqu8DtgmaBkuLzTC	Spanish	feedback	color31	NA	NA	NA	NA	1	24	es de otro color	es de otro color		small_purple_billiardball	1		bleached color		FALSE	FALSE	FALSE	TRUE	FALSE
bDqu8DtgmaBkuLzTC	Spanish	feedback	color31	NA	NA	NA	NA	1	42	de otro color	de otro color		small_purple_butterfly	1		bleached color		FALSE	FALSE	FALSE	TRUE	FALSE
6NunwfhDpBsQMdZXp	Spanish	feedback	color31	NA	NA	NA	NA	1	50	verde	verde		small_green_chair	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
6NunwfhDpBsQMdZXp	Spanish	feedback	color31	NA	NA	NA	NA	1	59	blanco	blanco		big_white_weddingcake	1	C			TRUE	FALSE	FALSE	TRUE	TRUE
S4kr4v62hXL4LYC7D	Spanish	feedback	color31	NA	NA	NA	NA	1	11	pink	pink		small_pink_bucket	1				FALSE	FALSE	FALSE	TRUE	FALSE
S4kr4v62hXL4LYC7D	Spanish	feedback	color31	NA	NA	NA	NA	1	41	brown pillow	brown pillow		big_orange_cushion	1				FALSE	FALSE	FALSE	TRUE	FALSE
bYnFuaH8d9Dkp54C5	Spanish	feedback	color31	NA	NA	NA	NA	1	61	si	si	es azul ?	small_blue_rug	1		GUESSER-RESPONSE		FALSE	FALSE	FALSE	TRUE	FALSE
bYnFuaH8d9Dkp54C5	Spanish	feedback	color31	NA	NA	NA	NA	1	67	si	si	es negro ?	big_black_book	1		GUESSER-RESPONSE		FALSE	FALSE	FALSE	TRUE	FALSE
jbp9GcgfoE26diyWb	Spanish	feedback	color31	NA	NA	NA	NA	1	8	cepillo de difernte color	cepillo de difernte color		big_red_toothbrush	1	N			FALSE	FALSE	FALSE	TRUE	FALSE
jbp9GcgfoE26diyWb	Spanish	feedback	color31	NA	NA	NA	NA	1	68	el blanco	el blanco		big_white_phone	1	AC			TRUE	FALSE	FALSE	TRUE	TRUE
2PA2eTW2JBioGPq2S	Spanish	feedback	color31	NA	NA	NA	NA	1	6	la rosa	la rosa		big_pink_bucket	1	AC			TRUE	FALSE	FALSE	TRUE	TRUE
2PA2eTW2JBioGPq2S	Spanish	feedback	color31	NA	NA	NA	NA	1	71	blanco	blanco		small_white_shoe	1	C			TRUE	FALSE	FALSE	TRUE	TRUE
QC9QPrwjj6RsY6hks	Spanish	feedback	color31	NA	NA	NA	NA	1	28	la de color morado	la de color morado		big_purple_rug	1	AC			TRUE	FALSE	FALSE	TRUE	TRUE
QC9QPrwjj6RsY6hks	Spanish	feedback	color31	NA	NA	NA	NA	1	68	rojo	rojo		big_red_bellpepper	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
aSJ3S2g3n7c5XYeuq	Spanish	feedback	color31	NA	NA	NA	NA	1	3	es el objeto de distinto color	es el objeto de distinto color		big_yellow_shoe	1	A	bleached color		FALSE	FALSE	FALSE	TRUE	TRUE
aSJ3S2g3n7c5XYeuq	Spanish	feedback	color31	NA	NA	NA	NA	1	42	different color/color diferente	different color/color diferente		small_red_yarn	1		bleached color		FALSE	FALSE	FALSE	TRUE	FALSE
SZ8Bs9kQ4wkYwTsFm	Spanish	feedback	color31	NA	NA	NA	NA	1	59	amarilla	amarilla		small_yellow_napkin	1	C			TRUE	FALSE	FALSE	TRUE	TRUE
SZ8Bs9kQ4wkYwTsFm	Spanish	feedback	color31	NA	NA	NA	NA	1	60	es rosa	es rosa		small_pink_weddingcake	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
ZeAdhLHahHwqnn9MG	Spanish	feedback	color31	NA	NA	NA	NA	1	17	sillón rojo	sillón rojo		big_red_chair	1	NC			TRUE	FALSE	FALSE	TRUE	FALSE
ZeAdhLHahHwqnn9MG	Spanish	feedback	color31	NA	NA	NA	NA	1	42	rosa	rosa		small_purple_flower	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
3j4nmgjGw5svrxehe	Spanish	feedback	color31	NA	NA	NA	NA	1	20	azul!	azul!		big_blue_toothbrush	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
3j4nmgjGw5svrxehe	Spanish	feedback	color31	NA	NA	NA	NA	1	48	naranja	naranja		big_orange_coathanger	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
yzi4tHBHqvsoo3nn5	Spanish	feedback	color31	NA	NA	NA	NA	1	4	pastel blanco	pastel blanco		small_white_weddingcake	1	NC			TRUE	FALSE	TRUE	TRUE	TRUE
yzi4tHBHqvsoo3nn5	Spanish	feedback	color31	NA	NA	NA	NA	1	17	telefono rosa	telefono rosa		big_pink_phone	1	NC			TRUE	FALSE	TRUE	TRUE	TRUE
g7vxxhW2jevjbHBv8	Spanish	feedback	color31	NA	NA	NA	NA	1	15	es naranja	es naranja		small_orange_pingpongball	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
g7vxxhW2jevjbHBv8	Spanish	feedback	color31	NA	NA	NA	NA	1	56	es de color diferente	es de color diferente		big_blue_cushion	1		bleached color		FALSE	FALSE	FALSE	TRUE	FALSE
woScH39WSn3r8vT9s	Spanish	feedback	color31	NA	NA	NA	NA	1	53	el color blanco	el color blanco		small_white_shoe	1	AC			TRUE	FALSE	FALSE	TRUE	TRUE
woScH39WSn3r8vT9s	Spanish	feedback	color31	NA	NA	NA	NA	1	68	la de color naranja	la de color naranja		big_orange_pingpongball	1	AC			TRUE	FALSE	FALSE	TRUE	TRUE
6ghf7bahMwk2Gum9F	Spanish	feedback	color31	NA	NA	NA	NA	1	2	negro	negro	ok	big_black_book	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
6ghf7bahMwk2Gum9F	Spanish	feedback	color31	NA	NA	NA	NA	1	71	rojo	rojo	ok	small_red_yarn	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
7byBpzzTrLBTrRaSW	Spanish	feedback	color31	NA	NA	NA	NA	1	4	pequeño__diferente	pequeño	hay dos no ¿?	small_black_comb	1	S			FALSE	TRUE	FALSE	TRUE	FALSE
7byBpzzTrLBTrRaSW	Spanish	feedback	color31	NA	NA	NA	NA	1	69	distinto	distinto		big_green_pepper	1		bleached contrast		FALSE	FALSE	FALSE	TRUE	FALSE
Ndey5riTwZPPn8eqi	Spanish	feedback	color31	NA	NA	NA	NA	1	22	sí	sí	negro?	big_black_comb	1		GUESSER-RESPONSE		FALSE	FALSE	FALSE	TRUE	FALSE
Ndey5riTwZPPn8eqi	Spanish	feedback	color31	NA	NA	NA	NA	1	38	sí	sí	cafe?	big_brown_belt	1		GUESSER-RESPONSE		FALSE	FALSE	FALSE	TRUE	FALSE
e85bNvHjAANCEpjwF	Spanish	feedback	color31	NA	NA	NA	NA	1	7	color rojo	color rojo		small_red_bike	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
e85bNvHjAANCEpjwF	Spanish	feedback	color31	NA	NA	NA	NA	1	25	diferente color	diferente color		small_brown_belt	1		bleached contrast		FALSE	FALSE	FALSE	TRUE	FALSE
BnA3FeomaYQsW7WNG	Spanish	feedback	color31	NA	NA	NA	NA	1	8	verde	verde		small_green_jacket	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
BnA3FeomaYQsW7WNG	Spanish	feedback	color31	NA	NA	NA	NA	1	49	morado	morado		small_blue_candle	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
GZ4Bi32LYs5JLP3dn	Spanish	feedback	color31	NA	NA	NA	NA	1	32	verde	verde		small_green_guitar	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
GZ4Bi32LYs5JLP3dn	Spanish	feedback	color31	NA	NA	NA	NA	1	59	morado	morado		big_purple_billiardball	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
GetM4rtofxHS3ga5m	Spanish	feedback	color31	NA	NA	NA	NA	1	7	piedra grisacea	piedra grisacea		small_grey_rock	1	NC			TRUE	FALSE	TRUE	TRUE	FALSE
GetM4rtofxHS3ga5m	Spanish	feedback	color31	NA	NA	NA	NA	1	20	taza rosa	taza rosa		small_pink_teacup	1	NC			TRUE	FALSE	FALSE	TRUE	FALSE
z7BQy72TNHyrXNdby	Spanish	feedback	color31	NA	NA	NA	NA	1	43	la roja	la roja		small_red_bike	1	AC			TRUE	FALSE	FALSE	TRUE	TRUE
z7BQy72TNHyrXNdby	Spanish	feedback	color31	NA	NA	NA	NA	1	45	la morada	la morada		small_purple_billiardball	1	AC			TRUE	FALSE	FALSE	TRUE	TRUE
5iXGA8yrtbLNsFb8x	Spanish	feedback	color31	NA	NA	NA	NA	1	22	el de diferente color	el de diferente color		big_blue_comb	1	A	bleached color		FALSE	FALSE	FALSE	TRUE	TRUE
5iXGA8yrtbLNsFb8x	Spanish	feedback	color31	NA	NA	NA	NA	1	55	rosa	rosa		big_pink_framee	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
i9kH9EnohLzqAaboq	Spanish	feedback	color32	NA	NA	NA	NA	1	7	es de otro color.	es de otro color.		small_orange_pingpongball	1		bleached color		FALSE	FALSE	FALSE	TRUE	FALSE
i9kH9EnohLzqAaboq	Spanish	feedback	color32	NA	NA	NA	NA	1	52	es de diferente color.	es de diferente color.		small_red_toothbrush	1		bleached color		FALSE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	color32	NA	NA	NA	NA	1	38	naranja	naranja		big_orange_cushion	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	color32	NA	NA	NA	NA	1	54	rosa	rosa		small_pink_teacup	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
5uPb46X29k7aKpKos	Spanish	feedback	color32	NA	NA	NA	NA	1	33	diferente color	diferente color		small_blue_comb	1		bleached color		FALSE	FALSE	FALSE	TRUE	FALSE
5uPb46X29k7aKpKos	Spanish	feedback	color32	NA	NA	NA	NA	1	53	diferente color	diferente color		big_red_bucket	1		bleached color		FALSE	FALSE	FALSE	TRUE	FALSE
6548bWiJoGcuX59Zp	Spanish	feedback	color32	NA	NA	NA	NA	1	16	obscuro	obscuro		big_black_turtle	1	C	???? I labeled dark as color		FALSE	FALSE	FALSE	TRUE	FALSE
6548bWiJoGcuX59Zp	Spanish	feedback	color32	NA	NA	NA	NA	1	37	diferente	diferente		big_orange_coathanger	1		bleached contrast		FALSE	FALSE	FALSE	TRUE	FALSE
MvesSZxmNwRWxpMDF	Spanish	feedback	color32	NA	NA	NA	NA	1	13	amarillo	amarillo		big_yellow_bellpepper	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
MvesSZxmNwRWxpMDF	Spanish	feedback	color32	NA	NA	NA	NA	1	65	azul	azul		big_blue_rug	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
RcCbHw4ML3ei95SZP	Spanish	feedback	color32	NA	NA	NA	NA	3	1	tamaño medio	tamaño medio		big_grey_rock	0	S	???? Is there a medium size?		FALSE	FALSE	FALSE	TRUE	FALSE
RcCbHw4ML3ei95SZP	Spanish	feedback	color32	NA	NA	NA	NA	1	47	el mas pequeño, orientado a izquierda, el unico rojo	el mas pequeño, orientado a izquierda, el unico rojo		small_red_toothbrush	1	ASAC			TRUE	TRUE	FALSE	TRUE	TRUE
Cisj4o5sAv9g8rbmS	Spanish	feedback	color32	NA	NA	NA	NA	1	40	blanca	blanca		small_white_pingpongball	1	C			TRUE	FALSE	FALSE	TRUE	TRUE
Cisj4o5sAv9g8rbmS	Spanish	feedback	color32	NA	NA	NA	NA	1	62	blanco	blanco		big_white_shoe	1	C			TRUE	FALSE	FALSE	TRUE	TRUE
rh7GW6WH2awWyB4Kx	Spanish	feedback	color32	NA	NA	NA	NA	1	12	rosa	rosa		small_pink_teacup	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
rh7GW6WH2awWyB4Kx	Spanish	feedback	color32	NA	NA	NA	NA	1	51	verde	verde		small_green_bracelet	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
oPMCjJ3aFSj92CzNA	Spanish	feedback	color32	NA	NA	NA	NA	1	15	globo dorado	globo dorado		small_yellow_balloon	1	NC			FALSE	FALSE	TRUE	TRUE	FALSE
oPMCjJ3aFSj92CzNA	Spanish	feedback	color32	NA	NA	NA	NA	1	69	el azul	el azul		big_blue_book	1	AC			TRUE	FALSE	FALSE	TRUE	TRUE
bDqu8DtgmaBkuLzTC	Spanish	feedback	color32	NA	NA	NA	NA	1	11	es de otro color	es de otro color		small_black_belt	1		bleached color		FALSE	FALSE	FALSE	TRUE	FALSE
bDqu8DtgmaBkuLzTC	Spanish	feedback	color32	NA	NA	NA	NA	1	43	es mas oscura	es mas oscura		big_black_book	1	C	???? I labeled dark as color		FALSE	FALSE	FALSE	TRUE	FALSE
6NunwfhDpBsQMdZXp	Spanish	feedback	color32	NA	NA	NA	NA	1	30	distinto color	distinto color		small_black_book	1		bleached color		FALSE	FALSE	FALSE	TRUE	FALSE
6NunwfhDpBsQMdZXp	Spanish	feedback	color32	NA	NA	NA	NA	1	32	distinto color	distinto color		small_blue_binder	1		bleached color		FALSE	FALSE	FALSE	TRUE	FALSE
S4kr4v62hXL4LYC7D	Spanish	feedback	color32	NA	NA	NA	NA	1	14	blue	blue		big_blue_comb	1				FALSE	FALSE	FALSE	TRUE	FALSE
S4kr4v62hXL4LYC7D	Spanish	feedback	color32	NA	NA	NA	NA	1	64	withe__white__*	withe		big_white_teacup	1				FALSE	FALSE	FALSE	TRUE	FALSE
bYnFuaH8d9Dkp54C5	Spanish	feedback	color32	NA	NA	NA	NA	1	4	no__sí	no	es grande en comparación con los demás ?__es de un color distinto ?	small_blue_guitar	1		GUESSER-RESPONSE		FALSE	FALSE	FALSE	TRUE	FALSE
bYnFuaH8d9Dkp54C5	Spanish	feedback	color32	NA	NA	NA	NA	1	20	no	no	es color gris ?	small_tan_rock	1		GUESSER-RESPONSE		FALSE	FALSE	FALSE	TRUE	FALSE
jbp9GcgfoE26diyWb	Spanish	feedback	color32	NA	NA	NA	NA	1	37	libro negro	libro negro		small_black_book	1	NC			TRUE	FALSE	TRUE	TRUE	FALSE
jbp9GcgfoE26diyWb	Spanish	feedback	color32	NA	NA	NA	NA	1	47	la blanca	la blanca		big_white_pingpongball	1	AC			TRUE	FALSE	FALSE	TRUE	TRUE
2PA2eTW2JBioGPq2S	Spanish	feedback	color32	NA	NA	NA	NA	1	10	rosa	rosa		small_pink_teacup	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
2PA2eTW2JBioGPq2S	Spanish	feedback	color32	NA	NA	NA	NA	1	59	blanca	blanca		big_white_pingpongball	1	C			TRUE	FALSE	FALSE	TRUE	TRUE
QC9QPrwjj6RsY6hks	Spanish	feedback	color32	NA	NA	NA	NA	1	57	verde	verde		big_green_pepper	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
QC9QPrwjj6RsY6hks	Spanish	feedback	color32	NA	NA	NA	NA	1	72	azul	azul		big_blue_book	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
aSJ3S2g3n7c5XYeuq	Spanish	feedback	color32	NA	NA	NA	NA	1	26	different color/color diferente	different color/color diferente		big_orange_napkin	1		bleached color		FALSE	FALSE	FALSE	TRUE	FALSE
aSJ3S2g3n7c5XYeuq	Spanish	feedback	color32	NA	NA	NA	NA	1	44	different color/color diferente	different color/color diferente		small_black_comb	1		bleached color		FALSE	FALSE	FALSE	TRUE	FALSE
SZ8Bs9kQ4wkYwTsFm	Spanish	feedback	color32	NA	NA	NA	NA	1	42	morada	morada		big_purple_bike	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
SZ8Bs9kQ4wkYwTsFm	Spanish	feedback	color32	NA	NA	NA	NA	1	52	café	café		big_brown_belt	1	C			FALSE	FALSE	FALSE	TRUE	FALSE
ZeAdhLHahHwqnn9MG	Spanish	feedback	color32	NA	NA	NA	NA	1	10	chile verde	chile verde		big_green_pepper	1	NC			TRUE	FALSE	TRUE	TRUE	FALSE
ZeAdhLHahHwqnn9MG	Spanish	feedback	color32	NA	NA	NA	NA	1	11	cinto negro	cinto negro		small_black_belt	1	NC			TRUE	FALSE	TRUE	TRUE	FALSE
3j4nmgjGw5svrxehe	Spanish	feedback	color32	NA	NA	NA	NA	1	62	rojo	rojo		big_red_tack	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
3j4nmgjGw5svrxehe	Spanish	feedback	color32	NA	NA	NA	NA	1	70	naranja	naranja		small_orange_cap	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
yzi4tHBHqvsoo3nn5	Spanish	feedback	color32	NA	NA	NA	NA	1	8	pimiento verde	pimiento verde		big_green_pepper	1	NC			TRUE	FALSE	TRUE	TRUE	FALSE
yzi4tHBHqvsoo3nn5	Spanish	feedback	color32	NA	NA	NA	NA	1	29	perchero naranja	perchero naranja		big_orange_coathanger	1	NC			TRUE	FALSE	TRUE	TRUE	FALSE
g7vxxhW2jevjbHBv8	Spanish	feedback	color32	NA	NA	NA	NA	1	13	es de color rosado	es de color rosado		small_red_candle	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
g7vxxhW2jevjbHBv8	Spanish	feedback	color32	NA	NA	NA	NA	1	57	es de color diferente	es de color diferente		big_purple_bike	1		bleached color		FALSE	FALSE	FALSE	TRUE	FALSE
woScH39WSn3r8vT9s	Spanish	feedback	color32	NA	NA	NA	NA	1	22	la verde	la verde		big_green_guitar	1	AC			TRUE	FALSE	FALSE	TRUE	TRUE
woScH39WSn3r8vT9s	Spanish	feedback	color32	NA	NA	NA	NA	1	43	el verde	el verde		small_green_pepper	1	AC			TRUE	FALSE	FALSE	TRUE	TRUE
6ghf7bahMwk2Gum9F	Spanish	feedback	color32	NA	NA	NA	NA	1	1	rosado	rosado	bueno, es el unico	big_pink_phone	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
6ghf7bahMwk2Gum9F	Spanish	feedback	color32	NA	NA	NA	NA	1	30	rojo	rojo		big_red_chair	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
7byBpzzTrLBTrRaSW	Spanish	feedback	color32	NA	NA	NA	NA	1	40	diferente	diferente		small_tan_rock	1		bleached contrast		FALSE	FALSE	FALSE	TRUE	FALSE
7byBpzzTrLBTrRaSW	Spanish	feedback	color32	NA	NA	NA	NA	1	67	distinto	distinto		big_yellow_balloon	1		bleached contrast		FALSE	FALSE	FALSE	TRUE	FALSE
Ndey5riTwZPPn8eqi	Spanish	feedback	color32	NA	NA	NA	NA	1	15	sí	sí	verde?	small_green_jacket	1		GUESSER-RESPONSE		FALSE	FALSE	FALSE	TRUE	FALSE
Ndey5riTwZPPn8eqi	Spanish	feedback	color32	NA	NA	NA	NA	1	49	sí	sí	azul?__digo__rosa	small_pink_teacup	1		GUESSER-RESPONSE		FALSE	FALSE	FALSE	TRUE	FALSE
e85bNvHjAANCEpjwF	Spanish	feedback	color32	NA	NA	NA	NA	1	12	azul	azul		big_blue_binder	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
e85bNvHjAANCEpjwF	Spanish	feedback	color32	NA	NA	NA	NA	1	72	diferente	diferente		big_pink_teacup	1		bleached contrast		FALSE	FALSE	FALSE	TRUE	FALSE
BnA3FeomaYQsW7WNG	Spanish	feedback	color32	NA	NA	NA	NA	1	29	azul	azul		big_blue_binder	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
BnA3FeomaYQsW7WNG	Spanish	feedback	color32	NA	NA	NA	NA	1	36	azul	azul		small_blue_guitar	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
GZ4Bi32LYs5JLP3dn	Spanish	feedback	color32	NA	NA	NA	NA	1	18	azul	azul		big_blue_toothbrush	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
GZ4Bi32LYs5JLP3dn	Spanish	feedback	color32	NA	NA	NA	NA	1	67	azul	azul		big_blue_butterfly	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
GetM4rtofxHS3ga5m	Spanish	feedback	color32	NA	NA	NA	NA	1	18	cubo rosa	cubo rosa		big_pink_bucket	1	NC			TRUE	FALSE	FALSE	TRUE	FALSE
GetM4rtofxHS3ga5m	Spanish	feedback	color32	NA	NA	NA	NA	1	25	sudadera marron	sudadera marron		small_brown_jacket	1	NC			TRUE	FALSE	FALSE	TRUE	FALSE
z7BQy72TNHyrXNdby	Spanish	feedback	color32	NA	NA	NA	NA	1	47	el rosa	el rosa		small_pink_balloon	1	AC			TRUE	FALSE	FALSE	TRUE	TRUE
z7BQy72TNHyrXNdby	Spanish	feedback	color32	NA	NA	NA	NA	1	55	el blanco	el blanco		big_white_weddingcake	1	AC			TRUE	FALSE	FALSE	TRUE	TRUE
5iXGA8yrtbLNsFb8x	Spanish	feedback	color32	NA	NA	NA	NA	1	16	el diferente	el diferente		big_orange_napkin	1	A	bleached contrast		FALSE	FALSE	FALSE	TRUE	TRUE
5iXGA8yrtbLNsFb8x	Spanish	feedback	color32	NA	NA	NA	NA	1	52	morada	morada		small_purple_hairdryer	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
i9kH9EnohLzqAaboq	Spanish	feedback	color33	NA	NA	NA	NA	1	35	es de otro color.	es de otro color.		big_purple_stapler	1		bleached color		FALSE	FALSE	FALSE	TRUE	FALSE
i9kH9EnohLzqAaboq	Spanish	feedback	color33	NA	NA	NA	NA	1	36	es de otro color.	es de otro color.		small_yellow_shoe	1		bleached color		FALSE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	color33	NA	NA	NA	NA	1	30	naranja	naranja		big_orange_billiardball	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
XZtfg4k35HZQbAaKS	Spanish	feedback	color33	NA	NA	NA	NA	1	51	azul	azul		small_blue_guitar	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
5uPb46X29k7aKpKos	Spanish	feedback	color33	NA	NA	NA	NA	1	9	diferente color	diferente color		big_brown_jacket	1		bleached color		FALSE	FALSE	FALSE	TRUE	FALSE
5uPb46X29k7aKpKos	Spanish	feedback	color33	NA	NA	NA	NA	1	35	distinto color	distinto color		big_pink_weddingcake	1		bleached color		FALSE	FALSE	FALSE	TRUE	FALSE
6548bWiJoGcuX59Zp	Spanish	feedback	color33	NA	NA	NA	NA	1	6	violeta	violeta		big_purple_flower	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
6548bWiJoGcuX59Zp	Spanish	feedback	color33	NA	NA	NA	NA	1	45	verde	verde		small_green_guitar	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
MvesSZxmNwRWxpMDF	Spanish	feedback	color33	NA	NA	NA	NA	1	28	azul	azul		small_blue_toothbrush	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
MvesSZxmNwRWxpMDF	Spanish	feedback	color33	NA	NA	NA	NA	1	32	morado	morado		small_purple_flower	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
RcCbHw4ML3ei95SZP	Spanish	feedback	color33	NA	NA	NA	NA	2	31	todos son iguales, mismo tamaño... un poco mas pequeño quiza, echalo a suertes xd	todos son iguales, mismo tamaño... un poco mas pequeño quiza, echalo a suertes xd		big_yellow_shoe	0	S			FALSE	TRUE	FALSE	TRUE	FALSE
RcCbHw4ML3ei95SZP	Spanish	feedback	color33	NA	NA	NA	NA	1	53	uf, mismo tamaño que el resto, pero negro	uf, mismo tamaño que el resto, pero negro		small_black_comb	1	AC	???? A does not refer to object		TRUE	FALSE	FALSE	TRUE	TRUE
Cisj4o5sAv9g8rbmS	Spanish	feedback	color33	NA	NA	NA	NA	1	35	imagen menos oscura	imagen menos oscura		small_brown_turtle	1	C	???? refers to the image not the object, I labeled dark as color 		FALSE	FALSE	FALSE	TRUE	FALSE
Cisj4o5sAv9g8rbmS	Spanish	feedback	color33	NA	NA	NA	NA	1	66	verde	verde		big_green_pepper	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
rh7GW6WH2awWyB4Kx	Spanish	feedback	color33	NA	NA	NA	NA	1	2	morado	morado		small_purple_billiardball	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
rh7GW6WH2awWyB4Kx	Spanish	feedback	color33	NA	NA	NA	NA	1	61	rojo	rojo		big_red_bellpepper	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
oPMCjJ3aFSj92CzNA	Spanish	feedback	color33	NA	NA	NA	NA	1	11	pulsera verde	pulsera verde		small_green_bracelet	1	NC			TRUE	FALSE	TRUE	TRUE	FALSE
oPMCjJ3aFSj92CzNA	Spanish	feedback	color33	NA	NA	NA	NA	1	58	el naranja	el naranja		big_orange_cushion	1	AC			TRUE	FALSE	FALSE	TRUE	TRUE
bDqu8DtgmaBkuLzTC	Spanish	feedback	color33	NA	NA	NA	NA	1	59	es de otro color	es de otro color		small_pink_bucket	1		bleached color		FALSE	FALSE	FALSE	TRUE	FALSE
bDqu8DtgmaBkuLzTC	Spanish	feedback	color33	NA	NA	NA	NA	1	60	es diferente a las demas	es diferente a las demas		big_tan_rock	1	A	bleached contrast		FALSE	FALSE	FALSE	TRUE	TRUE
6NunwfhDpBsQMdZXp	Spanish	feedback	color33	NA	NA	NA	NA	1	18	distinto color	distinto color		small_yellow_bellpepper	1		bleached contrast		FALSE	FALSE	FALSE	TRUE	FALSE
6NunwfhDpBsQMdZXp	Spanish	feedback	color33	NA	NA	NA	NA	1	43	azul	azul		small_blue_cap	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
S4kr4v62hXL4LYC7D	Spanish	feedback	color33	NA	NA	NA	NA	1	26	blue	blue		small_blue_tack	1				FALSE	FALSE	FALSE	TRUE	FALSE
S4kr4v62hXL4LYC7D	Spanish	feedback	color33	NA	NA	NA	NA	1	51	green	green		small_green_binder	1				FALSE	FALSE	FALSE	TRUE	FALSE
bYnFuaH8d9Dkp54C5	Spanish	feedback	color33	NA	NA	NA	NA	1	8	sí	sí	es azul ?	big_blue_comb	1		GUESSER-RESPONSE		FALSE	FALSE	FALSE	TRUE	FALSE
bYnFuaH8d9Dkp54C5	Spanish	feedback	color33	NA	NA	NA	NA	1	37	sí	sí	es rosa ?	small_pink_teacup	1		GUESSER-RESPONSE		FALSE	FALSE	FALSE	TRUE	FALSE
jbp9GcgfoE26diyWb	Spanish	feedback	color33	NA	NA	NA	NA	1	3	la cubeta de diferente color	la cubeta de diferente color	✌	big_red_bucket	1	AN			FALSE	FALSE	TRUE	TRUE	TRUE
jbp9GcgfoE26diyWb	Spanish	feedback	color33	NA	NA	NA	NA	1	69	la azul	la azul		small_blue_scarf	1	AC			TRUE	FALSE	FALSE	TRUE	TRUE
2PA2eTW2JBioGPq2S	Spanish	feedback	color33	NA	NA	NA	NA	1	37	verde	verde		big_green_framee	1	C			TRUE	FALSE	FALSE	TRUE	FALSE
