gameId	language	stage	condition	alt1BasicLevel	alt1SuperLevel	alt2BasicLevel	alt2SuperLevel	listenerSelection	imageType	roundNumber	directorAllMessages	directorFirstMessage	guesserAllMessages	nameClickedObj	correct	words	sep	gender	d_preManualTypoCorrection.target
5bFKYE9pB9xSBeWGK	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	39	haljina__plava	haljina	NA	blue_dress	1	N	NA	0	dress
5bFKYE9pB9xSBeWGK	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	40	cinija	cinija	NA	purple_bowl	1	N	NA	0	bowl
5bFKYE9pB9xSBeWGK	BCS	feedback	subNec	dog	animal	pig	animal	1	degenetal_stimuli	41	dalmatinac	dalmatinac	NA	dalmatian	1	N	NA	0	dalmatian
5bFKYE9pB9xSBeWGK	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	42	solja plava	solja plava	NA	blue_mug	1	NC	NA	1	mug
5bFKYE9pB9xSBeWGK	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	43	beo cvet	beo cvet	NA	white_flower	1	CN	NA	1	flower
5bFKYE9pB9xSBeWGK	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	44	crna riba	crna riba	NA	black_fish	1	CN	NA	1	fish
5bFKYE9pB9xSBeWGK	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	45	olovka crvena	olovka crvena	NA	red_pencil	1	NC	NA	1	pencil
5bFKYE9pB9xSBeWGK	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	46	ljubicasta papuca	ljubicasta papuca	NA	purple_slipper	1	CN	NA	1	slipper
5bFKYE9pB9xSBeWGK	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	47	zeleni kamion	zeleni kamion	NA	green_truck	1	CN	NA	1	truck
5bFKYE9pB9xSBeWGK	BCS	feedback	basicSuffType2	bathrobe	clothing	bookcase	furniture	1	degenetal_stimuli	48	polo majica	polo majica	NA	poloShirt	1	N	NA	0	poloShirt
5bFKYE9pB9xSBeWGK	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	49	crven kalkulator	crven kalkulator	NA	red_calculator	1	CN	NA	1	calculator
5bFKYE9pB9xSBeWGK	BCS	feedback	supSuff	socks	clothing	train	vehicle	1	degenetal_stimuli	50	natkasna	natkasna	NA	bedsideTable	1	N	NA	0	bedsideTable
5bFKYE9pB9xSBeWGK	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	51	kofer	kofer	NA	orange_luggage	1	N	NA	0	luggage
5bFKYE9pB9xSBeWGK	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	52	stolica	stolica	NA	yellow_chair	1	N	NA	0	chair
5bFKYE9pB9xSBeWGK	BCS	feedback	basicSuffType1	rosemary	plant	grasses	plant	1	degenetal_stimuli	53	bela rada	bela rada	NA	daisy	1	CN	NA	1	daisy
5bFKYE9pB9xSBeWGK	BCS	feedback	basicSuffType2	bird	animal	wardrobe	furniture	1	degenetal_stimuli	54	som	som	NA	catfish	1	N	NA	0	catfish
5bFKYE9pB9xSBeWGK	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	55	carapa	carapa	NA	orange_sock	1	N	NA	0	sock
5bFKYE9pB9xSBeWGK	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	56	plava knjiga	plava knjiga	NA	blue_book	1	CN	NA	1	book
5bFKYE9pB9xSBeWGK	BCS	feedback	basicSuffType2	bed	furniture	train	vehicle	1	degenetal_stimuli	57	astal	astal	NA	diningTable	1	N	NA	0	diningTable
5bFKYE9pB9xSBeWGK	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	58	ljubicasti bubanj	ljubicasti bubanj	NA	purple_drum	1	CN	NA	1	drum
5bFKYE9pB9xSBeWGK	BCS	feedback	basicSuffType1	pretzels	snack	chips	snack	1	degenetal_stimuli	59	m&ms	m&ms	NA	mnMs	1	N	NA	0	mnMs
5bFKYE9pB9xSBeWGK	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	60	katanac	katanac	NA	green_lock	1	N	NA	0	lock
5bFKYE9pB9xSBeWGK	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	61	crni mikroskop	crni mikroskop	mikroskop	black_microscope	1	CN	NA	1	microscope
5bFKYE9pB9xSBeWGK	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	62	orglica__ogrlica	orglica	NA	purple_necklace	1	N	NA	0	necklace
5bFKYE9pB9xSBeWGK	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	63	kais	kais	NA	blue_belt	1	N	NA	0	belt
5bFKYE9pB9xSBeWGK	BCS	feedback	subNec	fish	animal	elephant	animal	1	degenetal_stimuli	64	riba__nije ribica	riba	kojq	swordFish	1	N	NA	0	swordFish
5bFKYE9pB9xSBeWGK	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	65	kuhinjski noz	kuhinjski noz	NA	black_knife	1	N	NA	0	knife
5bFKYE9pB9xSBeWGK	BCS	feedback	subNec	flower	plant	ivy	plant	1	degenetal_stimuli	66	lala	lala	NA	tulip	1	N	NA	0	tulip
5bFKYE9pB9xSBeWGK	BCS	feedback	subNec	bear	animal	elephant	animal	1	degenetal_stimuli	67	panda	panda	NA	pandaBear	1	N	NA	0	pandaBear
5bFKYE9pB9xSBeWGK	BCS	feedback	supSuff	shirt	clothing	pottedPlant	plant	1	degenetal_stimuli	68	gumene bombone	gumene bombone	NA	gummyBears	1	N	NA	0	gummyBears
5bFKYE9pB9xSBeWGK	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	69	crveni novcanik	crveni novcanik	NA	red_wallet	1	CN	NA	1	wallet
5bFKYE9pB9xSBeWGK	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	70	skoljka	skoljka	NA	black_shell	1	N	NA	0	shell
5bFKYE9pB9xSBeWGK	BCS	feedback	basicSuffType2	cow	animal	pottedPlant	plant	1	degenetal_stimuli	71	pug	pug	NA	pug	1	N	NA	0	pug
5bFKYE9pB9xSBeWGK	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	72	zuti leptir	zuti leptir	NA	yellow_butterfly	1	CN	NA	1	butterfly
d64hQ5TkvvFYSd9uT	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	1	klikni na predmet koji proizvodi muziku__sa narandzastim okvirom	klikni na predmet koji proizvodi muziku	koje boje	orange_drum	1	O	NA	0	drum
d64hQ5TkvvFYSd9uT	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	2	odevni predmet	odevni predmet	NA	yellow_dress	1	O	NA	0	dress
d64hQ5TkvvFYSd9uT	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	3	izaberi svecu__boje sunca	izaberi svecu	koje boje	yellow_candle	1	N	NA	0	candle
d64hQ5TkvvFYSd9uT	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	4	izaberi knjigu__da	izaberi knjigu	crvenu?	red_book	1	N	NA	0	book
d64hQ5TkvvFYSd9uT	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	5	izaberi narandzasti predmet	izaberi narandzasti predmet	NA	orange_robot	1	CO	NA	2	robot
d64hQ5TkvvFYSd9uT	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	6	sta nosi kralj	sta nosi kralj	NA	blue_crown	1	O	NA	0	crown
d64hQ5TkvvFYSd9uT	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	7	modni detalj	modni detalj	NA	yellow_scarf	1	O	NA	0	scarf
d64hQ5TkvvFYSd9uT	BCS	feedback	supSuff	rosemary	plant	popcorn	snack	1	degenetal_stimuli	8	na sta jedemo	na sta jedemo	NA	diningTable	1	O	NA	0	diningTable
d64hQ5TkvvFYSd9uT	BCS	feedback	supSuff	flower	plant	shirt	clothing	1	degenetal_stimuli	9	strasno	strasno	NA	grizzlyBear	1	O	NA	0	grizzlyBear
d64hQ5TkvvFYSd9uT	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	10	ulazna......	ulazna......	NA	red_door	1	O	NA	0	door
d64hQ5TkvvFYSd9uT	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	11	muzika	muzika	NA	blue_guitar	1	O	NA	0	guitar
d64hQ5TkvvFYSd9uT	BCS	feedback	basicSuffType2	elephant	animal	popcorn	snack	1	degenetal_stimuli	12	zivotinja__mala	zivotinja	velika ili mala?	hummingBird	1	O	NA	0	hummingBird
d64hQ5TkvvFYSd9uT	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	13	nakit	nakit	NA	purple_necklace	1	O	NA	0	necklace
d64hQ5TkvvFYSd9uT	BCS	feedback	supSuff	pottedPlant	plant	lion	animal	1	degenetal_stimuli	14	prevozno sredstvo	prevozno sredstvo	NA	suv	1	O	NA	0	suv
d64hQ5TkvvFYSd9uT	BCS	feedback	subNec	flower	plant	pottedPlant	plant	1	degenetal_stimuli	15	cvet__bodljikavo	cvet	sa belim laticama?	rose	1	N	NA	0	rose
d64hQ5TkvvFYSd9uT	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	16	alat	alat	NA	green_hammer	1	O	NA	0	hammer
d64hQ5TkvvFYSd9uT	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	17	za kosu__da	za kosu	beli?	white_comb	1	O	NA	0	comb
d64hQ5TkvvFYSd9uT	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	18	za kafu	za kafu	NA	red_mug	1	O	NA	0	mug
d64hQ5TkvvFYSd9uT	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	19	fiksni	fiksni	NA	red_phone	1	O	NA	0	phone
d64hQ5TkvvFYSd9uT	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	20	za dokumenta__onaj drugi	za dokumenta	zenski?	blue_wallet	1	O	NA	0	wallet
d64hQ5TkvvFYSd9uT	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	21	morska__tamnoooo	morska	tamna ili zivopisna?	black_shell	1	O	NA	0	shell
d64hQ5TkvvFYSd9uT	BCS	feedback	supSuff	motorcycle	vehicle	pretzels	snack	1	degenetal_stimuli	22	pismo	pismo	NA	pigeon	1	O	NA	0	pigeon
d64hQ5TkvvFYSd9uT	BCS	feedback	subNec	dog	animal	rhino	animal	1	degenetal_stimuli	23	sumska	sumska	NA	husky	1	O	NA	0	husky
d64hQ5TkvvFYSd9uT	BCS	feedback	basicSuffType1	bed	furniture	wardrobe	furniture	1	degenetal_stimuli	24	drvena__izlet	drvena	NA	picnicTable	1	O	NA	0	picnicTable
d64hQ5TkvvFYSd9uT	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	25	zivopisne boje__za kusanje	zivopisne boje	NA	green_bowl	1	O	NA	0	bowl
d64hQ5TkvvFYSd9uT	BCS	feedback	supSuff	rosemary	plant	train	vehicle	1	degenetal_stimuli	26	brkati	brkati	NA	catfish	1	O	NA	0	catfish
d64hQ5TkvvFYSd9uT	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	27	za spavanje__telo beje sunca	za spavanje	z glavu ili telo?	yellow_bed	1	O	NA	0	bed
d64hQ5TkvvFYSd9uT	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	28	letelica__crna	letelica	koje boje	black_helicopter	1	O	NA	0	helicopter
d64hQ5TkvvFYSd9uT	BCS	feedback	basicSuffType1	ambulance	vehicle	train	vehicle	1	degenetal_stimuli	29	drumski saobracaj__ne	drumski saobracaj	hitno ili ne?	sportsCar	1	O	NA	0	sportsCar
d64hQ5TkvvFYSd9uT	BCS	feedback	basicSuffType2	motorcycle	vehicle	ivy	plant	1	degenetal_stimuli	30	cetvorotockas	cetvorotockas	NA	minivan	1	O	NA	0	minivan
d64hQ5TkvvFYSd9uT	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	31	drvena	drvena	NA	yellow_pencil	1	O	NA	0	pencil
d64hQ5TkvvFYSd9uT	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	32	za putovanje4	za putovanje4	NA	orange_luggage	1	O	NA	0	luggage
d64hQ5TkvvFYSd9uT	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	33	da stisnes__vaspitno	da stisnes	vaspitno ili zimsko?	red_belt	1	O	NA	0	belt
d64hQ5TkvvFYSd9uT	BCS	feedback	basicSuffType1	pottedPlant	plant	ivy	plant	1	degenetal_stimuli	34	polje__ne	polje	brsljen?	tulip	1	O	NA	0	tulip
d64hQ5TkvvFYSd9uT	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	35	verenickli__sunca	verenickli	koje boje	yellow_ring	1	O	NA	0	ring
d64hQ5TkvvFYSd9uT	BCS	feedback	basicSuffType1	rosemary	plant	ivy	plant	1	degenetal_stimuli	36	ulje	ulje	NA	sunflower	1	O	NA	0	sunflower
d64hQ5TkvvFYSd9uT	BCS	feedback	basicSuffType2	lamp	furniture	candy	snack	1	degenetal_stimuli	37	drveni	drveni	NA	coffeeTable	1	O	NA	0	coffeeTable
d64hQ5TkvvFYSd9uT	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	38	crvenkapa	crvenkapa	NA	black_basket	1	CO	NA	0	basket
d64hQ5TkvvFYSd9uT	BCS	feedback	basicSuffType2	squirrel	animal	bathrobe	clothing	1	degenetal_stimuli	39	101	101	NA	dalmatian	1	O	NA	0	dalmatian
d64hQ5TkvvFYSd9uT	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	40	sobna	sobna	NA	purple_slipper	1	O	NA	0	slipper
d64hQ5TkvvFYSd9uT	BCS	feedback	basicSuffType2	cookies	snack	ivy	plant	1	degenetal_stimuli	41	sarene	sarene	NA	gummyBears	1	O	NA	0	gummyBears
d64hQ5TkvvFYSd9uT	BCS	feedback	basicSuffType1	hamster	animal	cow	animal	1	degenetal_stimuli	42	sumska\	sumska\	NA	blackBear	1	O	NA	0	blackBear
d64hQ5TkvvFYSd9uT	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	43	ne ljuti se covece	ne ljuti se covece	NA	black_die	1	O	NA	0	die
d64hQ5TkvvFYSd9uT	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	44	meseci i godine	meseci i godine	NA	orange_calendar	1	O	NA	0	calendar
d64hQ5TkvvFYSd9uT	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	45	it	it	NA	red_balloon	1	O	NA	0	balloon
d64hQ5TkvvFYSd9uT	BCS	feedback	subNec	dog	animal	lion	animal	1	degenetal_stimuli	46	cuvar kuce\__da	cuvar kuce\	nemacka?	germanShepherd	1	O	NA	0	germanShepherd
d64hQ5TkvvFYSd9uT	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	47	alat\	alat\	NA	purple_screwdriver	1	O	NA	0	screwdriver
d64hQ5TkvvFYSd9uT	BCS	feedback	subNec	shirt	clothing	socks	clothing	1	degenetal_stimuli	48	kratki rukavi	kratki rukavi	NA	tShirt	1	O	NA	0	tShirt
d64hQ5TkvvFYSd9uT	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	49	cvet__da	cvet	sa belim laticama?	white_flower	1	N	NA	0	flower
d64hQ5TkvvFYSd9uT	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	50	kljuc i.....	kljuc i.....	NA	black_lock	1	O	NA	0	lock
d64hQ5TkvvFYSd9uT	BCS	feedback	basicSuffType1	popcorn	snack	chips	snack	1	degenetal_stimuli	51	slatke	slatke	NA	jellyBeans	1	O	NA	0	jellyBeans
d64hQ5TkvvFYSd9uT	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	52	odelo i....__da__da__ne	odelo i....	kravata?__za sahranu?	green_tie	1	O	NA	0	tie
d64hQ5TkvvFYSd9uT	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	53	na paru__nebo...	na paru	koje boje?	blue_iron	1	O	NA	0	iron
d64hQ5TkvvFYSd9uT	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	54	kratka__da__bravo	kratka	carapa?__tamna?	black_sock	1	O	NA	0	sock
d64hQ5TkvvFYSd9uT	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	55	reka	reka	NA	green_fish	1	O	NA	0	fish
d64hQ5TkvvFYSd9uT	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	56	prevozno sredstvo	prevozno sredstvo	NA	purple_truck	1	O	NA	0	truck
d64hQ5TkvvFYSd9uT	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	57	efekat	efekat	NA	red_butterfly	1	O	NA	0	butterfly
d64hQ5TkvvFYSd9uT	BCS	feedback	supSuff	bird	animal	socks	clothing	1	degenetal_stimuli	58	nocni	nocni	NA	bedsideTable	1	O	NA	0	bedsideTable
d64hQ5TkvvFYSd9uT	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	59	zastitna__da	zastitna	rukavica?	orange_glove	1	O	NA	0	glove
d64hQ5TkvvFYSd9uT	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	60	ukras	ukras	NA	green_ribbon	1	O	NA	0	ribbon
d64hQ5TkvvFYSd9uT	BCS	feedback	scene1	NA	NA	NA	NA	2	pophristic_stimuli	61	ptica sa dva krila	ptica sa dva krila	NA	orange_helicopter	0	O	NA	0	binoculars
d64hQ5TkvvFYSd9uT	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	62	dvoriste__boje neba	dvoriste	koje boje	blue_fence	1	O	NA	0	fence
d64hQ5TkvvFYSd9uT	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	63	matematika	matematika	NA	yellow_calculator	1	O	NA	0	calculator
d64hQ5TkvvFYSd9uT	BCS	feedback	basicSuffType2	socks	clothing	lion	animal	1	degenetal_stimuli	64	odevni predmet__kancelarija	odevni predmet	carape?	dressShirt	1	O	NA	0	dressShirt
d64hQ5TkvvFYSd9uT	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	65	pribor za jelo__bohe trave	pribor za jelo	koje boje	green_fork	1	O	NA	0	fork
d64hQ5TkvvFYSd9uT	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	66	jastucnica__da	jastucnica	boje sunca?	yellow_cushion	1	N	NA	0	cushion
d64hQ5TkvvFYSd9uT	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	67	rezanje__boje sljiva	rezanje	koje boje	purple_knife	1	O	NA	0	knife
d64hQ5TkvvFYSd9uT	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	68	drvena__boje jagode	drvena	crvena ili plava	red_chair	1	O	NA	0	chair
d64hQ5TkvvFYSd9uT	BCS	feedback	basicSuffType1	bathrobe	clothing	dress	clothing	1	degenetal_stimuli	69	havaji	havaji	NA	hawaiiShirt	1	O	NA	0	hawaiiShirt
d64hQ5TkvvFYSd9uT	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	70	laboratorija__boje pomarandze	laboratorija	koje boje	orange_microscope	1	O	NA	0	microscope
d64hQ5TkvvFYSd9uT	BCS	feedback	subNec	fish	animal	bison	animal	1	degenetal_stimuli	71	nemo	nemo	NA	clownFish	1	O	NA	0	clownFish
d64hQ5TkvvFYSd9uT	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	72	korona	korona	NA	yellow_mask	1	O	NA	0	mask
7GRCFe84BiHNuYsdQ	BCS	feedback	supSuff	cow	animal	flower	plant	1	degenetal_stimuli	1	klupa	klupa	NA	picnicTable	1	N	NA	0	picnicTable
7GRCFe84BiHNuYsdQ	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	3	kamion	kamion	NA	purple_truck	1	N	NA	0	truck
7GRCFe84BiHNuYsdQ	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	4	kufer__crni	kufer	NA	black_luggage	1	N	NA	0	luggage
7GRCFe84BiHNuYsdQ	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	5	telefon	telefon	NA	blue_phone	1	N	NA	0	phone
7GRCFe84BiHNuYsdQ	BCS	feedback	supSuff	cookies	snack	lobster	animal	1	degenetal_stimuli	6	suncokret	suncokret	NA	sunflower	1	N	NA	0	sunflower
7GRCFe84BiHNuYsdQ	BCS	feedback	basicSuffType1	bird	animal	kitten	animal	1	degenetal_stimuli	7	riba	riba	NA	catfish	1	N	NA	0	catfish
7GRCFe84BiHNuYsdQ	BCS	feedback	supSuff	firetruck	vehicle	table	furniture	1	degenetal_stimuli	8	pas	pas	NA	husky	1	NA	NA	0	husky
7GRCFe84BiHNuYsdQ	BCS	feedback	subNec	shirt	clothing	dress	clothing	1	degenetal_stimuli	9	kosulja kratkih rukava	kosulja kratkih rukava	NA	poloShirt	1	N	NA	0	poloShirt
7GRCFe84BiHNuYsdQ	BCS	feedback	basicSuffType2	train	vehicle	bed	furniture	1	degenetal_stimuli	11	auto	auto	NA	minivan	1	N	NA	0	minivan
7GRCFe84BiHNuYsdQ	BCS	feedback	basicSuffType1	bed	furniture	wardrobe	furniture	1	degenetal_stimuli	12	stol	stol	NA	coffeeTable	1	N	NA	0	coffeeTable
7GRCFe84BiHNuYsdQ	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	13	slapa	slapa	NA	purple_slipper	1	N	NA	0	slipper
7GRCFe84BiHNuYsdQ	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	14	cvit	cvit	NA	white_flower	1	N	NA	0	flower
7GRCFe84BiHNuYsdQ	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	15	narancasti robot	narancasti robot	NA	orange_robot	1	CN	NA	1	robot
7GRCFe84BiHNuYsdQ	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	16	kofa	kofa	NA	orange_basket	1	N	NA	0	basket
7GRCFe84BiHNuYsdQ	BCS	feedback	basicSuffType1	ambulance	vehicle	firetruck	vehicle	1	degenetal_stimuli	17	auto	auto	NA	suv	1	N	NA	0	suv
7GRCFe84BiHNuYsdQ	BCS	feedback	basicSuffType1	pottedPlant	plant	ivy	plant	1	degenetal_stimuli	18	cvit	cvit	NA	daisy	1	N	NA	0	daisy
7GRCFe84BiHNuYsdQ	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	19	vrata	vrata	NA	yellow_door	1	N	NA	0	door
7GRCFe84BiHNuYsdQ	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	20	olovka	olovka	NA	yellow_pencil	1	N	NA	0	pencil
7GRCFe84BiHNuYsdQ	BCS	feedback	basicSuffType2	bookcase	furniture	gloves	clothing	1	degenetal_stimuli	21	stol	stol	NA	diningTable	1	N	NA	0	diningTable
7GRCFe84BiHNuYsdQ	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	22	knjiga	knjiga	NA	red_book	1	N	NA	0	book
7GRCFe84BiHNuYsdQ	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	23	kalendar	kalendar	NA	green_calendar	1	N	NA	0	calendar
7GRCFe84BiHNuYsdQ	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	24	crvena stolica	crvena stolica	NA	red_chair	1	CN	NA	1	chair
7GRCFe84BiHNuYsdQ	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	26	takujin	takujin	NA	blue_wallet	1	N	NA	0	wallet
7GRCFe84BiHNuYsdQ	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	27	balun	balun	NA	blue_balloon	1	N	NA	0	balloon
7GRCFe84BiHNuYsdQ	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	28	bili prsten	bili prsten	NA	white_ring	1	CN	NA	1	ring
7GRCFe84BiHNuYsdQ	BCS	feedback	subNec	dog	animal	bison	animal	1	degenetal_stimuli	29	buldog	buldog	NA	pug	1	N	NA	0	pug
7GRCFe84BiHNuYsdQ	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	30	narancasta skoljka	narancasta skoljka	NA	orange_shell	1	CN	NA	1	shell
7GRCFe84BiHNuYsdQ	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	31	crveni kusin	crveni kusin	NA	red_cushion	1	CN	NA	1	cushion
7GRCFe84BiHNuYsdQ	BCS	feedback	supSuff	snake	animal	firetruck	vehicle	1	degenetal_stimuli	32	baluni	baluni	NA	jellyBeans	1	N	NA	0	jellyBeans
7GRCFe84BiHNuYsdQ	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	34	crveni digitron	crveni digitron	NA	red_calculator	1	CN	NA	1	calculator
7GRCFe84BiHNuYsdQ	BCS	feedback	scene1	NA	NA	NA	NA	1	pophristic_stimuli	35	plava ograda	plava ograda	NA	blue_fence	1	CN	NA	1	fence
7GRCFe84BiHNuYsdQ	BCS	feedback	basicSuffType2	bathrobe	clothing	bookcase	furniture	1	degenetal_stimuli	36	majica	majica	NA	tShirt	1	N	NA	0	tShirt
7GRCFe84BiHNuYsdQ	BCS	feedback	scene2	NA	NA	NA	NA	1	pophristic_stimuli	37	crvena cikara	crvena cikara	NA	red_mug	1	CN	NA	1	mug
7GRCFe84BiHNuYsdQ	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	38	vesta	vesta	NA	white_dress	1	N	NA	0	dress
7GRCFe84BiHNuYsdQ	BCS	feedback	subNec	candy	snack	pretzels	snack	1	degenetal_stimuli	39	gumeni	gumeni	NA	gummyBears	1	N	NA	0	gummyBears
7GRCFe84BiHNuYsdQ	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	40	mikroskop	mikroskop	NA	orange_microscope	1	N	NA	0	microscope
7GRCFe84BiHNuYsdQ	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	41	rukavica	rukavica	NA	black_glove	1	N	NA	0	glove
7GRCFe84BiHNuYsdQ	BCS	feedback	subNec	shirt	clothing	gloves	clothing	1	degenetal_stimuli	42	kosulja	kosulja	NA	dressShirt	1	N	NA	0	dressShirt
7GRCFe84BiHNuYsdQ	BCS	feedback	basicSuffType1	bison	animal	lion	animal	1	degenetal_stimuli	43	medo	medo	NA	pandaBear	1	N	NA	0	pandaBear
7GRCFe84BiHNuYsdQ	BCS	feedback	subNec	car	vehicle	train	vehicle	1	degenetal_stimuli	47	auto__kabrio	auto	NA	convertible	1	N	NA	0	convertible
7GRCFe84BiHNuYsdQ	BCS	feedback	basicSuffType2	pig	animal	table	furniture	1	degenetal_stimuli	48	papiga	papiga	NA	parrot	1	N	NA	0	parrot
7GRCFe84BiHNuYsdQ	BCS	feedback	scene4	NA	NA	NA	NA	1	pophristic_stimuli	49	kanocal	kanocal	NA	orange_binoculars	1	N	NA	0	binoculars
7GRCFe84BiHNuYsdQ	BCS	feedback	scene3	NA	NA	NA	NA	1	pophristic_stimuli	50	kockica	kockica	NA	green_die	1	N	NA	0	die
