gameId	language	stage	condition	alt1BasicLevel	alt1SuperLevel	alt2BasicLevel	alt2SuperLevel	listenerSelection	roundNumber	directorAllMessages	directorFirstMessage	guesserAllMessages	nameClickedObj	correct	words	sep	colorMentioned	sizeMentioned	typeMentioned	oneMentioned	theMentioned	gender	target
5KyXjukBwjkH48zC4	English	feedback	scene2	NA	NA	NA	NA	1	59	mug	mug	NA	yellow_mug	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	mug
5KyXjukBwjkH48zC4	English	feedback	scene2	NA	NA	NA	NA	1	60	mask	mask	NA	yellow_mask	1	N	NA	FALSE	FALSE	TRUE	FALSE	TRUE	NA	mask
5KyXjukBwjkH48zC4	English	feedback	scene3	NA	NA	NA	NA	1	61	screwdriver	screwdriver	NA	green_screwdriver	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	screwdriver
5KyXjukBwjkH48zC4	English	feedback	scene1	NA	NA	NA	NA	1	64	white chair	white chair	NA	white_chair	1	CN	NA	TRUE	FALSE	TRUE	FALSE	TRUE	NA	chair
5KyXjukBwjkH48zC4	English	feedback	scene4	NA	NA	NA	NA	1	65	blue comb	blue comb	NA	blue_comb	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	comb
5KyXjukBwjkH48zC4	English	feedback	scene3	NA	NA	NA	NA	1	66	crown	crown	NA	yellow_crown	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	crown
5KyXjukBwjkH48zC4	English	feedback	scene2	NA	NA	NA	NA	1	67	truck	truck	NA	purple_truck	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	truck
5KyXjukBwjkH48zC4	English	feedback	scene2	NA	NA	NA	NA	1	68	guitar	guitar	NA	white_guitar	1	N	NA	FALSE	FALSE	TRUE	FALSE	TRUE	NA	guitar
5KyXjukBwjkH48zC4	English	feedback	scene2	NA	NA	NA	NA	1	71	calendar	calendar	NA	black_calendar	1	N	NA	FALSE	FALSE	TRUE	FALSE	TRUE	NA	calendar
5KyXjukBwjkH48zC4	English	feedback	scene3	NA	NA	NA	NA	1	72	belt	belt	NA	red_belt	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	belt
Lxj2RY2F8Box9Ca8Y	English	feedback	scene2	NA	NA	NA	NA	1	1	it flies.	it flies.	NA	orange_helicopter	1	O	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA	helicopter
Lxj2RY2F8Box9Ca8Y	English	feedback	scene1	NA	NA	NA	NA	1	2	it is health related and white.	it is health related and white.	NA	white_mask	1	OC	NA	TRUE	FALSE	FALSE	FALSE	TRUE	NA	mask
Lxj2RY2F8Box9Ca8Y	English	feedback	scene2	NA	NA	NA	NA	1	4	used for one's hair.	used for one's hair.	NA	red_comb	1	O	NA	FALSE	FALSE	FALSE	TRUE	TRUE	NA	comb
Lxj2RY2F8Box9Ca8Y	English	feedback	scene3	NA	NA	NA	NA	1	6	it is an instrument.	it is an instrument.	NA	purple_drum	1	O	NA	FALSE	FALSE	FALSE	FALSE	TRUE	NA	drum
Lxj2RY2F8Box9Ca8Y	English	feedback	scene4	NA	NA	NA	NA	1	8	a tool that is not orange.	a tool that is not orange.	NA	purple_hammer	1	O	NA	TRUE	FALSE	FALSE	FALSE	TRUE	NA	hammer
Lxj2RY2F8Box9Ca8Y	English	feedback	scene4	NA	NA	NA	NA	1	9	for making phone calls__yes	for making phone calls	blue?	blue_phone	1	O	NA	FALSE	FALSE	TRUE	TRUE	TRUE	NA	phone
Lxj2RY2F8Box9Ca8Y	English	feedback	scene4	NA	NA	NA	NA	1	10	chrismassy coloured decoration	chrismassy coloured decoration	NA	green_ribbon	1	O	NA	TRUE	FALSE	FALSE	FALSE	TRUE	NA	ribbon
Lxj2RY2F8Box9Ca8Y	English	feedback	scene3	NA	NA	NA	NA	1	12	living thing.	living thing.	NA	yellow_flower	1	O	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA	flower
Lxj2RY2F8Box9Ca8Y	English	feedback	scene3	NA	NA	NA	NA	1	14	sea related.	sea related.	NA	purple_shell	1	O	NA	FALSE	FALSE	FALSE	FALSE	TRUE	NA	shell
Lxj2RY2F8Box9Ca8Y	English	feedback	scene4	NA	NA	NA	NA	1	17	more forboding looking entrance.	more forboding looking entrance.	NA	red_door	1	O	NA	FALSE	FALSE	FALSE	FALSE	TRUE	NA	door
Lxj2RY2F8Box9Ca8Y	English	feedback	scene1	NA	NA	NA	NA	1	19	less diseased looking equipment	less diseased looking equipment	NA	orange_screwdriver	1	O	NA	FALSE	FALSE	FALSE	FALSE	TRUE	NA	screwdriver
Lxj2RY2F8Box9Ca8Y	English	feedback	scene2	NA	NA	NA	NA	1	21	for sitting on.	for sitting on.	NA	white_chair	1	O	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA	chair
Lxj2RY2F8Box9Ca8Y	English	feedback	scene4	NA	NA	NA	NA	1	22	pearls that are not green.	pearls that are not green.	NA	purple_necklace	1	O	NA	TRUE	FALSE	FALSE	FALSE	TRUE	NA	necklace
Lxj2RY2F8Box9Ca8Y	English	feedback	scene3	NA	NA	NA	NA	1	23	also for wearing.	also for wearing.	NA	orange_sock	1	O	NA	FALSE	FALSE	TRUE	FALSE	TRUE	NA	sock
Lxj2RY2F8Box9Ca8Y	English	feedback	scene1	NA	NA	NA	NA	1	26	number related but not oragne	number related but not oragne	NA	green_die	1	O	NA	FALSE	FALSE	FALSE	FALSE	TRUE	NA	die
Lxj2RY2F8Box9Ca8Y	English	feedback	scene1	NA	NA	NA	NA	1	27	more sunny attire.__yes	more sunny attire.	yellow scarf?	yellow_scarf	1	O	NA	FALSE	FALSE	FALSE	FALSE	TRUE	NA	scarf
Lxj2RY2F8Box9Ca8Y	English	feedback	scene1	NA	NA	NA	NA	1	28	ocean coloured music__yes	ocean coloured music	the guitar?	blue_guitar	1	O	NA	TRUE	FALSE	FALSE	FALSE	TRUE	NA	guitar
Lxj2RY2F8Box9Ca8Y	English	feedback	scene2	NA	NA	NA	NA	1	31	for clothes	for clothes	NA	white_iron	1	O	NA	FALSE	FALSE	FALSE	FALSE	TRUE	NA	iron
Lxj2RY2F8Box9Ca8Y	English	feedback	scene2	NA	NA	NA	NA	1	33	think - engagements	think - engagements	NA	blue_ring	1	O	NA	FALSE	FALSE	FALSE	FALSE	TRUE	NA	ring
Lxj2RY2F8Box9Ca8Y	English	feedback	scene4	NA	NA	NA	NA	1	34	living thing would blend in with snow	living thing would blend in with snow	NA	white_butterfly	1	O	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA	butterfly
Lxj2RY2F8Box9Ca8Y	English	feedback	scene3	NA	NA	NA	NA	1	35	it is round.	it is round.	NA	black_bowl	1	O	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA	bowl
Lxj2RY2F8Box9Ca8Y	English	feedback	scene2	NA	NA	NA	NA	1	36	it is not a calendar.	it is not a calendar.	NA	purple_robot	1	O	NA	FALSE	FALSE	TRUE	FALSE	TRUE	NA	robot
Lxj2RY2F8Box9Ca8Y	English	feedback	scene3	NA	NA	NA	NA	1	38	used for spying.	used for spying.	NA	green_binoculars	1	O	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA	binoculars
Lxj2RY2F8Box9Ca8Y	English	feedback	scene4	NA	NA	NA	NA	1	39	a golden party object.	a golden party object.	NA	yellow_balloon	1	O	NA	FALSE	FALSE	FALSE	FALSE	TRUE	NA	balloon
Lxj2RY2F8Box9Ca8Y	English	feedback	scene4	NA	NA	NA	NA	1	40	truck traveling somewhere.__yes	truck traveling somewhere.	black?	black_truck	1	O	NA	FALSE	FALSE	TRUE	FALSE	TRUE	NA	truck
Lxj2RY2F8Box9Ca8Y	English	feedback	scene2	NA	NA	NA	NA	1	41	guys wear it.	guys wear it.	NA	orange_tie	1	O	NA	FALSE	FALSE	FALSE	FALSE	TRUE	NA	tie
Lxj2RY2F8Box9Ca8Y	English	feedback	scene2	NA	NA	NA	NA	1	42	for sleeping on.	for sleeping on.	NA	red_cushion	1	O	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA	cushion
Lxj2RY2F8Box9Ca8Y	English	feedback	scene4	NA	NA	NA	NA	1	43	for wearing__yes	for wearing	blue	blue_dress	1	O	NA	FALSE	FALSE	TRUE	FALSE	TRUE	NA	dress
Lxj2RY2F8Box9Ca8Y	English	feedback	scene4	NA	NA	NA	NA	1	44	less professional looking footwear.	less professional looking footwear.	NA	orange_slipper	1	O	NA	FALSE	FALSE	FALSE	FALSE	TRUE	NA	slipper
Lxj2RY2F8Box9Ca8Y	English	feedback	scene2	NA	NA	NA	NA	1	46	not leave fingerprints	not leave fingerprints	NA	black_glove	1	O	NA	FALSE	FALSE	FALSE	FALSE	TRUE	NA	glove
Lxj2RY2F8Box9Ca8Y	English	feedback	scene3	NA	NA	NA	NA	1	47	science related	science related	NA	black_microscope	1	O	NA	FALSE	FALSE	FALSE	FALSE	TRUE	NA	microscope
Lxj2RY2F8Box9Ca8Y	English	feedback	scene4	NA	NA	NA	NA	1	48	cold looking dates__yes	cold looking dates	okay, purple?...	purple_calendar	1	O	NA	FALSE	FALSE	FALSE	FALSE	TRUE	NA	calendar
Lxj2RY2F8Box9Ca8Y	English	feedback	scene1	NA	NA	NA	NA	1	49	less professional looking waist attire.	less professional looking waist attire.	NA	yellow_belt	1	O	NA	FALSE	FALSE	FALSE	FALSE	TRUE	NA	belt
Lxj2RY2F8Box9Ca8Y	English	feedback	scene3	NA	NA	NA	NA	1	50	for valuable stuff.	for valuable stuff.	NA	yellow_wallet	1	O	NA	FALSE	FALSE	FALSE	FALSE	TRUE	NA	wallet
Lxj2RY2F8Box9Ca8Y	English	feedback	scene1	NA	NA	NA	NA	1	51	for cold benerage.__haha	for cold benerage.	beverage :)	blue_mug	1	O	NA	FALSE	FALSE	FALSE	FALSE	TRUE	NA	mug
Lxj2RY2F8Box9Ca8Y	English	feedback	scene3	NA	NA	NA	NA	1	52	for lighting on fire	for lighting on fire	NA	blue_candle	1	O	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA	candle
Lxj2RY2F8Box9Ca8Y	English	feedback	scene2	NA	NA	NA	NA	1	53	not for wearing	not for wearing	NA	white_fence	1	O	NA	FALSE	FALSE	TRUE	FALSE	TRUE	NA	fence
Lxj2RY2F8Box9Ca8Y	English	feedback	scene4	NA	NA	NA	NA	1	54	it is blue but not a square.	it is blue but not a square.	NA	blue_crown	1	CO	NA	TRUE	FALSE	FALSE	FALSE	TRUE	NA	crown
Lxj2RY2F8Box9Ca8Y	English	feedback	scene1	NA	NA	NA	NA	1	55	it is red and related to numbers.	it is red and related to numbers.	NA	red_calculator	1	CO	NA	TRUE	FALSE	FALSE	FALSE	TRUE	NA	calculator
Lxj2RY2F8Box9Ca8Y	English	feedback	scene1	NA	NA	NA	NA	1	56	used for flowers but not purple.	used for flowers but not purple.	NA	orange_basket	1	O	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	basket
Lxj2RY2F8Box9Ca8Y	English	feedback	scene1	NA	NA	NA	NA	1	57	luggage related and not purple.	luggage related and not purple.	NA	orange_luggage	1	O	NA	TRUE	FALSE	FALSE	FALSE	TRUE	NA	luggage
Lxj2RY2F8Box9Ca8Y	English	feedback	scene2	NA	NA	NA	NA	1	58	eating utensil.	eating utensil.	NA	green_fork	1	O	NA	FALSE	FALSE	FALSE	FALSE	TRUE	NA	fork
Lxj2RY2F8Box9Ca8Y	English	feedback	scene1	NA	NA	NA	NA	1	61	it is living.__yes	it is living.	orange?	orange_fish	1	O	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA	fish
Lxj2RY2F8Box9Ca8Y	English	feedback	scene2	NA	NA	NA	NA	1	62	a weapon..	a weapon..	NA	orange_knife	1	O	NA	FALSE	FALSE	FALSE	FALSE	TRUE	NA	knife
Lxj2RY2F8Box9Ca8Y	English	feedback	scene1	NA	NA	NA	NA	1	63	for safety - not green	for safety - not green	NA	purple_lock	1	O	NA	TRUE	FALSE	FALSE	FALSE	TRUE	NA	lock
Lxj2RY2F8Box9Ca8Y	English	feedback	scene3	NA	NA	NA	NA	1	66	for snoozing	for snoozing	NA	blue_bed	1	O	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA	bed
Lxj2RY2F8Box9Ca8Y	English	feedback	scene3	NA	NA	NA	NA	1	67	it has words in it.	it has words in it.	NA	yellow_book	1	O	NA	FALSE	FALSE	FALSE	FALSE	TRUE	NA	book
Lxj2RY2F8Box9Ca8Y	English	feedback	scene3	NA	NA	NA	NA	1	70	for communicating	for communicating	NA	blue_pencil	1	O	NA	FALSE	FALSE	FALSE	FALSE	TRUE	NA	pencil
cEXHaGis7QLpYJmnT	English	feedback	scene3	NA	NA	NA	NA	1	1	phone	phone	NA	red_phone	1	N	NA	FALSE	FALSE	TRUE	TRUE	FALSE	NA	phone
cEXHaGis7QLpYJmnT	English	feedback	scene4	NA	NA	NA	NA	1	2	black thing you find on the ocean	black thing you find on the ocean	NA	black_shell	1	CO	NA	TRUE	FALSE	FALSE	FALSE	TRUE	NA	shell
cEXHaGis7QLpYJmnT	English	feedback	scene4	NA	NA	NA	NA	1	3	orange recepticle to hold a food or a very dense liquid	orange recepticle to hold a food or a very dense liquid	NA	orange_bowl	1	CO	NA	TRUE	FALSE	FALSE	FALSE	TRUE	NA	bowl
cEXHaGis7QLpYJmnT	English	feedback	scene4	NA	NA	NA	NA	1	4	orange microscope	orange microscope	NA	orange_microscope	1	CN	NA	TRUE	FALSE	TRUE	FALSE	TRUE	NA	microscope
cEXHaGis7QLpYJmnT	English	feedback	scene1	NA	NA	NA	NA	1	5	orange knife	orange knife	NA	orange_knife	1	CN	NA	TRUE	FALSE	TRUE	FALSE	TRUE	NA	knife
cEXHaGis7QLpYJmnT	English	feedback	scene1	NA	NA	NA	NA	1	8	purple robot	purple robot	NA	purple_robot	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	robot
cEXHaGis7QLpYJmnT	English	feedback	scene4	NA	NA	NA	NA	1	10	purple drum	purple drum	NA	purple_drum	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	drum
cEXHaGis7QLpYJmnT	English	feedback	scene4	NA	NA	NA	NA	1	12	yellow book	yellow book	NA	yellow_book	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	book
cEXHaGis7QLpYJmnT	English	feedback	scene3	NA	NA	NA	NA	1	13	necklace	necklace	NA	black_necklace	1	N	NA	FALSE	FALSE	TRUE	FALSE	TRUE	NA	necklace
cEXHaGis7QLpYJmnT	English	feedback	scene4	NA	NA	NA	NA	1	15	green bird watcher	green bird watcher	NA	green_binoculars	1	CN	NA	TRUE	FALSE	FALSE	FALSE	TRUE	NA	binoculars
cEXHaGis7QLpYJmnT	English	feedback	scene4	NA	NA	NA	NA	1	17	red bed	red bed	NA	red_bed	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	bed
cEXHaGis7QLpYJmnT	English	feedback	scene1	NA	NA	NA	NA	1	18	red fence	red fence	NA	red_fence	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	fence
cEXHaGis7QLpYJmnT	English	feedback	scene3	NA	NA	NA	NA	1	19	lorry	lorry	NA	black_truck	1	N	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA	truck
cEXHaGis7QLpYJmnT	English	feedback	scene3	NA	NA	NA	NA	1	20	bow	bow	NA	black_ribbon	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	ribbon
cEXHaGis7QLpYJmnT	English	feedback	scene2	NA	NA	NA	NA	1	21	suitcase	suitcase	NA	green_luggage	1	N	NA	FALSE	FALSE	TRUE	FALSE	TRUE	NA	luggage
cEXHaGis7QLpYJmnT	English	feedback	scene2	NA	NA	NA	NA	1	22	nask__mask	nask	NA	yellow_mask	1	N	NA	FALSE	FALSE	FALSE	FALSE	TRUE	NA	mask
cEXHaGis7QLpYJmnT	English	feedback	scene1	NA	NA	NA	NA	1	23	purple fork	purple fork	NA	purple_fork	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	fork
cEXHaGis7QLpYJmnT	English	feedback	scene2	NA	NA	NA	NA	1	24	fish	fish	NA	black_fish	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	fish
cEXHaGis7QLpYJmnT	English	feedback	scene1	NA	NA	NA	NA	1	27	blue iron	blue iron	NA	blue_iron	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	iron
cEXHaGis7QLpYJmnT	English	feedback	scene4	NA	NA	NA	NA	1	28	vanilla candle	vanilla candle	NA	white_candle	1	ON	NA	FALSE	FALSE	TRUE	FALSE	TRUE	NA	candle
cEXHaGis7QLpYJmnT	English	feedback	scene2	NA	NA	NA	NA	1	32	red belt	red belt	NA	red_belt	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	belt
cEXHaGis7QLpYJmnT	English	feedback	scene4	NA	NA	NA	NA	1	33	sock for irish people	sock for irish people	NA	green_sock	1	NO	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	sock
cEXHaGis7QLpYJmnT	English	feedback	scene3	NA	NA	NA	NA	1	34	dress	dress	NA	white_dress	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	dress
cEXHaGis7QLpYJmnT	English	feedback	scene3	NA	NA	NA	NA	1	35	balloon	balloon	NA	red_balloon	1	N	NA	FALSE	FALSE	TRUE	FALSE	TRUE	NA	balloon
cEXHaGis7QLpYJmnT	English	feedback	scene1	NA	NA	NA	NA	1	37	pee pillow	pee pillow	NA	yellow_cushion	1	ON	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA	cushion
cEXHaGis7QLpYJmnT	English	feedback	scene1	NA	NA	NA	NA	1	38	orange helicopter	orange helicopter	NA	orange_helicopter	1	CN	NA	TRUE	FALSE	TRUE	FALSE	TRUE	NA	helicopter
cEXHaGis7QLpYJmnT	English	feedback	scene2	NA	NA	NA	NA	1	40	lock	lock	NA	purple_lock	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	lock
cEXHaGis7QLpYJmnT	English	feedback	scene2	NA	NA	NA	NA	1	42	calculator	calculator	NA	white_calculator	1	N	NA	FALSE	FALSE	TRUE	FALSE	TRUE	NA	calculator
cEXHaGis7QLpYJmnT	English	feedback	scene4	NA	NA	NA	NA	1	43	flower__yellow	flower	NA	yellow_flower	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	flower
cEXHaGis7QLpYJmnT	English	feedback	scene3	NA	NA	NA	NA	1	44	entrance	entrance	NA	white_door	1	N	NA	FALSE	FALSE	FALSE	FALSE	TRUE	NA	door
cEXHaGis7QLpYJmnT	English	feedback	scene4	NA	NA	NA	NA	1	45	red pencil	red pencil	NA	red_pencil	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	pencil
cEXHaGis7QLpYJmnT	English	feedback	scene3	NA	NA	NA	NA	1	46	slipper	slipper	NA	purple_slipper	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	slipper
cEXHaGis7QLpYJmnT	English	feedback	scene3	NA	NA	NA	NA	1	47	butterfly	butterfly	NA	red_butterfly	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	butterfly
cEXHaGis7QLpYJmnT	English	feedback	scene3	NA	NA	NA	NA	1	48	hammer	hammer	NA	purple_hammer	1	N	NA	FALSE	FALSE	TRUE	FALSE	TRUE	NA	hammer
cEXHaGis7QLpYJmnT	English	feedback	scene3	NA	NA	NA	NA	1	52	blue crown	blue crown	NA	blue_crown	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	crown
cEXHaGis7QLpYJmnT	English	feedback	scene1	NA	NA	NA	NA	1	53	gold ring	gold ring	NA	yellow_ring	1	CN	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	ring
cEXHaGis7QLpYJmnT	English	feedback	scene1	NA	NA	NA	NA	1	59	purple tie	purple tie	NA	purple_tie	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	tie
cEXHaGis7QLpYJmnT	English	feedback	scene2	NA	NA	NA	NA	1	60	basket	basket	NA	orange_basket	1	N	NA	FALSE	FALSE	TRUE	FALSE	TRUE	NA	basket
cEXHaGis7QLpYJmnT	English	feedback	scene1	NA	NA	NA	NA	1	62	orange glove	orange glove	NA	orange_glove	1	CN	NA	TRUE	FALSE	TRUE	FALSE	TRUE	NA	glove
cEXHaGis7QLpYJmnT	English	feedback	scene1	NA	NA	NA	NA	1	63	comb for gingers	comb for gingers	NA	red_comb	1	NO	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	comb
cEXHaGis7QLpYJmnT	English	feedback	scene2	NA	NA	NA	NA	1	64	cup	cup	NA	blue_mug	1	N	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA	mug
cEXHaGis7QLpYJmnT	English	feedback	scene3	NA	NA	NA	NA	1	65	calender	calender	NA	green_calendar	1	N	NA	FALSE	FALSE	TRUE	FALSE	TRUE	NA	calendar
cEXHaGis7QLpYJmnT	English	feedback	scene4	NA	NA	NA	NA	1	66	blue wallet	blue wallet	NA	blue_wallet	1	CN	NA	TRUE	FALSE	TRUE	FALSE	TRUE	NA	wallet
cEXHaGis7QLpYJmnT	English	feedback	scene2	NA	NA	NA	NA	1	67	guitar	guitar	NA	white_guitar	1	N	NA	FALSE	FALSE	TRUE	FALSE	TRUE	NA	guitar
cEXHaGis7QLpYJmnT	English	feedback	scene2	NA	NA	NA	NA	1	69	dice	dice	NA	green_die	1	N	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA	die
cEXHaGis7QLpYJmnT	English	feedback	scene2	NA	NA	NA	NA	1	70	screwdriver	screwdriver	NA	orange_screwdriver	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	screwdriver
cEXHaGis7QLpYJmnT	English	feedback	scene1	NA	NA	NA	NA	1	71	yellow chair	yellow chair	NA	yellow_chair	1	CN	NA	TRUE	FALSE	TRUE	FALSE	TRUE	NA	chair
cEXHaGis7QLpYJmnT	English	feedback	scene2	NA	NA	NA	NA	1	72	scarf	scarf	NA	blue_scarf	1	N	NA	FALSE	FALSE	TRUE	FALSE	TRUE	NA	scarf
sWyzDtsyyENZYqCoe	English	feedback	scene3	NA	NA	NA	NA	1	2	covid	covid	NA	blue_mask	1	O	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA	mask
sWyzDtsyyENZYqCoe	English	feedback	scene4	NA	NA	NA	NA	1	3	eco friendly tool	eco friendly tool	NA	green_hammer	1	O	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA	hammer
sWyzDtsyyENZYqCoe	English	feedback	scene2	NA	NA	NA	NA	1	5	sunburnt water animal	sunburnt water animal	NA	orange_fish	1	O	NA	FALSE	FALSE	FALSE	FALSE	TRUE	NA	fish
sWyzDtsyyENZYqCoe	English	feedback	scene2	NA	NA	NA	NA	1	6	royalty	royalty	NA	yellow_crown	1	O	NA	FALSE	FALSE	FALSE	FALSE	TRUE	NA	crown
sWyzDtsyyENZYqCoe	English	feedback	scene1	NA	NA	NA	NA	1	7	sombre travel	sombre travel	NA	black_luggage	1	O	NA	FALSE	FALSE	FALSE	FALSE	TRUE	NA	luggage
sWyzDtsyyENZYqCoe	English	feedback	scene2	NA	NA	NA	NA	1	8	the future	the future	NA	green_robot	1	O	NA	FALSE	FALSE	FALSE	FALSE	TRUE	NA	robot
sWyzDtsyyENZYqCoe	English	feedback	scene1	NA	NA	NA	NA	1	12	male funeral	male funeral	NA	black_tie	1	O	NA	FALSE	FALSE	FALSE	FALSE	TRUE	NA	tie
sWyzDtsyyENZYqCoe	English	feedback	scene3	NA	NA	NA	NA	1	13	rock and roll	rock and roll	NA	red_guitar	1	O	NA	FALSE	FALSE	FALSE	FALSE	TRUE	NA	guitar
sWyzDtsyyENZYqCoe	English	feedback	scene4	NA	NA	NA	NA	1	14	sunny fashion	sunny fashion	NA	yellow_belt	1	O	NA	FALSE	FALSE	FALSE	FALSE	TRUE	NA	belt
sWyzDtsyyENZYqCoe	English	feedback	scene4	NA	NA	NA	NA	1	16	jealous see	jealous see	NA	purple_shell	1	O	NA	FALSE	FALSE	FALSE	FALSE	TRUE	NA	shell
sWyzDtsyyENZYqCoe	English	feedback	scene1	NA	NA	NA	NA	1	17	sunny flutter	sunny flutter	NA	yellow_butterfly	1	O	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA	butterfly
sWyzDtsyyENZYqCoe	English	feedback	scene3	NA	NA	NA	NA	1	19	noisy	noisy	NA	green_drum	1	O	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA	drum
sWyzDtsyyENZYqCoe	English	feedback	scene4	NA	NA	NA	NA	1	20	dull transport	dull transport	NA	black_truck	1	O	NA	FALSE	FALSE	FALSE	FALSE	TRUE	NA	truck
sWyzDtsyyENZYqCoe	English	feedback	scene2	NA	NA	NA	NA	1	21	garment	garment	NA	red_dress	1	O	NA	FALSE	FALSE	FALSE	FALSE	TRUE	NA	dress
sWyzDtsyyENZYqCoe	English	feedback	scene1	NA	NA	NA	NA	1	22	dull finger	dull finger	NA	black_glove	1	O	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA	glove
sWyzDtsyyENZYqCoe	English	feedback	scene4	NA	NA	NA	NA	1	23	bright eat	bright eat	NA	orange_bowl	1	O	NA	FALSE	FALSE	FALSE	FALSE	TRUE	NA	bowl
sWyzDtsyyENZYqCoe	English	feedback	scene4	NA	NA	NA	NA	1	25	neutral furniture	neutral furniture	NA	white_chair	1	O	NA	FALSE	FALSE	FALSE	FALSE	TRUE	NA	chair
sWyzDtsyyENZYqCoe	English	feedback	scene2	NA	NA	NA	NA	1	26	money	money	NA	blue_wallet	1	O	NA	FALSE	FALSE	FALSE	TRUE	FALSE	NA	wallet
sWyzDtsyyENZYqCoe	English	feedback	scene3	NA	NA	NA	NA	1	27	pretty	pretty	NA	black_ribbon	1	O	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA	ribbon
sWyzDtsyyENZYqCoe	English	feedback	scene1	NA	NA	NA	NA	1	29	air burner	air burner	NA	blue_candle	1	O	NA	FALSE	FALSE	FALSE	FALSE	TRUE	NA	candle
sWyzDtsyyENZYqCoe	English	feedback	scene3	NA	NA	NA	NA	1	31	i can see you	i can see you	NA	green_binoculars	1	O	NA	FALSE	FALSE	FALSE	FALSE	TRUE	NA	binoculars
sWyzDtsyyENZYqCoe	English	feedback	scene4	NA	NA	NA	NA	1	32	sunny neck	sunny neck	NA	yellow_scarf	1	O	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA	scarf
sWyzDtsyyENZYqCoe	English	feedback	scene2	NA	NA	NA	NA	1	34	red riding hood	red riding hood	NA	purple_basket	1	O	NA	TRUE	FALSE	FALSE	FALSE	FALSE	NA	basket
sWyzDtsyyENZYqCoe	English	feedback	scene3	NA	NA	NA	NA	1	38	helps the eye	helps the eye	NA	orange_microscope	1	O	NA	FALSE	FALSE	FALSE	FALSE	TRUE	NA	microscope
sWyzDtsyyENZYqCoe	English	feedback	scene1	NA	NA	NA	NA	1	39	jealous food	jealous food	NA	purple_fork	1	O	NA	FALSE	FALSE	FALSE	FALSE	TRUE	NA	fork
sWyzDtsyyENZYqCoe	English	feedback	scene1	NA	NA	NA	NA	1	40	communicator air	communicator air	NA	blue_phone	1	O	NA	FALSE	FALSE	FALSE	FALSE	TRUE	NA	phone
