gameId	language	condition	roundNumber	nameClickedObj	correct	words	target	colorMentioned	nounMentioned	otherMentioned	clickedColor	clickedType
7nKnhpK6eRT58bKP2	English	scene2	20	white_wallet	1	CN	wallet	1	1	0	white	wallet
7nKnhpK6eRT58bKP2	English	scene3	21	orange_screwdriver	1	CN	screwdriver	1	1	0	orange	screwdriver
7nKnhpK6eRT58bKP2	English	scene1	23	purple_microscope	1	CN	microscope	1	1	0	purple	microscope
7nKnhpK6eRT58bKP2	English	scene4	26	blue_scarf	1	CN	scarf	1	1	0	blue	scarf
7nKnhpK6eRT58bKP2	English	scene3	27	orange_shell	1	CN	shell	1	1	0	orange	shell
7nKnhpK6eRT58bKP2	English	scene3	28	orange_sock	1	CN	sock	1	1	0	orange	sock
7nKnhpK6eRT58bKP2	English	scene2	29	blue_flower	1	CN	flower	1	1	0	blue	flower
7nKnhpK6eRT58bKP2	English	scene1	30	yellow_phone	1	CN	phone	1	1	0	yellow	phone
7nKnhpK6eRT58bKP2	English	scene1	33	white_mask	1	CN	mask	1	1	0	white	mask
7nKnhpK6eRT58bKP2	English	scene2	34	black_calendar	1	CN	calendar	1	1	0	black	calendar
7nKnhpK6eRT58bKP2	English	scene3	35	red_pencil	1	CN	pencil	1	1	0	red	pencil
7nKnhpK6eRT58bKP2	English	scene2	37	blue_iron	1	CN	iron	1	1	0	blue	iron
7nKnhpK6eRT58bKP2	English	scene4	38	white_dress	1	CN	dress	1	1	0	white	dress
7nKnhpK6eRT58bKP2	English	scene3	39	orange_luggage	1	CN	luggage	1	1	0	orange	luggage
7nKnhpK6eRT58bKP2	English	scene3	40	yellow_candle	1	CN	candle	1	1	0	yellow	candle
7nKnhpK6eRT58bKP2	English	scene4	41	yellow_door	1	CN	door	1	1	0	yellow	door
7nKnhpK6eRT58bKP2	English	scene4	42	green_slipper	1	CN	slipper	1	1	0	green	slipper
7nKnhpK6eRT58bKP2	English	scene2	45	orange_fork	1	CN	fork	1	1	0	orange	fork
7nKnhpK6eRT58bKP2	English	scene1	46	purple_drum	1	CN	drum	1	1	0	purple	drum
7nKnhpK6eRT58bKP2	English	scene2	50	green_hammer	1	CN	hammer	1	1	0	green	hammer
7nKnhpK6eRT58bKP2	English	scene1	51	black_fish	1	CN	fish	1	1	0	black	fish
7nKnhpK6eRT58bKP2	English	scene1	52	red_butterfly	1	CN	butterfly	1	1	0	red	butterfly
7nKnhpK6eRT58bKP2	English	scene4	54	green_robot	1	CN	robot	1	1	0	green	robot
7nKnhpK6eRT58bKP2	English	scene4	55	purple_ribbon	1	CN	ribbon	1	1	0	purple	ribbon
7nKnhpK6eRT58bKP2	English	scene4	57	green_necklace	1	CN	necklace	1	1	0	green	necklace
7nKnhpK6eRT58bKP2	English	scene1	58	white_mug	1	CN	mug	1	1	0	white	mug
7nKnhpK6eRT58bKP2	English	scene3	59	blue_cushion	1	CN	cushion	1	1	0	blue	cushion
7nKnhpK6eRT58bKP2	English	scene1	60	orange_die	1	CN	die	1	1	0	orange	die
7nKnhpK6eRT58bKP2	English	scene3	62	black_lock	1	CN	lock	1	1	0	black	lock
7nKnhpK6eRT58bKP2	English	scene4	63	white_calculator	1	CN	calculator	1	1	0	white	calculator
7nKnhpK6eRT58bKP2	English	scene1	65	white_balloon	1	CN	balloon	1	1	0	white	balloon
7nKnhpK6eRT58bKP2	English	scene1	66	red_guitar	1	CN	guitar	1	1	0	red	guitar
7nKnhpK6eRT58bKP2	English	scene1	67	black_binoculars	1	CN	binoculars	1	1	0	black	binoculars
7nKnhpK6eRT58bKP2	English	scene2	68	orange_tie	1	CN	tie	1	1	0	orange	tie
7nKnhpK6eRT58bKP2	English	scene1	72	green_basket	1	CN	basket	1	1	0	green	basket
pYDMnvGGHnpiK56p8	English	scene4	1	yellow_crown	1	CN	crown	1	1	0	yellow	crown
pYDMnvGGHnpiK56p8	English	scene1	3	green_fish	1	CN	fish	1	1	0	green	fish
pYDMnvGGHnpiK56p8	English	scene1	4	black_robot	1	CN	robot	1	1	0	black	robot
pYDMnvGGHnpiK56p8	English	scene3	8	white_belt	1	N	belt	0	1	0	white	belt
pYDMnvGGHnpiK56p8	English	scene4	9	yellow_ring	1	CN	ring	1	1	0	yellow	ring
pYDMnvGGHnpiK56p8	English	scene3	10	black_sock	1	N	sock	0	1	0	black	sock
pYDMnvGGHnpiK56p8	English	scene1	12	green_die	1	CN	die	1	1	0	green	die
pYDMnvGGHnpiK56p8	English	scene1	13	blue_mug	1	CN	mug	1	1	0	blue	mug
pYDMnvGGHnpiK56p8	English	scene4	15	green_drum	1	CN	drum	1	1	0	green	drum
pYDMnvGGHnpiK56p8	English	scene2	16	green_screwdriver	1	N	screwdriver	0	1	0	green	screwdriver
pYDMnvGGHnpiK56p8	English	scene4	17	white_door	1	CN	door	1	1	0	white	door
pYDMnvGGHnpiK56p8	English	scene4	18	green_necklace	1	CN	necklace	1	1	0	green	necklace
pYDMnvGGHnpiK56p8	English	scene4	22	red_comb	1	CN	comb	1	1	0	red	comb
pYDMnvGGHnpiK56p8	English	scene2	23	purple_lock	1	N	lock	0	1	0	purple	lock
pYDMnvGGHnpiK56p8	English	scene3	24	black_bowl	1	N	bowl	0	1	0	black	bowl
pYDMnvGGHnpiK56p8	English	scene3	25	yellow_pencil	1	N	pencil	0	1	0	yellow	pencil
pYDMnvGGHnpiK56p8	English	scene2	26	yellow_iron	1	N	iron	0	1	0	yellow	iron
pYDMnvGGHnpiK56p8	English	scene3	28	white_calculator	1	N	calculator	0	1	0	white	calculator
pYDMnvGGHnpiK56p8	English	scene1	30	orange_knife	1	CN	knife	1	1	0	orange	knife
pYDMnvGGHnpiK56p8	English	scene1	31	black_basket	1	CN	basket	1	1	0	black	basket
pYDMnvGGHnpiK56p8	English	scene3	32	blue_candle	1	N	candle	0	1	0	blue	candle
pYDMnvGGHnpiK56p8	English	scene1	35	orange_helicopter	1	CN	helicopter	1	1	0	orange	helicopter
pYDMnvGGHnpiK56p8	English	scene2	36	green_glove	1	N	glove	0	1	0	green	glove
pYDMnvGGHnpiK56p8	English	scene4	37	green_ribbon	1	CN	ribbon	1	1	0	green	ribbon
pYDMnvGGHnpiK56p8	English	scene3	38	black_calendar	1	N	calendar	0	1	0	black	calendar
pYDMnvGGHnpiK56p8	English	scene2	39	black_tie	1	N	tie	0	1	0	black	tie
pYDMnvGGHnpiK56p8	English	scene1	40	red_wallet	1	CN	wallet	1	1	0	red	wallet
pYDMnvGGHnpiK56p8	English	scene1	41	blue_mask	1	CN	mask	1	1	0	blue	mask
pYDMnvGGHnpiK56p8	English	scene2	42	red_balloon	1	N	balloon	0	1	0	red	balloon
pYDMnvGGHnpiK56p8	English	scene4	46	orange_microscope	1	CN	microscope	1	1	0	orange	microscope
pYDMnvGGHnpiK56p8	English	scene3	49	green_truck	1	N	truck	0	1	0	green	truck
pYDMnvGGHnpiK56p8	English	scene2	50	yellow_butterfly	1	N	butterfly	0	1	0	yellow	butterfly
pYDMnvGGHnpiK56p8	English	scene4	51	green_slipper	1	CN	slipper	1	1	0	green	slipper
pYDMnvGGHnpiK56p8	English	scene2	52	green_fork	1	N	fork	0	1	0	green	fork
pYDMnvGGHnpiK56p8	English	scene1	53	yellow_flower	1	CN	flower	1	1	0	yellow	flower
pYDMnvGGHnpiK56p8	English	scene2	54	purple_luggage	1	N	luggage	0	1	0	purple	luggage
pYDMnvGGHnpiK56p8	English	scene4	55	yellow_cushion	1	CN	cushion	1	1	0	yellow	cushion
pYDMnvGGHnpiK56p8	English	scene1	57	yellow_bed	1	CN	bed	1	1	0	yellow	bed
pYDMnvGGHnpiK56p8	English	scene2	58	blue_chair	1	N	chair	0	1	0	blue	chair
pYDMnvGGHnpiK56p8	English	scene3	59	yellow_scarf	1	N	scarf	0	1	0	yellow	scarf
pYDMnvGGHnpiK56p8	English	scene1	60	yellow_guitar	1	CN	guitar	1	1	0	yellow	guitar
pYDMnvGGHnpiK56p8	English	scene3	62	green_hammer	1	CN	hammer	1	1	0	green	hammer
pYDMnvGGHnpiK56p8	English	scene3	65	blue_book	1	N	book	0	1	0	blue	book
pYDMnvGGHnpiK56p8	English	scene2	67	yellow_fence	1	N	fence	0	1	0	yellow	fence
pYDMnvGGHnpiK56p8	English	scene2	69	yellow_phone	1	N	phone	0	1	0	yellow	phone
pYDMnvGGHnpiK56p8	English	scene4	70	white_dress	1	CN	dress	1	1	0	white	dress
pYDMnvGGHnpiK56p8	English	scene3	72	green_shell	1	N	shell	0	1	0	green	shell
